Character	AllyCount	Frequency	Min Turn Gained	1st Quartile Turn Gained	Avg Turn Gained	3rd Quartile Turn Gained	Max Turn Gained	Turn Gained SD	Min Distance	1st Quartile Distance	Distance Avg	3rd Quartile Distance	Max Distance	Distance SD	Min Coins	1st Quartile Coins	Coin Avg	3rd Quartile Coins	Max Coins	Coin SD	Min Stars	1st Quartile Stars	Star Avg	3rd Quartile Stars	Max Stars	Stars SD	Average Place
Boo	4	6.242%	5	15	16.5174624	19	20	3.0102515	77	120.5957031	135.1832746	149.0820312	203	20.8531673	9	36	49.6369753	59.7773438	134	18.2481708	0	3	4.1637296	5	11	1.7974433	2.0727331	
Boo	0	26.79%	1	1	1	1	1	0	22	68.3086644	77.2551698	86	123	13.2768545	3	31	43.5467712	53	154	17.8705884	0	1	2.0558417	3	8	1.3499404	3.1481896	
Boo	1	30.17%	2	6	9.9758503	14	20	4.8850931	31	81	91.8868412	102.6595263	151	15.6102043	6	37	49.8605237	60.2428791	148	18.3726038	0	1	2.482466	3	10	1.5328166	2.9039443	
Boo	2	24.178%	3	10	13.1697955	17	20	4.4372618	47	92.6389434	104.5898751	116.1871642	171	17.2714639	6	37	49.7387708	59.6704721	143	18.0204639	0	2	2.9887501	4	12	1.6614948	2.6507569	
Boo	3	12.62%	4	13	15.2177924	18	20	3.6487529	57	105	118.0110935	131	185	18.8151203	9	37.5471939	50.3123613	60	151	18.290755	0	2	3.5473851	5	11	1.7579041	2.3735341	
Bowser	4	6.134%	6	15	16.8513205	19	20	2.788268	72	133.4736328	150.7763287	167.9248047	236	25.1912318	12	39	52.5057059	62.9658203	155	18.7635107	0	3	4.3951744	6	12	1.8644171	1.9889142	
Bowser	0	28.25%	1	1	1	1	1	0	26	78.954321	91.9023717	104.4153333	159	19.4269011	7	34.478022	47.6700177	57.4157292	160	18.7766546	0	1	2.332885	3	10	1.5079911	3.012885	
Bowser	1	26.476%	1	4	8.2380767	12	20	5.2290414	28	92.0710819	106.5154857	121.0451383	200	21.3093148	6	39.9612135	53.2828977	63.9127391	163	19.1189918	0	2	2.9392658	4	11	1.6752775	2.6855265	
Bowser	2	25.658%	2	9.9669978	12.9427486	16.6598857	20	4.3437255	35	105.4702526	120.666147	135.9309697	207	22.2869297	10	41.607316	54.8663964	64.9912464	158	19.0134557	0	2	3.4889703	5	12	1.7881764	2.401746	
Bowser	3	13.482%	4	13	15.4323002	18	20	3.4525602	45	118.0897436	134.0906394	149.9151936	215	23.7942324	11	41	54.1125946	64.3766611	165	18.6442008	0	3	3.9789349	5	11	1.8420418	2.1835039	
Bowser Jr	4	8.884%	7	15	16.6933814	19	20	2.787393	59	107	119.9457452	132.9910204	189	18.8952415	11	38.4183673	51.8493922	61.9836735	155	18.6855917	0	3	4.3370104	5.9910204	12	1.7996507	1.930887	
Bowser Jr	0	9.14%	1	1	1	1	1	0	32	59.0384	68.3582057	77	118	12.9121812	23	48	61.7273523	71.696	148	18.8162268	0	1	2.4045952	3	8	1.4366951	2.7770241	
Bowser Jr	1	31.764%	2	4	8.0985912	11	20	4.6022021	33	70.9056102	80.9119758	90.9934521	145	14.9408205	15	45	58.8318852	69.0443293	162	19.1045894	0	2	2.7180456	4	10	1.5211933	2.6734668	
Bowser Jr	2	32.504%	4	9.3967218	12.9146474	16	20	4.1986381	38	82	93.0904504	104	155	16.2359522	9	43	56.7054516	66.9238543	175	18.9927104	0	2	3.1698868	4	11	1.6561021	2.454221	
Bowser Jr	3	17.708%	5	13	15.4214801	18	20	3.4057716	50	93	105.3711317	117	168	17.5479158	9	41	54.4734583	64.5604396	166	18.6414496	0	2	3.7000226	5	12	1.7780397	2.2080416	
Daisy	4	14.146%	7	14	16.0260144	19	20	3.1105103	75	115	124.6851407	136	171	14.7891052	6	39	51.7626184	61.7561728	150	17.8304789	0	3	4.3336632	5.8143939	11	1.7759629	1.9380744	
Daisy	0	8.358%	1	1	1	1	1	0	61	65	66.4874372	68	74	2.1684334	17	46	59.5984685	69.5792271	170	18.783398	0	1	2.2479062	3	9	1.3463562	2.8774827	
Daisy	1	25.23%	2	3	6.863185	9	20	4.7396994	61	74	81.2422513	88	103	8.6293367	12	44	56.6823623	66.0051937	155	18.3548806	0	1	2.4976615	3	9	1.485821	2.7869996	
Daisy	2	32.464%	4	8	11.5582425	15.0068139	20	4.7127538	65	88	95.9354362	104	127	11.3744034	11	43	56.0425086	65.9383794	158	18.4421936	0	2	3.0307417	4	11	1.6264596	2.527415	
Daisy	3	19.802%	6	12	14.7213385	18	20	3.7192471	70	100.4112098	110.2085648	120	150	13.1823901	9	41	53.4634885	63.0258621	153	18.094557	0	2	3.7039693	5	12	1.7585072	2.2090698	
Diddy Kong	4	3.942%	7	15	16.9710807	19	20	2.7547617	57	112.7283951	128.753932	145	201	22.6388456	13	43	59.2262811	71.8055556	190	21.8538464	0	3.0771605	4.8401826	6	12	1.9439975	1.7199391	
Diddy Kong	0	36.884%	1	1	1	1	1	0	0	56	66.2232947	77	119	15.6256057	3	34.9354589	50.6905975	62.9682672	171	21.8968713	0	1	2.0768897	3	9	1.3882665	3.013068	
Diddy Kong	1	28.29%	3	6.6746988	10.5836238	14.3225479	20	4.8805908	22	69.019367	81.4928243	94	151	18.3186931	7	40.9280952	57.4154825	70.0932796	181	22.7537095	0	1	2.6163309	4	11	1.5559968	2.7015907	
Diddy Kong	2	20.862%	4	11	13.7131454	17	20	4.3058043	37	81	94.8559103	107.8915966	179	19.5310922	9	43	59.5878631	72.389869	171	22.4091498	0	2	3.279072	4	12	1.7324277	2.3790624	
Diddy Kong	3	10.022%	5	13.1746362	15.7472071	19	20	3.4802059	46	94.9626913	109.6020754	123.9397321	185	21.1229476	7	43.8207908	60.1650369	73.0736607	171	22.5546743	0	3	3.9838356	5	13	1.8736635	2.0403113	
Donkey Kong	4	9.618%	7	15.5232221	17.0896236	19	20	2.5191457	48	106.4437591	124.3424828	141.7847659	214	25.5175129	18	52	67.9174465	80.3542977	175	22.2232301	0	3	4.713246	6	13	1.9687497	1.749844	
Donkey Kong	0	11.692%	1	1	1	1	1	0	0	50	61.8268902	80	140	21.6102097	10	38	52.6606226	63.6592742	170	21.0144725	0	2	2.6963736	4	10	1.4741508	2.6563462	
Donkey Kong	1	23.388%	1	4	6.2010916	8	20	3.8384081	10	65.7424634	82.2708226	98.8474576	183	24.4844975	9	53	69.3216179	82.0742154	181	22.9950683	0	2	3.1643578	4	11	1.6488384	2.3700188	
Donkey Kong	2	34.39%	4	9.7511013	12.6461799	16	20	3.9090136	17	79.7285307	96.5496365	112.9353741	205	24.3862092	15	54.0789827	70.418959	83	191	22.6556993	0	2	3.5485315	5	11	1.8045571	2.212271	
Donkey Kong	3	20.912%	5	13	15.5637733	18	20	3.1837304	28	92.5104167	109.2816565	125.7748593	215	24.4735416	10	53.0559809	69.2493305	81.9562349	200	22.5964163	0	3	4.0322303	5	11	1.9089383	2.0229533	
Dry Bones	4	13.912%	5	14	15.8041978	19	20	3.4182164	66	121	135.5833813	150	200	20.8844704	9	40.9686589	54.7317424	65.9534413	177	19.7778034	0	3.898068	4.7686889	6	12	1.8420532	1.7640886	
Dry Bones	0	8.358%	1	1	1	1	1	0	35	60	67.6944245	75	110	10.7469399	24	52.6641414	67.0849486	78.0464646	160	19.9136978	0	1	2.4256999	3	9	1.4453165	2.7513759	
Dry Bones	1	26.668%	1	1	5.8657384	9	20	5.1967131	37	75	85.8697315	96.7328671	137	15.4842264	12	46.0617482	60.7703615	71.5176471	173	20.279735	0	2	2.8101095	4	10	1.566993	2.6127194	
Dry Bones	2	29.24%	3	7	11.1665897	15	20	4.9264183	39	89	101.351026	114	161	17.5857379	11	44.034058	58.6664843	69.3252051	169	19.9637047	0	2	3.3787962	4.2663736	12	1.7253289	2.3391929	
Dry Bones	3	21.822%	4	11	13.82241	17.0597087	20	4.2533359	48	101.9742723	115.4515626	128.9718896	187	19.1271166	14	43	56.8062506	67.9588099	174	19.9345837	0	3	3.9673724	5	11	1.8125011	2.0917423	
Goomba	4	9.21%	5	14	15.9960912	19	20	3.2962299	54	107	121.2010858	135.1196	186	20.3230895	19	49.6596	64.146797	75.0416	161	20.3522549	0	3	4.6099891	6	11	1.8913794	1.7978284	
Goomba	0	22.56%	1	1	1	1	1	0	21	50.0480402	57.2727837	64.0136812	98	10.4336626	22	47.0962987	61.8005319	72.6610989	170	20.2417552	0	1	2.0876773	3	8	1.3352918	2.9282801	
Goomba	1	27.16%	1	3	7.9032025	12	20	5.6025774	26	63	72.9234904	82.5376484	119	14.0304096	18	51.0892773	66.6616348	78.1694754	192	21.3315372	0	1.1760309	2.559352	3.3126615	10	1.4895108	2.6837261	
Goomba	2	25.96%	3	8.0329545	12.2860382	16	20	4.691705	34	76.8681257	88.2952234	99.9831486	149	16.5256879	20	52	67.2217257	78.7255239	174	21.0548002	0	2	3.1057781	4	10	1.6842369	2.4187211	
Goomba	3	15.11%	4	12	14.6005757	18	20	3.9402298	37	90	102.8815354	115.0789171	170	17.9573543	11	51.9054622	66.7331568	78	178	21.1456017	0	2.0035077	3.7912641	5	12	1.8392667	2.1244209	
Hammer Bro	4	11.69%	6	14	16.1332763	19	20	3.1367241	56	105	117.6886228	130.1383929	173	18.3588565	15	46	58.3950385	67.8439153	157	17.381646	0	3	4.3331052	5.5448606	11	1.8264497	1.9136014	
Hammer Bro	0	10.276%	1	1	1	1	1	0	17	47	54.0636434	61	87	9.6717052	18	51	62.1621253	71	151	16.3000163	0	1	2.0615025	3	8	1.306671	2.9579603	
Hammer Bro	1	28.096%	2	2.9655114	6.9833489	10	20	5.0488377	25	61	71.0573747	81	115	13.890327	20	51	63.1293423	72.8030324	156	17.2575913	0	1	2.418992	3	9	1.4688734	2.8095103	
Hammer Bro	2	30.66%	3	8	12.0307652	16	20	4.557604	29	75.4131169	86.2425962	97.2680741	136	15.5800623	15	49.9447514	61.9358121	71.5781984	155	17.3075756	0	2	2.943379	4	10	1.6100802	2.5484671	
Hammer Bro	3	19.278%	5	11.3921857	14.4343193	18	20	3.9345442	44	87.9254549	99.4838676	111.2465215	157	17.0658794	15	47.8849619	60.1286441	69.9895636	173	17.4470178	0	2	3.5417574	5	12	1.7643324	2.2617491	
Koopa	4	8.88%	6	15	16.802027	19	20	2.8014227	61	106	120.8427928	134.0416667	209	20.7366492	7	38	48.9560811	58	131	15.763743	0	3	4.1693694	5	11	1.7532874	2.036036	
Koopa	0	9.728%	1	1	1	1	1	0	31	57.0631001	67.3468339	76	124	13.7169451	12	46.68107	57.7785773	66.3388203	135	16.0830526	0	1	2.4432566	3	8	1.3932948	2.7892681	
Koopa	1	30.546%	1	5	8.148396	11	20	4.7189019	31	69	80.0875401	90.8511342	146	15.9666589	15	43.6847764	54.8900674	63.793956	144	16.2396856	0	2	2.6397564	4	9	1.4916766	2.7434034	
Koopa	2	32.466%	3	9	12.9014165	16	20	4.2563589	38	80.9836838	93.0604941	104.8570513	170	17.5084751	10	42	53.7753342	62.9966814	153	16.2478297	0	2	3.0799606	4	11	1.6214126	2.5344668	
Koopa	3	18.38%	5	13	15.4432869	18	20	3.4332505	50	92.9291475	105.8297062	118	188	18.8572915	12	41	52.1832427	61	141	16.1323937	0	2	3.6125136	5	11	1.7441699	2.3008705	
