Character	AllyCount	Frequency	Min Turn Gained	1st Quartile Turn Gained	Avg Turn Gained	3rd Quartile Turn Gained	Max Turn Gained	Turn Gained SD	Min Distance	1st Quartile Distance	Distance Avg	3rd Quartile Distance	Max Distance	Distance SD	Min Coins	1st Quartile Coins	Coin Avg	3rd Quartile Coins	Max Coins	Coin SD	Min Stars	1st Quartile Stars	Star Avg	3rd Quartile Stars	Max Stars	Stars SD	Average Place
Boo	0	68.8494%	1	1	1	1	1	0	15	70	79.1125529	88	128	13.1428862	0	21	30.1350222	36	127	14.1035988	0	1	1.7406194	2.6117569	9	1.273256	2.8942503	
Boo	1	20.4334%	2	6	10.3368153	15	20	5.3203059	34	83.9565742	94.2852193	104.9969972	155	15.4454134	2	23	33.4981452	40.9923654	130	15.122017	0	1	2.3067429	3	10	1.4526972	2.5197373	
Boo	2	8.2904%	3	11	14.0739372	17.9994631	20	4.1193723	39	96	107.8521181	119.5680777	172	17.0092793	3	24	34.5825292	41.9161103	137	15.3142661	0	1.9443968	2.6328042	4	11	1.5322919	2.2942439	
Boo	3	1.8912%	5	13.9649123	15.8648426	19	20	3.3080452	51	107.3223767	119.5896785	132	184	18.0368582	3	24.0913799	35.5872462	43	126	15.7830979	0	2	2.8636844	4	10	1.5589546	2.142555	
Boo	4	0.5356%	7	15	16.6960418	19	20	2.86962	69	120.4586895	133.907767	147.1452991	202	19.8480243	3	24	35.3151606	43.3874644	110	16.7791524	0	2	2.8386856	4	9	1.5596566	2.1799851	
Bowser Jr	0	50.5128%	1	1	1	1	1	0	23	57	65.8988256	74.2842095	134	12.7944693	0	33	41.6810195	47	137	14.1150733	0	1	1.7462861	2.9794829	9	1.2834758	2.5659556	
Bowser Jr	1	35.7066%	2	6.9949362	10.9725949	15	20	4.9354443	26	68.3224861	79.0706816	89	147	15.1583109	3	29	38.8000706	45	140	14.9677941	0	1	2.2488728	3	10	1.4118393	2.4140691	
Bowser Jr	2	10.0952%	3	11	14.3350362	18	20	4.0958834	37	80.0744307	92.0831286	103	158	16.8044634	0	26.1907353	36.077106	42.3318995	131	14.7912355	0	2	2.609874	4	13	1.5031312	2.2167367	
Bowser Jr	3	2.9528%	5	13	15.6046019	18.9225463	20	3.5014446	47	92	105.2316445	118	175	18.9470161	3	24	34.0004064	40.8586957	119	14.7889881	0	2	2.7898266	4	11	1.5541528	2.1218504	
Bowser Jr	4	0.7326%	7	15	16.7280917	19	20	2.8264564	62	107.6423752	121.9194649	135.6916667	201	20.5576717	0	21	31.1441441	36.7628205	129	14.5721762	0	2	2.8858859	4	10	1.5648944	2.0726181	
Donkey Kong	0	73.5676%	1	1	1	1	1	0	0	50	63.4455929	80	180	21.3644825	0	25	35.1119786	41.9500727	135	15.1680911	0	1	1.5417059	2	12	1.2096203	2.7833612	
Donkey Kong	1	17.8612%	5	11	14.0156021	17	20	3.6333214	50	64.2938168	80.2114752	92.9863488	173	20.0512383	3	32.2706456	43.2542046	51	151	15.9804727	0	1	1.868889	3	9	1.2133865	2.5468614	
Donkey Kong	2	7.2366%	6	13	15.3511527	18	20	3.2921443	60	81.9668528	98.2266534	112.6255618	191	21.9693781	3	30.9674589	41.21289	48.0367868	134	15.6880564	0	1	2.1792831	3	9	1.341173	2.3525136	
Donkey Kong	3	1.1858%	7	15	16.8042859	19	20	2.6783287	71	99.0141129	116.4707371	132	204	22.6826544	6	30	40.4815315	48	141	16.1009331	0	1	2.4918199	3	9	1.4404379	2.1661326	
Donkey Kong	4	0.1488%	11	17	17.9650538	20	20	1.952766	85	117.4444444	133.4193548	149	222	22.3126959	9	28.1111111	38.7822581	45	122	15.717633	0	2	2.6303763	4	8	1.4299755	2.0806452	
Diddy Kong	0	41.079%	1	1	1	1	1	0	7	56	67.0765598	77	133	15.8225018	2	19.9150538	28.7234207	33.9933733	124	13.7286955	0	1	2.1859977	3	9	1.2530609	2.5720977	
Diddy Kong	1	38.363%	2	8	11.2832538	14	20	4.2798901	22	70.9868481	83.1534969	95.9099382	156	18.2764855	3	24.0540576	36.0673149	44	138	16.5217407	0	1	2.071277	3	10	1.3944593	2.4858536	
Diddy Kong	2	16.2204%	4	12	14.8970522	18	20	3.5061474	41	81	94.5473724	107.9889467	174	19.4641299	3	27.6162065	38.7892777	46.8801346	141	16.2426009	0	1	2.3874627	3	10	1.4901482	2.2542971	
Diddy Kong	3	3.4016%	5	14.4735344	16.4276097	19	20	2.9109521	54	93.3266667	107.2579374	121	183	20.0468604	7	30	41.667627	50	140	16.6895137	0	2	2.7096072	4	10	1.5487293	2.0743768	
Diddy Kong	4	0.936%	7	16	17.1510684	19	20	2.5883613	67	106	120.8762821	135.7736686	192	21.6809192	7	28	39.8711538	48.9497041	123	17.0488445	0	2	2.7867521	4	8	1.5531316	2.0196581	
Daisy	0	45.2586%	1	1	1	1	1	0	60	66	67.0259354	68	77	2.0894992	0	25.461525	35.5528761	41.9996884	135	15.0750213	0	1	2.0301998	3	9	1.3179407	2.4766917	
Daisy	1	39.6658%	4	4	9.1124779	13	20	5.1850876	60	74	81.254219	88	102	8.2771029	3	27	37.8902127	45	149	15.4148458	0	1	2.4170797	3	10	1.4246262	2.3502362	
Daisy	2	11.187%	6	11	14.3649739	18	20	3.9176332	65	87	93.4049879	100	125	9.4112641	0	26	36.579655	44	142	15.5275784	0	2	2.8689193	4	10	1.5352182	2.1145973	
Daisy	3	3.309%	8	14	16.0703081	19	20	3.1202056	71	96	103.9868238	112	140	10.9839332	3	21.6956019	32.1812028	39	139	15.0469573	0	2	2.9541251	4	9	1.5657289	2.0603203	
Daisy	4	0.5796%	11	16	17.3581781	19	20	2.3293527	85	108.4977778	117.2311939	125.8222222	154	11.5354212	3	20	30.0835059	37	100	14.6259527	0	2	3.063147	4	10	1.5875034	2.021049	
Bowser	0	51.3448%	1	1	1	1	1	0	14	76.9958349	90.8572319	103.9975678	173	19.8444581	0	20.0750624	29.7322416	35.9980036	134	14.2594546	0	1	1.7462333	3	10	1.3332857	2.8957713	
Bowser	1	27.99%	3	7	10.7713009	14.9893907	20	4.8151056	16	91.5238279	106.2334762	120.993238	192	21.5836934	3	24.9739765	35.6101179	43	165	15.4358816	0	1	2.1394569	3	10	1.4520789	2.6113683	
Bowser	2	14.4848%	4	10	13.2723613	17	20	4.2844164	31	105.694036	121.473089	137.4166895	216	23.1904666	0	26	35.9094499	42.9352199	129	15.0614138	0	1	2.4235474	3	11	1.4937214	2.3975892	
Bowser	3	4.7174%	5	12	14.8724031	18	20	3.7539179	49	120	136.9199135	153.656901	238	24.494506	0	24	34.3855938	41	122	15.0885292	0	1.7692823	2.5949464	4	10	1.493107	2.2854115	
Bowser	4	1.463%	6	14	16.2233766	19	20	3.1053721	80	137.1614341	155.4229665	173	244	25.9826572	3	22.7551595	32.2194122	38.8877551	107	14.6632878	0	2	2.6232399	4	10	1.5059531	2.2713602	
Dry Bones	0	35.3408%	1	1	1	1	1	0	25	60	67.9735037	75	115	11.1114099	5	31.2633134	39.4549812	44	135	13.3329444	0	1	1.598798	2	9	1.2574056	2.5860875	
Dry Bones	1	43.1522%	2	3	8.6780288	13	20	5.6323527	32	74.9916536	85.5644672	96	140	15.1337567	3	29.2919944	39.1534846	45.417474	136	14.9511291	0	1	2.4876368	3	11	1.4733718	2.2694509	
Dry Bones	2	16.0402%	4	9	12.7155345	17	20	4.8747422	41	89	101.5546814	114	159	17.5172781	0	28	38.7075722	45.9883935	128	15.5107107	0	2	2.9968454	4	12	1.5599802	2.0084039	
Dry Bones	3	4.2458%	5	12	15.0732787	18	20	3.7813794	51	103.4537037	116.7127985	130.1839835	175	18.8697347	3	28.2135752	39.492157	47.2563939	144	15.945075	0	2	3.2646851	4	10	1.6162497	1.8564228	
Dry Bones	4	1.221%	6	14	16.0791155	19	20	3.2747211	66	118.2616213	132.3769042	147.0416667	197	20.1410658	3	26	38.1308763	47	132	16.6711923	0	2	3.3659296	4	10	1.6003948	1.803276	
Goomba	0	63.1002%	1	1	1	1	1	0	11	52	59.0673183	66	102	10.3266824	8	33	42.2238693	47	135	13.9962081	0	1	1.6948758	2	8	1.2487763	2.6288284	
Goomba	1	24.4072%	2	5	9.911864	14.9858042	20	5.5181643	17	64.968492	74.2741404	83.9619303	124	13.662399	9	36	46.5771903	53.9697646	137	15.5286068	0	1	2.3614671	3	10	1.4241878	2.3097856	
Goomba	2	9.6788%	4	10	13.71287	17.2336696	20	4.3317315	34	78	88.9387321	99.9608221	149	15.5340423	7	36	46.3783734	53.8276162	143	15.513423	0	2	2.8394222	4	10	1.5479494	2.0448196	
Goomba	3	2.2774%	5	13	15.6645817	18.7427374	20	3.3971193	49	91	102.5993677	114.0202747	163	16.9813858	6	35.0683594	46.156143	53.7685711	140	15.9180477	0	2	3.1685255	4	11	1.6183066	1.880829	
Goomba	4	0.5364%	8	15	16.8210291	19	20	2.7276373	55	105	116.7173751	128.8941799	171	17.7547482	11	34	45.756525	53.5954416	124	16.3391079	0	2	3.3929903	4	9	1.6423038	1.7550336	
Hammer Bro	0	54.277%	1	1	1	1	1	0	14	49.6165589	56.2819426	62.9992397	96	9.883248	9	39	47.3820329	52.1150852	142	14.0241201	0	1	1.7213258	2	9	1.2387496	2.5132008	
Hammer Bro	1	30.9088%	2	5	9.6664567	14	20	5.3425958	20	60.9769668	70.2492623	79.9701855	122	13.4465198	6	36	45.6866976	52	141	15.0703859	0	1	2.3571345	3	9	1.4217331	2.2911339	
Hammer Bro	2	11.2486%	4	11	13.9945188	17.9571428	20	4.1607053	27	74	84.9203456	95.6308359	145	15.1678453	9	34.9579009	45.1185036	52	151	15.4009925	0	2	2.8120833	4	10	1.5311365	2.0623544	
Hammer Bro	3	2.9934%	6	13	15.7087727	19	20	3.3769596	43	85.1594324	97.1807978	108.7690217	157	16.8460754	6	33	44.1443175	51.273037	130	15.8201843	0	2	2.9995991	4	10	1.5884429	1.9660587	
Hammer Bro	4	0.5722%	8	15	17.0076896	19	20	2.626847	55	100.0931034	112.2873121	124	165	17.3485541	6	33	43.5990912	51.6965517	143	16.1956661	0	2	3.1649773	4	9	1.6095801	1.8682279	
Koopa	0	53.942%	1	1	1	1	1	0	25	56.4647814	66.5124393	75.4168373	148	13.9497131	3	31.6613872	40.8696563	46.9956478	136	14.5015985	0	1	1.8972081	3	9	1.3053967	2.5165326	
Koopa	1	32.725%	2	6	10.9107951	15	20	4.9919038	29	67.6875609	78.7002659	89	156	15.7593522	3	29	38.9262215	45	137	14.9383432	0	1	2.3750955	3	10	1.4280429	2.3477403	
Koopa	2	10.0806%	3	11	13.9853296	18	20	4.2321156	34	79	91.5985953	103	168	17.4488933	3	27	37.2842688	44	139	15.226053	0	2	2.7348372	4	11	1.5041498	2.1606452	
Koopa	3	2.6114%	4	13	15.6420489	19	20	3.4487424	48	92.4938278	106.4095887	119.1040045	190	19.5153924	0	24	34.2747185	41	126	15.2326916	0	2	2.9333691	4	10	1.5463538	2.0499349	
Koopa	4	0.641%	7	15	16.7017161	19	20	2.8586481	58	106.8892045	121.8854914	136.7915225	208	21.6397175	3	21	31.4349454	37.9091696	127	15.2933018	0	2	2.9413417	4	9	1.5509015	2.0305772	
Luigi	0	44.0034%	1	1	1	1	1	0	24	61	69.1837358	77	117	11.6155745	5	33	42.2278051	47.2807473	140	13.909219	0	1	1.734366	2.536027	10	1.2838459	2.5406991	
Luigi	1	39.204%	2	5	9.9969962	14	20	5.373697	24	73.1816499	83.5725538	93.5538926	140	14.4582387	6	30	39.4901133	45.9890472	133	14.8528678	0	1	2.4428834	3	10	1.4621601	2.2949036	
Luigi	2	12.8112%	3	10	13.7399331	17.9276821	20	4.4504923	38	86	97.8904552	109	160	16.4880924	3	28	38.3321781	45	133	15.1561437	0	2	2.9273917	4	10	1.5611135	2.0423692	
Luigi	3	3.113%	5	13	15.496559	18.4912273	20	3.5743579	49	98.259792	111.2380341	124	181	18.4053357	6	27	38.4974623	46	135	15.7280804	0	2	3.1660135	4	10	1.5947839	1.9061356	
Luigi	4	0.8684%	6	15	16.447029	19	20	3.0093252	70	112.1840278	126.3445417	140	188	19.8654883	3	25	36.8942883	45.4414894	133	16.5711375	0	2	3.202211	4	10	1.5880759	1.8883003	
Mario	0	48.9752%	1	1	1	1	1	0	39	65	69.7893219	74.9763361	103	7.1818163	6	30	39.5927408	45.1500658	144	14.5366105	0	1	1.8437536	3	9	1.2981082	2.5405797	
Mario	1	33.8124%	2	4	9.0995594	13.9821083	20	5.4672482	44	76	84.619329	93	126	11.5174901	3	29	39.08656	45.9874692	133	15.0482387	0	1	2.5102566	3	10	1.4627264	2.2877879	
Mario	2	12.7008%	4	9	13.0782808	17	20	4.5454458	51	88.9464169	98.5091018	108	151	13.9266385	0	27	38.0834278	45	138	15.4919568	0	2	2.9584908	4	10	1.5505293	2.0518707	
Mario	3	3.5834%	6	13	15.299672	18	20	3.5690236	63	101	111.7792599	122.7556253	166	15.3357213	0	25	35.8474633	43	122	15.5481096	0	2	3.1755316	4	10	1.5783557	1.9332478	
Mario	4	0.9282%	7	15	16.5727214	19	20	2.9073796	70	115	126.7058824	138.2905882	178	16.5030116	3	23.972549	34.2900237	41.7386878	119	16.0960382	0	2	3.2913165	4	9	1.6136231	1.8715794	
Normal Dice	0	49.3594%	1	1	1	1	1	0	37	64.4749061	69.680693	75	101	7.6132395	2	30.9877968	40.7039753	46.988319	146	14.6135061	0	1	1.8574415	3	10	1.3183602	2.5449134	
Normal Dice	1	34.2942%	2	5	9.9122601	14.2298349	20	5.4297402	40	75	83.4365578	91.9849165	127	11.7020575	3	29	38.9631833	45.5257902	134	14.9772542	0	1	2.451225	3	10	1.4575538	2.3107581	
Normal Dice	2	12.3126%	4	10	13.5576274	17	20	4.4325585	49	87	97.1078407	107	144	14.1923336	3	27	37.3313354	44.499912	130	15.3489404	0	2	2.8783035	4	11	1.5503099	2.0839628	
Normal Dice	3	3.2598%	5	13	15.5259061	18.7657928	20	3.5026089	57	99	110.5433462	121.9653987	164	15.8626926	3	24.3517999	35.6591815	43	130	15.630272	0	2	3.1152218	4	10	1.6040628	1.9590772	
Normal Dice	4	0.774%	7	15	16.7149871	19	20	2.829552	67	114	125.4374677	137.047619	182	17.0934078	1	23	34.320155	42.7619048	128	16.2665327	0	2	3.2222222	4	10	1.6336963	1.9049096	
Monty Mole	0	54.2706%	1	1	1	1	1	0	23	60	66.1033635	72	102	8.8449986	3	29	38.5883185	44.287142	138	14.6098565	0	1	1.799173	3	9	1.2913682	2.6285355	
Monty Mole	1	30.6246%	2	5	9.9986311	14.989953	20	5.4783324	31	71	80.2457044	89	128	12.571913	4	29.4410596	39.6989087	46.4385451	135	15.1173157	0	1	2.3568373	3	10	1.4405136	2.3616896	
Monty Mole	2	11.5178%	4	10	13.6412531	17	20	4.3837824	43	83.0785448	94.0462588	104.4778951	147	14.9173222	3	28.2916715	38.9816458	46	138	15.3703111	0	2	2.793919	4	10	1.5430423	2.1276285	
