Character	AllyCount	Frequency	Min Turn Gained	1st Quartile Turn Gained	Avg Turn Gained	3rd Quartile Turn Gained	Max Turn Gained	Turn Gained SD	Min Distance	1st Quartile Distance	Distance Avg	3rd Quartile Distance	Max Distance	Distance SD	Min Coins	1st Quartile Coins	Coin Avg	3rd Quartile Coins	Max Coins	Coin SD	Min Stars	1st Quartile Stars	Star Avg	3rd Quartile Stars	Max Stars	Stars SD	Average Place
Boo	3	2.394%	6	13	15.3552716	18	20	3.5081347	63	111.33	124.4093567	138	184	18.9538289	5	25.82	36.2422723	43.39	133	15.4976954	0	2	2.9431913	4	8	1.5272892	2.1562239	
Boo	2	9.792%	4	10	13.4982201	17	20	4.405032	48	98.5823045	110.4509804	123	172	17.5769563	3	24.5823045	35.1151961	43	116	14.8307515	0	2	2.715482	4	11	1.5379637	2.3227124	
Boo	1	20.848%	2	4	9.4014806	14	20	5.638279	36	84.34375	95.5249424	106.9874065	151	15.938634	3	24	33.910495	41	118	14.8657057	0	1	2.379221	3	9	1.4643349	2.5574635	
Boo	0	66.23%	1	1	1	1	1	0	27	70	78.7456742	88	123	13.1250229	3	21	30.2408274	36.0935984	116	14.0427406	0	1	1.8021138	3	9	1.290627	2.9319644	
Boo	4	0.736%	7	15	16.638587	19	20	2.8868763	83	126	138.7554348	153	193	19.444737	7	24	34.7173913	41	129	15.7389202	0	2	2.986413	4	8	1.5594488	2.1440217	
Bowser	3	4.69%	5	12	14.855935	18	20	3.7577531	50	120	136.9624733	153	218	24.8444088	6	24	33.6170576	40	126	15.1109065	0	2	2.6085288	4	8	1.4669972	2.3590618	
Bowser	2	14.858%	4	10	13.3634806	17	20	4.2230985	47	105.8166667	121.4704536	137.2060394	211	23.0473851	3	24.1463648	34.9352537	42	123	14.8848764	0	1	2.4409746	3	10	1.4771271	2.4713959	
Bowser	1	28.458%	3	7	10.7846602	14.510715	20	4.7281711	27	91.1020371	106.517886	121.6334085	187	21.6442442	3	24	34.7947853	42	122	15.2658609	0	1	2.1690913	3	9	1.4651087	2.6909129	
Bowser	0	50.534%	1	1	1	1	1	0	21	76.9678329	90.6617723	103.9344586	168	19.8236451	0	19.6900909	28.9083389	35	123	14.1530341	0	1	1.8203981	3	10	1.3466811	2.9468872	
Bowser	4	1.46%	6	14	16.0191781	19	20	3.1535437	82	140.6666667	157.5438356	175	231	25.7730107	6	21	31.3164384	38	99	13.823838	0	2	2.6410959	3	7	1.4599527	2.3493151	
Bowser Jr	3	3.244%	5	13	15.4163028	18.345	20	3.6130668	49	92.122449	106.0234279	119.5918367	174	20.0430964	6	24	34.4303329	41	107	15.0939848	0	2	2.9660912	4	9	1.5516458	2.0604192	
Bowser Jr	2	11.08%	3	11	14.0957769	18	20	4.190037	39	81.0484694	93.1093863	104.1443412	158	17.0788346	6	27	36.251444	42	131	14.9287885	0	2	2.7960289	4	9	1.5482325	2.1861011	
Bowser Jr	1	36.722%	2	6	10.532432	14.9833984	20	5.0470523	31	69	79.666467	90	149	15.3812176	3	29	38.8783291	45	151	14.9095236	0	1	2.4538424	3	11	1.4471638	2.365394	
Bowser Jr	0	48.076%	1	1	1	1	1	0	23	57	65.853274	74.2965492	124	12.678619	6	33	41.4799484	47	131	13.9854825	0	1	2.0509194	3	8	1.3405128	2.4664698	
Bowser Jr	4	0.878%	7	15	16.8405467	19	20	2.8995476	61	107	122.4168565	139	186	22.1601499	9	21	30.4715262	37	105	14.0217366	0	2	2.8519362	4	8	1.5636648	2.1503417	
Daisy	3	2.732%	8	14	16.1890887	19	20	3.1130117	72	94.6111111	102.8448023	111	137	11.2245514	0	21	31.8543192	38.1666667	119	16.0137663	0	2	2.9963397	4	10	1.5469664	2.0893119	
Daisy	2	10.166%	6	12	14.5961768	18	20	3.8706702	67	86	92.2862483	99	122	9.3797463	3	25	35.782412	43.4084821	119	15.3884284	0	2	2.9527838	4	10	1.5332031	2.1414519	
Daisy	1	39.096%	4	4	9.7046182	14	20	5.1494736	60	73.9468826	80.3974831	87	100	7.9640767	0	27	37.6881522	44.5790512	126	15.472222	0	1	2.4620933	3	10	1.4435159	2.4183037	
