Character	AllyCount	Frequency	Min Turn Gained	1st Quartile Turn Gained	Avg Turn Gained	3rd Quartile Turn Gained	Max Turn Gained	Turn Gained SD	Min Distance	1st Quartile Distance	Distance Avg	3rd Quartile Distance	Max Distance	Distance SD	Min Coins	1st Quartile Coins	Coin Avg	3rd Quartile Coins	Max Coins	Coin SD	Min Stars	1st Quartile Stars	Star Avg	3rd Quartile Stars	Max Stars	Stars SD	Average Place
Boo	4	5.0726%	5	14	15.9658897	19	20	3.3510414	69	129	142.7856326	156.105625	217	19.8549798	2	33	44.9960178	54.9542082	142	16.9010407	0	3	4.5931081	6	13	1.9634205	1.9282025	
Boo	3	17.8946%	4	11	14.0800446	17.9982506	20	4.1539002	57	118	131.2019045	144	209	19.0946019	0	37.1798293	49.8851385	60.0940966	159	17.6282718	0	3	4.3274619	6	14	1.9495804	2.0051971	
Boo	2	28.5426%	2	6	10.7463978	15	20	5.1179211	41	102.9855207	114.408323	126	179	17.2320009	0	37	49.8772501	60.1639589	160	17.73596	0	2	3.6317785	5	12	1.8564442	2.308241	
Boo	1	28.8588%	1	1	4.549874	6	20	5.1000729	30	88	98.8382885	109.9925296	156	15.8197536	0	36.7095118	49.2060238	59.9738311	155	17.9467438	0	2	2.8809029	4	12	1.7079242	2.670714	
Boo	0	19.6314%	1	1	1	1	1	0	22	70	78.8560368	88	132	13.278463	0	28.9895582	41.2930917	51.3496843	149	17.4164928	0	1	1.9975549	3	10	1.4255552	3.1452673	
Bowser	4	1.904%	5	15	16.804713	19	20	2.8333068	55	131.4602339	148.5330882	165.3018634	229	24.6847552	3	33	45.120063	55.0148836	127	16.9447501	0	3	4.55	6	13	2.0517005	1.9959034	
Bowser	3	8.4746%	4	13	15.5680535	18.3255648	20	3.4671457	41	120.3299783	136.9419442	153.3861758	235	24.1932358	3	37	49.6358058	59.9207075	140	17.671778	0	3	4.3321455	6	13	2.0327795	2.0524155	
Bowser	2	19.8312%	3	10	13.3639349	17	20	4.3615627	35	104.9721754	120.527018	135.9913873	211	22.8300956	3	36.9301277	49.2274396	59.2521908	178	17.68132	0	2	3.6783452	5	13	1.9403525	2.3378918	
Bowser	1	31.2406%	2	5	9.3529481	13.2986895	20	5.2311921	24	91.2124439	105.9280488	120.4407734	195	21.3782997	0	35	47.8805785	58.1078757	149	17.7370202	0	2	3.0477456	4	14	1.8171012	2.6416138	
Bowser	0	38.5496%	1	1	1	1	1	0	11	77	90.8119929	103.9804033	174	19.6766388	0	30.9908198	42.9969234	52.9657052	155	17.1454755	0	1	2.3845384	3	12	1.6196886	2.9840465	
Bowser Jr	4	4.0882%	5	14	16.2959306	19	20	3.0897928	60	110	123.2493029	136	193	18.9034345	3	35.3419832	50.7161098	62.8096019	172	21.1685962	0	4	5.1226457	6	13	1.9592184	1.6922362	
Bowser Jr	3	15.1138%	4	12	14.7716175	18	20	3.8317784	43	99.9671066	112.2882664	124.8506806	188	18.3553442	3	39.9916005	55.5902685	67.9678992	197	21.922822	0	3	4.6440075	6	14	1.9531935	1.8369437	
Bowser Jr	2	28.0258%	3	8	11.9918438	16	20	4.7484271	37	84.9961814	96.5163885	107.9772086	178	16.683821	3	40.9890585	56.8857267	69.3250007	225	22.0990891	0	2.9924536	3.8409751	5	13	1.8374065	2.1453232	
Bowser Jr	1	34.4648%	2	2	6.6364248	10	20	5.3755899	30	71.0185459	81.9902625	92.1358995	153	15.3418808	3	41	57.3777535	69.9506276	212	22.2056684	0	2	3.0455421	4	13	1.6519446	2.5000464	
Bowser Jr	0	18.3074%	1	1	1	1	1	0	26	59	67.9826846	76	129	12.8320352	9	43	59.3093394	71.5994652	201	22.0581992	0	1	2.4782547	3	10	1.4674959	2.75706	
Daisy	4	2.6086%	8	15	16.7639099	19	20	2.7935397	73	105.2151214	115.8741087	126	161	14.5101447	3	32	45.6513072	55.7342857	155	18.9109823	0	3	4.654374	6	12	1.8816864	1.8674385	
Daisy	3	10.9604%	6	13	15.3987471	18	20	3.5219236	67	94.9644718	104.3788	113.9619928	158	13.6080611	6	36	49.8971753	60.9046801	189	19.5559196	0	3	4.1583154	5	13	1.8117011	2.03332	
Daisy	2	22.8924%	5	10	13.4190514	17	20	4.3576726	62	83	90.5063864	97.9931374	126	10.6682026	6	37.4236151	51.5203998	62.2446677	186	19.7161919	0	2	3.3466303	4	12	1.6822594	2.3877182	
Daisy	1	39.9044%	4	6	10.035343	13	20	4.5868049	60	72	78.3268963	84.4175516	100	7.5735935	3	39	53.4198284	64.0867153	194	19.774787	0	2	2.6947705	4	11	1.5108651	2.686611	
Daisy	0	23.6342%	1	1	1	1	1	0	60	65	66.6100989	68	76	2.0849805	6	42.7186542	57.1240575	68.6078696	186	20.2897401	0	1	2.3148657	3	9	1.3756566	2.846536	
Diddy Kong	4	1.0344%	7	15.7539354	17.0946431	19	20	2.6808664	52	108.9342105	123.4903326	138.4821429	193	21.2993911	6	38	50.3928848	60.7406015	142	17.965237	0	4	5.3027842	7	13	1.9681257	1.6500387	
Diddy Kong	3	5.0914%	5	14	15.9718894	19	20	3.2913565	44	98.0290513	112.1860785	126	196	20.2990367	4	40.81492	54.0709432	64.8835505	153	18.9750281	0	3	4.782221	6	13	1.9222691	1.812311	
Diddy Kong	2	14.097%	4	11	14.1605416	18	20	4.163501	19	84	96.9876144	109.7979871	169	18.6931814	6	39.6267113	53.1290345	63.9873146	175	19.0629143	0	3	3.8958644	5	12	1.7963163	2.152387	
Diddy Kong	1	29.5908%	2	6	10.8366631	15	20	5.2807443	14	71	83.0625127	94.4029848	154	17.0421534	3	37	50.7920502	61.4185981	184	19.0062632	0	2	3.0538073	4	12	1.6123305	2.5306852	
Diddy Kong	0	50.1864%	1	1	1	1	1	0	0	56	66.7469912	77	126	15.5976661	0	32.494232	45.2489519	54.9777696	196	18.1807543	0	1	2.1915619	3	10	1.379867	2.9663176	
Donkey Kong	4	1.435%	6	15	16.9699955	19	20	2.6940572	54	107	125.0522648	141.9684848	229	25.4802387	3	46.5554847	61.9859233	74.5728463	166	21.8589765	0	4	5.6253659	7	14	2.073862	1.5570732	
Donkey Kong	3	6.4026%	5	13.4457177	15.7870266	18.9738833	20	3.3126929	35	96.0617594	113.7590042	130.513207	234	25.0909393	0	50	66.3407678	79.0746449	196	22.7258962	0	4	5.1091744	6	14	2.0441923	1.6854091	
Donkey Kong	2	15.8326%	3	10	13.5313432	17	20	4.2069267	26	79.9631352	96.8187916	112.9952888	195	23.960213	3	49	65.3327438	78.8688245	224	22.9589217	0	3	4.2003209	5	13	1.9403888	2.0127206	
Donkey Kong	1	25.4904%	2	5	8.922027	12.7169824	20	5.0611383	20	65.9916865	81.8651806	97.6728716	187	23.2883094	3	45.0023684	61.9192873	75.12189	219	23.2175619	0	2	3.398707	4.9788625	12	1.7910349	2.3480448	
Donkey Kong	0	50.8394%	1	1	1	1	1	0	0	50	63.1767094	80	170	20.9013819	0	35	50.3652836	61.9942042	217	21.1838062	0	2	2.7294343	4	13	1.5787557	2.6734855	
Dry Bones	4	2.0662%	6	15	16.9966793	19	20	2.6872799	54	108	119.8495789	132	185	18.0557978	6	33	46.6159133	57.0930263	160	19.1905402	0	3.7952131	4.8589682	6	13	1.9163495	1.7959539	
Dry Bones	3	9.5306%	5	13.9984109	15.8280215	19	20	3.3198498	46	96.9807103	108.841458	120.9315809	176	17.3126354	3	37.6991381	51.8612469	62.9095842	172	19.9447627	0	3	4.413741	6	13	1.8756077	1.9375275	
Dry Bones	2	24.5694%	4	10.5784054	13.7606218	17	20	4.1298291	38	83	94.6401866	105.8562321	156	15.7245597	3	39	53.3889147	64.2457799	198	19.9203089	0	2	3.6349768	5	12	1.7631994	2.2493183	
Dry Bones	1	37.9338%	3	5	9.6787989	13.1510545	20	4.9177879	31	71	81.1999062	90.7682285	138	13.7393463	3	40.9880525	55.0816528	65.9973299	188	20.0782932	0	2	2.9623238	4	11	1.6027987	2.5523939	
