Character	AllyCount	Frequency	Min Turn Gained	1st Quartile Turn Gained	Avg Turn Gained	3rd Quartile Turn Gained	Max Turn Gained	Turn Gained SD	Min Distance	1st Quartile Distance	Distance Avg	3rd Quartile Distance	Max Distance	Distance SD	Min Coins	1st Quartile Coins	Coin Avg	3rd Quartile Coins	Max Coins	Coin SD	Min Stars	1st Quartile Stars	Star Avg	3rd Quartile Stars	Max Stars	Stars SD	Average Place
Boo	4	7.759%	5	14	16.2960433	19	20	3.1698694	66	123.6971154	137.792499	152	214	20.9908502	7	39	52.5933754	63.3238015	172	19.3298076	0	3	4.3238819	5.888976	13	1.8341143	1.9578554	
Boo	3	14.238%	4	12	14.8253398	18	20	3.8578586	55	107	119.896404	132.9883193	192	18.9035973	9	39	53.3377581	64	160	19.8900276	0	2	3.6731282	5	11	1.7876985	2.2470853	
Boo	2	25.197%	3	9	12.5632072	16.3933833	20	4.633017	37	94	106.1321189	118	174	17.5402849	3	39	53.4646188	64.6904287	175	20.3337686	0	2	3.0630631	4	10	1.7018137	2.5466524	
Boo	1	29.07%	2	5	9.1318709	13	20	5.0381618	31	82	92.7669419	103.3650058	150	15.6261272	5	39	53.569281	64.9560139	179	20.6746963	0	1	2.5320949	3.0219989	11	1.5479666	2.8114551	
Boo	0	23.736%	1	1	1	1	1	0	19	68.7007299	77.5075834	86.502104	124	13.3111291	2	32.4632077	47.0243091	57.9718814	166	20.3302911	0	1	2.0783199	3	9	1.3669723	3.0713684	
Bowser	4	6.113%	6	15	16.8089318	19	20	2.7713696	67	134.0609375	151.1280877	167.9438503	238	24.7973257	10	40	54.058073	65.2646703	177	19.6601935	0	3	4.4634386	6	14	1.8394623	1.8998855	
Bowser	3	13.876%	4	13	15.4735605	18	20	3.4312737	46	118.0720358	134.2903575	150	229	23.3804454	9	41.2216617	55.3844768	66.0696621	173	19.8686045	0	3	3.9890458	5	12	1.8650094	2.1302248	
Bowser	2	25.606%	2	9.9730363	12.9435245	16.8514988	20	4.3164281	27	104.9897829	120.6487933	136.1234375	209	22.7144356	4	41.9729604	56.0895103	67	178	20.1176389	0	2	3.46782	5	13	1.8140213	2.3794033	
Bowser	1	26.537%	1	4	8.2873343	12	20	5.1976019	21	91.9418324	106.5208954	121.3243912	190	21.6946653	9	40.6180719	55.0448054	66.2124162	179	20.4108752	0	2	2.9295324	4	12	1.699449	2.6518069	
Bowser	0	27.868%	1	1	1	1	1	0	21	77.9950846	91.6344194	104.4118105	173	19.3541843	6	35	49.2488876	59.8849693	172	19.8478511	0	1	2.2896512	3	10	1.5223555	2.9850007	
Bowser Jr	4	9.204%	6	15	16.7208822	19	20	2.8081868	56	107.0458494	120.5514993	133	196	18.8858755	6	39	53.4495871	64.244898	163	20.2941151	0	3	4.2511951	5	11	1.8417757	1.9504563	
Bowser Jr	3	18.191%	5	13	15.3697025	18	20	3.4338409	48	93.1035525	105.4260898	117.0415736	178	17.744546	12	42	56.3588038	67.0964167	181	20.2607882	0	2	3.6159639	5	12	1.7641287	2.2113133	
Bowser Jr	2	32.652%	4	9.0872115	12.8829417	16	20	4.2262764	38	81.7762867	93.1834803	104.292757	169	16.4938168	11	44	58.5652946	69.3926031	175	20.3416848	0	2	3.0402426	4	11	1.6603991	2.476908	
Bowser Jr	1	31.07%	2	4	7.982089	10.9971731	20	4.6076296	29	70	80.7327325	90.9969947	143	15.0644946	12	46	60.7935951	71.9099702	194	20.629165	0	1.1587709	2.5883811	3.998719	10	1.5178882	2.6896041	
Bowser Jr	0	8.883%	1	1	1	1	1	0	26	59	68.2480018	77	123	13.0117442	14	49.0047619	63.8453225	74.8718487	179	20.3061602	0	1	2.2714173	3	9	1.4074556	2.8064843	
Daisy	4	14.464%	7	14	16.0008988	19	20	3.1320826	78	114.8429487	124.6228567	135.385941	168	14.6605575	7	40	54.8774198	65.9332571	172	20.273148	0	3	4.378526	6	11	1.836187	1.8703678	
Daisy	3	19.794%	6	12	14.6731274	18	20	3.7168669	70	101.0866467	110.5163181	120	147	12.8999524	7	42.30131	56.9250278	67.9304536	173	20.2999941	0	2	3.6840457	5	12	1.7795843	2.1719208	
Daisy	2	32.05%	4	7.779555	11.4516046	15	20	4.7105321	65	88	96.219844	104.8829728	128	11.4397356	12	44.6755556	59.3242746	70.5816979	193	20.7680157	0	2	2.9779719	4	10	1.645193	2.5	
Daisy	1	25.52%	2	3	6.7850329	9	20	4.758488	61	74	81.4313871	88.7791577	103	8.6763241	15	45	59.5307994	70.1953602	185	20.628449	0	1	2.4303683	3	9	1.4648208	2.763989	
Daisy	0	8.172%	1	1	1	1	1	0	60	65	66.6162506	68	75	2.1652419	14	48	62.4631669	73.8537736	170	20.4652025	0	1	2.1264072	3	8	1.3482291	2.8885218	
Donkey Kong	4	11.021%	7	15	16.8575447	19	20	2.6240452	48	108.8423729	126.1190455	143.1855469	225	25.4091067	12	51.4529271	66.648217	78.7709447	189	21.5122351	0	3	4.7293349	6	13	1.9664089	1.7305145	
Donkey Kong	3	21.913%	5	13	15.1886804	18	20	3.3235275	27	94.2856544	111.0479624	127.5039827	217	24.5795072	13	53.0794595	68.600648	80.8174023	206	21.7738008	0	3	4.0353671	5	13	1.9171636	1.9817916	
Donkey Kong	2	32.916%	3	9	12.0098709	15	20	4.0289944	19	81.3686735	98.179396	114.958849	209	24.5920388	8	54	69.7247843	81.9158892	203	22.0297139	0	2	3.4651537	5	11	1.8110817	2.2273362	
Donkey Kong	1	20.299%	1	3	5.4036727	7	20	3.8159947	10	67.7471156	84.0571949	100.5888889	173	24.2313274	9	52	67.7669836	80.5319826	207	22.7078072	0	2	3.033647	4	11	1.6572986	2.4263264	
Donkey Kong	0	13.851%	1	1	1	1	1	0	0	50	62.5406108	80	140	21.2834454	3	36.2715356	50.7427623	61.3461302	175	20.4694462	0	1	2.2043896	3	9	1.4163146	2.8971915	
Diddy Kong	4	3.475%	7	15.4722222	17.0302158	19	20	2.7005903	58	111.8541667	127.512518	143	205	22.5634084	14	41.8865741	56.4517986	67.3310185	164	20.3534854	0	3	4.5035971	6	12	1.8873837	1.8166906	
