Character	AllyCount	Frequency	Min Turn Gained	1st Quartile Turn Gained	Avg Turn Gained	3rd Quartile Turn Gained	Max Turn Gained	Turn Gained SD	Min Distance	1st Quartile Distance	Distance Avg	3rd Quartile Distance	Max Distance	Distance SD	Min Coins	1st Quartile Coins	Coin Avg	3rd Quartile Coins	Max Coins	Coin SD	Min Stars	1st Quartile Stars	Star Avg	3rd Quartile Stars	Max Stars	Stars SD	Average Place
Boo	4	6.31%	5	15	16.4773376	19	20	3.0298635	73	121	135.5562599	150	200	20.7505047	3	37	49.4120444	59.5810547	139	17.8984487	0	3	4.2107765	5	12	1.8299181	2.0456418	
Boo	3	12.68%	4	13	15.202633	18	20	3.6816745	55	105	117.8430599	131	185	18.7705507	6	37	49.6086751	59.8074145	160	18.0891593	0	2	3.5048896	5	12	1.7776588	2.3883281	
Boo	2	24.144%	3	10	13.1705383	17	20	4.4327756	45	92.3574234	104.6184559	116.5830245	165	17.4518238	6	37	49.7887674	59.9928494	156	18.2947694	0	2	2.9732439	4	11	1.6664436	2.6544069	
Boo	1	30.51%	2	6	10.0388083	14	20	4.9066389	29	81.2165217	91.9286136	102.3908408	156	15.4190186	4	36.698809	49.5970501	59.593254	168	18.4736936	0	1	2.4774172	3	10	1.5101963	2.9054081	
Boo	0	26.356%	1	1	1	1	1	0	22	68.9155157	77.4612233	86.0045296	122	13.2107917	3	31	43.783351	53.6761311	168	17.8950085	0	1	2.0639703	3	9	1.34933	3.1481257	
Bowser	4	6.362%	5	15	16.8340145	19	20	2.7720911	66	133.9602273	150.8060358	167	239	24.5475328	6	39.9204545	52.5149324	62.1392045	145	18.3617338	0	3	4.4105627	6	11	1.8514296	1.9757938	
Bowser	3	13.832%	4	13	15.3907101	18	20	3.4425584	55	118	134.526605	150.7893375	226	23.479918	10	41	53.9349335	64.5281155	173	18.6122683	0	3	3.9665992	5	12	1.8689452	2.1596298	
Bowser	2	25.76%	2	9.7948386	12.8926753	16.350578	20	4.3294163	37	104.9719318	120.3630435	135.6476388	199	22.637685	4	41.1677942	54.574146	64.8635381	153	18.7599563	0	2	3.4503106	5	11	1.7812908	2.4240683	
Bowser	1	26.35%	1	4	8.1996293	12	20	5.2160192	30	92.8805048	107.0402277	121.5278325	181	21.3060159	8	40	53.52	64	158	18.9901252	0	2	2.9659203	4	10	1.6829922	2.6742315	
Bowser	0	27.696%	1	1	1	1	1	0	20	78.9615806	91.940569	104.8103933	160	19.4629106	6	34.7355876	48.043472	57.9988604	160	18.8495936	0	1	2.3557915	3	9	1.5176131	2.9972559	
Bowser Jr	4	8.94%	7	15	16.7548098	19	20	2.788891	66	106.6428571	119.3375839	132	196	18.6955329	12	38.0514286	51.9485459	63	151	18.9328743	0	3	4.339821	5.1445578	11	1.8002493	1.9272931	
Bowser Jr	3	18.2%	5	13	15.4462786	18	20	3.3630851	48	93.7755102	105.4103297	117	175	17.5228072	12	42	55.0013187	65	158	18.9362261	0	2.116381	3.727033	5	12	1.7569939	2.2006593	
Bowser Jr	2	32.482%	4	9.9468215	12.9434772	16	20	4.1769014	37	81.7124072	93.0248137	104	162	16.4905202	10	43.3065217	56.8305523	66.9471743	177	19.0518684	0	2	3.1429715	4	12	1.6593011	2.4697987	
Bowser Jr	1	31.502%	2	4	8.1179931	11	20	4.5899448	35	70	80.5866294	90.1218494	139	14.8352764	15	45	58.5945654	68.8906004	155	19.0200248	0	2	2.6970986	4	10	1.5367146	2.6810996	
Bowser Jr	0	8.876%	1	1	1	1	1	0	26	60	68.9972961	77.0199653	115	12.6568569	20	48.1469388	61.3490311	70.5104167	140	18.4787392	0	1	2.3794502	3	10	1.4085465	2.8017125	
Daisy	4	14.014%	7	14	16.0939061	19	20	3.092047	78	115	124.6807478	135.6660714	169	14.6056816	9	38.2160954	50.6646211	60	147	17.2664619	0	3	4.3201085	5.0057398	11	1.7712399	1.9342086	
Daisy	3	19.594%	6	12	14.7331588	18	20	3.6938245	68	101	110.2732469	120	146	13.0400155	11	41	53.0905379	62.3373027	158	17.3518568	0	2	3.6777585	5	11	1.7519928	2.225273	
Daisy	2	32.824%	4	8	11.5708695	15	20	4.7215109	63	88	95.9293809	104	126	11.4207074	11	42.3648005	54.8552279	64.3757248	144	17.6135812	0	2	3.0329028	4	10	1.6111101	2.5306483	
Daisy	1	25.364%	2	3	6.8389254	9	20	4.7187493	61	74	81.3589339	88	104	8.6143803	10	43	55.4861221	64.858183	159	17.524453	0	1	2.4995269	3	8	1.4602578	2.8008989	
Daisy	0	8.204%	1	1	1	1	1	0	60	65	66.4809849	68	75	2.2180071	18	46	58.3954169	67	147	17.589727	0	1	2.2135544	3	8	1.3641047	2.914432	
Diddy Kong	4	3.916%	7	15	16.8907048	19	20	2.7809555	58	111.2962963	128.5674157	145	203	23.1269159	10	41.8888889	57.5199183	70.4074074	162	22.0404578	0	3.8888889	4.8850868	6	11	1.9188257	1.7017365	
Diddy Kong	3	9.648%	5	13	15.6773813	19	20	3.4605693	49	95.8875171	110.1293532	124.0849057	177	20.6466827	14	42.60631	57.8364428	70	165	21.0289816	0	3	4.0072554	5	11	1.8616507	2.0279851	
Diddy Kong	2	20.958%	4	11	13.7554024	17	20	4.3112583	31	80.7428571	94.4282851	107.9173603	165	19.4885699	8	42	57.8168718	70	181	21.6135664	0	2	3.2220632	4	11	1.7311486	2.4149251	
Diddy Kong	1	28.53%	3	6.7991975	10.6275138	14.7114981	20	4.8889816	21	69	81.4325973	94	143	18.3342671	5	40	55.4820189	67.12	171	21.4433932	0	1	2.5716088	3.8517787	10	1.5300954	2.7421661	
Diddy Kong	0	36.948%	1	1	1	1	1	0	14	56	66.0828191	77	126	15.596871	3	33.8817065	48.7286998	60	170	20.9864376	0	1	2.0417343	3	9	1.3708487	3.0494749	
Donkey Kong	4	9.566%	8	15.0412299	17.0715032	19	20	2.526032	36	106.9488389	124.3817688	141	216	24.9584932	12	49.9147315	63.2214092	74	165	19.5379543	0	3	4.5596906	6	12	1.9119609	1.827305	
Donkey Kong	3	20.768%	5	13	15.573416	18	20	3.1886676	26	92.2507862	109.1328005	125.9027707	201	24.3789972	17	51	65.1072804	76.1428571	172	20.0078964	0	3	3.921225	5	13	1.8482377	2.0913906	
Donkey Kong	2	35.086%	4	9.9338504	12.6761541	16	20	3.9311582	19	79.624134	96.4865758	112.7350369	194	24.4738169	12	51.9641309	65.7305478	77	178	19.8954706	0	2	3.4540272	5	12	1.7720311	2.2801117	
Donkey Kong	1	23.078%	1	3.9938456	6.2256548	8	20	3.8736509	10	65	82.449519	99.3525556	175	24.5977454	10	50.9246528	64.6655689	76.1903409	173	20.261687	0	2	3.0838894	4	11	1.6547168	2.4437993	
Donkey Kong	0	11.502%	1	1	1	1	1	0	0	50	62.3717614	80	150	21.9159218	7	36	48.8615893	58.9770408	148	18.3407811	0	2	2.6294557	4	8	1.4368629	2.704747	
Dry Bones	4	14.026%	5	14	15.7379153	18.7633929	20	3.3711496	58	121.8552885	136.0837017	150.9708333	212	21.0726875	11	40.1176658	54.2506773	65	154	19.4020235	0	3.4422832	4.7570227	6	13	1.8398742	1.7608727	
Dry Bones	3	21.546%	4	11	13.7987181	17.2222756	20	4.2699806	41	101.4307772	115.1259631	128.2054396	180	19.4180058	12	42.6461594	56.5946347	67.4148308	164	19.4493985	0	3	3.958693	5	11	1.8140263	2.0920821	
Dry Bones	2	29.454%	3	7	11.1858949	15	20	4.9539026	32	88.9975441	101.3599511	113.8933946	158	17.7460698	13	44	58.4197053	68.9852186	179	19.9819583	0	2	3.3972296	4.5970113	11	1.7212993	2.3376791	
Dry Bones	1	26.622%	1	1	5.9027366	9	20	5.2336126	36	75	85.6893547	96.8453451	134	15.4792289	16	46	60.3861468	71.2785866	170	19.9310607	0	2	2.7997145	4	10	1.5545581	2.6182856	
Dry Bones	0	8.352%	1	1	1	1	1	0	35	60	67.4976054	75	110	10.8813038	24	53	66.8742816	77	202	19.8023096	0	1	2.4394157	3	9	1.4485652	2.7442529	
Goomba	4	9.294%	5	14	16.1073811	19	20	3.2418283	57	107	120.7230471	134.4411765	192	20.0483199	13	51.2285068	67.0159243	78.7420814	186	21.628049	0	3	4.6466538	6	13	1.9238687	1.7703895	
Goomba	3	15.328%	4	12	14.6001137	18	20	3.9286377	49	90.8464912	103.3748695	116	163	17.9577837	16	52	67.9115344	79.9274885	178	21.840491	0	3	3.8079332	5	12	1.8059313	2.0981211	
