Character	AllyCount	Frequency	Min Turn Gained	1st Quartile Turn Gained	Avg Turn Gained	3rd Quartile Turn Gained	Max Turn Gained	Turn Gained SD	Min Distance	1st Quartile Distance	Distance Avg	3rd Quartile Distance	Max Distance	Distance SD	Min Coins	1st Quartile Coins	Coin Avg	3rd Quartile Coins	Max Coins	Coin SD	Min Stars	1st Quartile Stars	Star Avg	3rd Quartile Stars	Max Stars	Stars SD	Average Place
Boo	0	26.592%	1	1	1	1	1	0	31	68.0921432	77.1382371	86	126	13.2091613	3	32	46.120713	56.7181927	158	19.7728589	0	1	2.1138688	3	9	1.3913088	3.0879212	
Boo	4	6.176%	6	15	16.5829016	19	20	2.9744583	75	120.8125	135.1619171	149.6171875	207	20.981989	9	37.9375	51.2240933	61.9453125	144	19.1461089	0	3	4.2389896	5	11	1.8303736	2.0262306	
Boo	3	12.508%	4	13	15.2269321	18	20	3.6677015	55	105.1938776	117.9496322	130.8013937	199	18.7615571	6	38	51.8864727	62.6089286	165	19.223	0	2	3.6304765	5	11	1.7776565	2.309402	
Boo	2	24.178%	3	10	13.2247679	17	20	4.448138	38	92.4830972	104.388535	116	171	17.4479741	3	38	52.1914137	62.7825863	171	20.0349167	0	2	3.0287038	4	10	1.6849914	2.622384	
Boo	1	30.546%	2	6	10.089854	14	20	4.9224026	34	81	91.689321	102.1405667	147	15.5210235	3	38	52.3836836	63.5963855	176	20.4678559	0	1	2.513717	3	10	1.5647984	2.8809009	
Bowser	0	27.932%	1	1	1	1	1	0	21	78.8906818	91.9991408	104.9602822	173	19.4667527	5	35	48.8997566	59	164	19.5627443	0	1	2.3465559	3	10	1.5198498	2.9790921	
Bowser	4	6.196%	6	15	16.7811491	19	20	2.8256651	58	133.2460938	151.0819884	167.9921875	243	25.2099459	12	39	53.1097482	63	156	19.1201789	0	3	4.4493221	6	12	1.886083	1.9651388	
Bowser	3	13.566%	4	13	15.4480316	18	20	3.4795449	41	118	134.1738169	150	234	23.5949032	11	41.3491071	54.916851	65.0660077	156	19.2246475	0	3	3.9681557	5	12	1.8651708	2.1767654	
Bowser	2	25.74%	2	9.9494517	12.9575843	16.9098208	20	4.3677891	39	104.7999687	120.2097125	135.4851426	201	22.6901	7	42	55.9254079	66.9919238	168	19.782886	0	2	3.5175602	5	12	1.8188244	2.3947941	
Bowser	1	26.566%	1	4	8.2652495	12	20	5.246599	34	92.0449346	106.6853873	121.5613591	180	21.4478707	6	40.8047276	54.685839	65.4308202	168	20.0029848	0	2	2.9931491	4	11	1.7027546	2.650079	
Bowser Jr	0	8.998%	1	1	1	1	1	0	32	59.4334694	68.4098689	76.535102	119	12.698219	21	49	63.4103134	73.4257143	182	19.9477789	0	1	2.3963103	3	9	1.4373158	2.7795066	
Bowser Jr	4	9.046%	6	15	16.7567986	19	20	2.7640853	58	106.8142007	119.7689587	132	190	18.9755161	10	39	52.4607561	63.5796	173	19.2997108	0	3	4.3449038	6	11	1.8126944	1.9429582	
Bowser Jr	3	18.248%	5	13	15.4809848	18	20	3.4061098	50	93	104.9046471	116.4987245	173	17.3914339	9	41.545098	55.5883384	66.2401033	176	19.5378818	0	2	3.7128452	5	11	1.7752887	2.1962955	
Bowser Jr	2	32.452%	4	9.8533193	12.9149064	16	20	4.1736794	38	81.9321306	93.0825219	104	158	16.3628102	12	44	58.2440528	68.951087	159	20.0070392	0	2	3.1653519	4	10	1.6861718	2.4555035	
