Character	AllyCount	Frequency	Min Turn Gained	1st Quartile Turn Gained	Avg Turn Gained	3rd Quartile Turn Gained	Max Turn Gained	Turn Gained SD	Min Distance	1st Quartile Distance	Distance Avg	3rd Quartile Distance	Max Distance	Distance SD	Min Coins	1st Quartile Coins	Coin Avg	3rd Quartile Coins	Max Coins	Coin SD	Min Stars	1st Quartile Stars	Star Avg	3rd Quartile Stars	Max Stars	Stars SD	Average Place
Boo	4	0.568%	7	15	16.334507	19	20	2.9569814	75	125	139.7359155	153	201	20.6698728	9	24	32.7887324	39	85	13.472628	0	2	2.8873239	4	9	1.4756168	2.1338028	
Boo	0	72.664%	1	1	1	1	1	0	25	70	78.9995871	88	126	13.154	0	21	30.4071893	36.3061968	117	14.1873096	0	1	1.8749037	3	8	1.3072141	2.8694539	
Boo	1	17.428%	2	3.2631119	8.72988	13	20	5.5974925	36	85.9627976	96.8026165	108	147	16.1349545	3	23	32.5743631	39	119	14.374816	0	1	2.5166399	3	9	1.4751436	2.438375	
Boo	2	7.61%	4	9	12.8819136	17	20	4.527401	45	99.043554	111.8473062	124	171	17.9295474	3	24	33.8207622	40	114	14.3517091	0	2	2.8449409	4	10	1.5301194	2.2160315	
Boo	3	1.73%	5	12.22	15.1148825	18	20	3.584955	69	112.1666667	125.9317919	139	184	19.2420234	6	24	33.7109827	39.6944444	107	14.0863459	0	2	3.0277457	4	8	1.4779044	2.0809249	
Bowser	4	1.408%	6	14	15.9034091	19	20	3.2085273	80	137.5	156.9772727	175.25	239	26.583852	6	21	30.4872159	35.75	95	14.0703329	0	2	2.84375	4	8	1.4899343	2.1605114	
Bowser	0	51.972%	1	1	1	1	1	0	15	77	90.9340799	104	165	19.8900136	0	19.909017	29.1076734	35	124	14.4807783	0	1	1.9127222	3	10	1.3802832	2.8650042	
Bowser	1	28.848%	3	7	10.7906638	14.3758422	20	4.726776	29	91.4584084	106.4544509	120.9557166	190	21.5336483	3	24	34.7072934	41.6971014	135	15.0004488	0	1	2.3465752	3	9	1.4831853	2.5481836	
Bowser	2	13.436%	4	10	13.2151199	17	20	4.238303	50	105.127907	121.1190831	137	194	22.9745796	3	24	34.2149449	41	124	14.4823944	0	1.9532468	2.5887169	3.8047337	10	1.4806796	2.3541233	
Bowser	3	4.336%	5	12	14.7928273	18	20	3.755485	60	120	137.1835793	154	230	25.2723079	3	23	32.824262	39	103	14.5239026	0	2	2.7167897	4	9	1.4997092	2.2965867	
Bowser Jr	4	0.63%	8	15	16.5904762	19	20	2.7476809	66	109	122.6063492	136	182	20.7953892	9	21	29.4793651	35	81	11.8303639	0	2	3.1206349	4	9	1.7065847	1.9968254	
Bowser Jr	0	53.74%	1	1	1	1	1	0	26	57	65.6892073	73.9027185	126	12.7281232	6	33	41.1346483	46	129	13.7512253	0	1	2.0055452	3	8	1.3109736	2.458169	
Bowser Jr	1	34.304%	2	6	10.4345006	14.5234493	20	5.0411419	32	69.9447684	80.3821129	91	139	15.2863252	3	29.2520861	38.5922341	44.185576	123	14.4551144	0	2	2.5651819	3	10	1.4462366	2.261952	
Bowser Jr	2	8.956%	3	11	13.8957845	17	20	4.1822418	41	81.9557823	94.0544886	106	153	17.3580037	9	26	35.2979008	41	109	14.5169704	0	2	2.9979902	4	9	1.5497541	2.0551586	
Bowser Jr	3	2.37%	5	13	15.3453333	18	20	3.5802344	50	94.12	108.3603376	121.18	168	19.9228287	7	24	32.6801688	38.27	95	13.327608	0	2	3.1029536	4	9	1.5517622	1.9864979	
Daisy	4	0.304%	11	15	16.8421053	19	20	2.7388656	86	107	117.3355263	127	153	13.9444122	6	18	26.5263158	32	84	11.8504649	0	2	3.0460526	4	7	1.4704941	2.0657895	
Daisy	0	68.166%	1	1	1	1	1	0	60	65	66.7951178	68	76	2.1049838	3	21.913763	31.0853505	37	115	13.0663849	0	1	2.0782502	3	8	1.3032689	2.5677024	
Daisy	1	24.474%	4	4.7875458	10.252246	14	20	5.223137	61	73	79.6819482	86.7099567	98	8.1079389	3	24.5693914	33.9699273	40.6463862	123	13.3455681	0	2	2.6334886	4	10	1.4563799	2.3094713	
Daisy	2	5.39%	6	11	14.2616848	18	20	3.9512999	66	85.9173789	92.4437848	99.1875	119	9.9572599	3	23	31.644898	37.4375	107	13.2876715	0	2	3.0619666	4	9	1.5471143	2.0916512	
Daisy	3	1.666%	8	13	15.7096447	18.71875	20	3.3181486	71	95	103.7731092	112	136	12.1178743	3	19.7222222	27.4789916	33	82	11.4876562	0	2	3.1428571	4	8	1.5158229	2.0480192	
Diddy Kong	4	0.834%	7	13	15.6306954	18	20	3.3924472	73	122	136.8992806	151	191	20.8289695	13	29	37.8944844	44	97	13.891957	0	2	3.2757794	4	9	1.6558054	1.8273381	
Diddy Kong	0	52.246%	1	1	1	1	1	0	7	56	66.8332121	77	126	15.5354708	4	20	28.0613253	32.9363194	110	12.2794157	0	1	2.2733224	3	9	1.2523756	2.5010144	
Diddy Kong	1	32.15%	2	3	9.95414	16	20	6.4087265	35	74	86.1102333	98.8594976	156	18.6366496	3	22.9702381	33.4040435	41	123	14.8551968	0	1	2.1709487	3	9	1.4608682	2.4709798	
Diddy Kong	2	12.056%	4	8	12.7636503	17	20	4.8417957	37	87.0674938	101.6260783	116.2946429	171	20.6756526	7	29	39.0690113	46.1071429	123	14.7042695	0	2	2.7519907	4	9	1.6115987	2.1290644	
Diddy Kong	3	2.714%	6	12	14.7874859	18	20	3.7325228	56	104	117.9565217	133	178	20.7067185	8	31	40.8356669	48	116	14.1661463	0	2	3.1348563	4	10	1.6342685	1.9123066	
Donkey Kong	4	0.206%	11	16	17.6893204	20	20	2.1271665	96	122	138.4660194	155	195	21.0490945	12	25	34.407767	42	71	11.1009812	0	1	2.4563107	3	6	1.4533303	2.2815534	
Donkey Kong	0	65.12%	1	1	1	1	1	0	0	50	61.3703931	79.8907678	160	21.0790406	0	23.2586694	32.1907555	38.6892486	117	13.2407497	0	1	1.7687039	2.6337437	8	1.2312115	2.7509214	
Donkey Kong	1	23.468%	5	11	13.8223624	17	20	3.6999386	50	65.3036704	81.1264701	94.0332551	167	20.0498278	6	30	39.8263167	47	139	14.3223441	0	1	1.8780467	3	10	1.3063442	2.5974945	
Donkey Kong	2	9.59%	6	13	15.2532422	18	20	3.4034957	61	83	99.5837331	113.7138365	198	21.9835996	6	28.0496157	37.8241919	44.1458636	113	13.8424834	0	1	2.2316997	3	9	1.4107868	2.3858186	
