Character	AllyCount	Frequency	Min Turn Gained	1st Quartile Turn Gained	Avg Turn Gained	3rd Quartile Turn Gained	Max Turn Gained	Turn Gained SD	Min Distance	1st Quartile Distance	Distance Avg	3rd Quartile Distance	Max Distance	Distance SD	Min Coins	1st Quartile Coins	Coin Avg	3rd Quartile Coins	Max Coins	Coin SD	Min Stars	1st Quartile Stars	Star Avg	3rd Quartile Stars	Max Stars	Stars SD	Average Place
Boo	0	26.78%	1	1	1	1	1	0	22	69	77.7169529	86.5416667	120	13.2883156	3	32	46.1508588	57	154	20.1843913	0	1	2.0978342	3	7	1.4015311	3.1023152	
Boo	1	29.84%	2	6	10.1177274	14	20	4.9061183	41	81	91.6045576	102.3979592	137	15.4366015	6	37.7857143	52.4095174	64	147	20.6254545	0	1	2.5308311	3	8	1.5337101	2.8693029	
Boo	2	24.74%	3	10	13.3088981	17	20	4.4088556	58	93	104.4421989	116.15	160	16.9336791	6	38	53.1358124	64	134	19.9993368	0	2	2.9983832	4	9	1.6997781	2.6394503	
Boo	3	12.78%	4	13	15.3079399	18	20	3.6240466	57	106	117.9280125	131.0625	185	18.5847755	10	38	52.6306729	64	133	19.7602547	0	2	3.6964006	5	10	1.8202055	2.2472613	
Boo	4	5.86%	5	15	16.8293515	19	20	2.8485477	76	121	135.0614334	148	198	21.0885419	15	38	51.2559727	60	131	17.7152103	0	3	4.1843003	5	10	1.7720313	2.0443686	
Bowser	0	29.14%	1	1	1	1	1	0	24	79.9027778	92.6074125	105.7986111	174	19.5497963	10	37.7083333	52.6568291	63.3194444	150	21.2659148	0	1	2.4584763	3	8	1.5757553	2.8778312	
Bowser	1	26.78%	1	4	8.3688964	12	20	5.2428157	35	92	106.339059	121	180	21.4804923	12	41.0208333	58.0993279	71.6180556	151	22.6100791	0	2	3.1822255	4	9	1.7313041	2.5324869	
Bowser	2	24.84%	2	10	13.0263158	16.8264463	20	4.3169817	51	105	120.7648953	135.52	191	22.2100453	9	44	60.1666667	74	148	22.0790649	0	2	3.6409018	5	11	1.8550193	2.2979066	
Bowser	3	13.14%	5	13	15.4844075	18.1875	20	3.4400518	59	119	134.4977169	152.875	198	24.0768761	18	43.625	58.761035	70.9375	148	21.3084716	0	3	4.1506849	5	11	1.9847525	2.1232877	
Bowser	4	6.1%	9	15	16.9245902	19	20	2.6197645	89	133	149.8557377	167	218	24.4580372	24	40	56.1377049	68	130	21.3005208	0	3	4.5606557	6	10	1.8171567	1.8295082	
Bowser Jr	0	8.92%	1	1	1	1	1	0	29	59	67.8654709	76	100	12.9039161	29	50	64.7757848	76	145	19.7232863	0	1	2.4282511	3	7	1.3602328	2.7735426	
Bowser Jr	1	31.5%	2	4	8.0133948	11	20	4.5456785	36	70	80.9898413	91	136	14.9625954	14	46.0510204	60.5092063	71.8673469	147	19.8021582	0	2	2.6692063	4	8	1.5232914	2.6679365	
Bowser Jr	2	32.08%	4	9.2455556	12.9231286	16	20	4.1980748	40	81.1530612	92.7225686	103.9795918	149	16.3906401	12	44	58.3285536	68	145	19.9679271	0	2	3.19202	4	10	1.7035349	2.4314214	
Bowser Jr	3	18.62%	5	13	15.4094545	18	20	3.3638157	58	94.515625	106.528464	118	161	17.480202	17	41.921875	55.0988185	65	135	19.6946865	0	2	3.7379162	5	11	1.8614904	2.2534909	
Bowser Jr	4	8.88%	8	15	16.8400901	19	20	2.7946403	67	105	118.8828829	132	185	19.7170246	15	39	52.8536036	64	149	19.3318276	0	3	4.2612613	5	10	1.7994579	1.9527027	
Daisy	0	8.1%	1	1	1	1	1	0	61	65	66.4271605	68	72	2.11701	21	48	60.508642	69	147	19.1853352	0	1	2.3753086	3	6	1.3434368	2.7728395	
Daisy	1	26.38%	2	3	6.8470076	9	20	4.6353293	62	75	81.7240334	88	101	8.4681783	18	44	57.4874905	67.0277778	130	18.6923446	0	1	2.4965883	3.0069444	8	1.4532739	2.7945413	
