Character	AllyCount	Frequency	Min Turn Gained	1st Quartile Turn Gained	Avg Turn Gained	3rd Quartile Turn Gained	Max Turn Gained	Turn Gained SD	Min Distance	1st Quartile Distance	Distance Avg	3rd Quartile Distance	Max Distance	Distance SD	Min Coins	1st Quartile Coins	Coin Avg	3rd Quartile Coins	Max Coins	Coin SD	Min Stars	1st Quartile Stars	Star Avg	3rd Quartile Stars	Max Stars	Stars SD	Average Place
Boo	1	29.11862%	2	5	9.1430964	13	20	5.0437311	13	81.9992298	92.754805	103.4436157	156	15.6762802	0	38.9987996	53.5048605	64.9976629	210	20.6567022	0	1	2.5317704	3.1917522	12	1.5499364	2.812248	
Boo	2	25.24106%	3	9	12.576274	16.5209196	20	4.6305404	25	93.9956539	106.0237343	117.989951	182	17.6017287	0	39	53.5369949	64.6232672	192	20.2365286	0	2	3.0653816	4	13	1.6954693	2.5455032	
Boo	3	14.288%	4	12	14.8223084	18	20	3.8729349	35	106.9758331	119.8882881	132.9974011	200	18.9611747	3	39	53.3511002	63.9999883	201	19.9033498	0	2	3.6749006	5	14	1.7983297	2.2481663	
Boo	4	7.72058%	5	14	16.2677105	19	20	3.160674	53	123.1790596	137.7634996	151.9980769	222	20.9513917	0	38.1906992	52.3797772	62.9955287	181	19.5268902	0	3	4.3177974	5.7208585	14	1.8409586	1.95555	
Boo	0	23.63174%	1	1	1	1	1	0	12	68.6753827	77.454994	86.2369399	130	13.2864773	0	32.6452941	47.0445934	57.9989418	188	20.3468158	0	1	2.0602215	3	10	1.3625833	3.078954	
Bowser Jr	1	31.0656%	2	4	7.9772336	10.999901	20	4.610927	26	70	80.710848	90.9973398	157	14.9875084	9	45.9995322	60.6605454	71.7068248	220	20.5605151	0	1.2266453	2.5965583	4	11	1.5230486	2.6831511	
Bowser Jr	2	32.54848%	4	9	12.8532618	16	20	4.2368768	28	81.5458473	93.1357845	103.9980827	174	16.5069022	4	43.999961	58.6274425	69.5557288	203	20.4475698	0	2	3.0410489	4	12	1.660674	2.4761347	
Bowser Jr	3	18.33104%	5	13	15.3781241	18	20	3.4414051	36	93.2702736	105.606366	117.4750832	192	17.7046383	3	41.9984848	56.3871412	66.9972916	200	20.2418226	0	2	3.6171117	5	14	1.77864	2.2136802	
Bowser Jr	4	9.21812%	6	15	16.7120519	19	20	2.8124857	50	107.1114354	120.5692397	133.473231	214	19.1197975	3	39	53.3884632	63.9978935	197	20.0736462	0	3	4.2766269	5	13	1.8312333	1.9333422	
Bowser Jr	0	8.83676%	1	1	1	1	1	0	26	59	68.4251536	76.9988348	146	13.0110104	13	49	63.8574726	74.522386	201	20.4214124	0	1	2.2835315	3	10	1.4032111	2.7986706	
Bowser	1	26.51942%	1	4	8.2643724	11.9998433	20	5.1940973	18	91.9967641	106.5576321	120.9999034	202	21.5787172	0	40.4752154	55.0536942	65.9991652	199	20.4068113	0	2	2.9414587	4	13	1.7002803	2.6374114	
Bowser	2	25.6616%	2	9.9990945	12.947008	16.5514365	20	4.319439	19	104.9970736	120.5504419	135.9970128	223	22.7514487	3	41.9997453	56.177918	66.9974489	203	20.0311123	0	2	3.4649921	5	14	1.8054669	2.3771932	
Bowser	3	13.76132%	4	13	15.4687743	18	20	3.4391933	36	117.9993951	134.3611107	150.1790994	242	23.5940252	3	41	55.3518878	65.998115	190	19.8096567	0	3	3.9804074	5	13	1.8656188	2.1324931	
Bowser	4	6.23116%	5	15	16.8426039	19	20	2.7649191	49	133.8979594	150.7466571	167.4599817	260	24.8671008	0	39.9739398	53.7179562	64.5183202	185	19.6845514	0	3	4.4659486	6	14	1.8868318	1.9215202	
Bowser	0	27.8265%	1	1	1	1	1	0	5	77.996385	91.4583264	104.1984351	178	19.4956293	0	35	49.2086464	59.945309	195	19.9357116	0	1	2.2810846	3	12	1.5088842	2.9863878	
Diddy Kong	1	28.28358%	3	7	11.0857092	15	20	4.8357384	21	68.9951128	81.1902567	93.5282281	161	17.9332444	3	38.9995026	53.7726801	64.9967988	208	20.6458524	0	1	2.4725399	3	12	1.5011281	2.7713585	
Diddy Kong	2	19.46792%	4	11	13.8498426	17	20	4.2478688	29	80.613039	94.0507255	106.9960616	181	19.2123133	5	41.2201526	56.0977649	66.99946	207	20.5211515	0	2	3.087955	4	14	1.6666768	2.4644595	
Diddy Kong	3	8.98814%	5	13.4425642	15.7731278	19	20	3.4010026	37	94.9942419	109.2295581	122.9818107	200	20.4944324	6	42	56.5694059	67.4067992	203	20.199402	0	2.1414504	3.7681189	5	14	1.8042933	2.1413685	
Diddy Kong	4	3.5762%	6	15	17.0079134	19	20	2.6704264	45	111.9780603	127.4447626	142.7416764	214	22.173747	6	41.9880331	55.9299032	66.9486086	180	19.8379261	0	3	4.5242939	6	14	1.8688965	1.822275	
Diddy Kong	0	39.68416%	1	1	1	1	1	0	0	56	66.3283486	77	140	15.4927328	0	32.9993962	47.5199208	58.0955608	202	20.3096685	0	1	1.9897843	3	11	1.34467	3.0369195	
Goomba	1	26.76778%	1	3	7.8168481	12	20	5.5918866	17	62.9991039	72.9895703	82.9973197	139	14.1495952	12	51	66.3220581	77.9130962	222	21.1283106	0	1	2.3881047	3	11	1.4762672	2.746431	
Goomba	2	25.86124%	3	8	12.1967595	16	20	4.7196108	26	76.9995738	88.5129553	99.9970903	156	16.5278518	12	51.9991289	67.070695	78.4340666	217	21.1038374	0	2	2.9496799	4	12	1.660955	2.4724569	
Goomba	3	15.47462%	4	12	14.5707239	18	20	3.9640687	34	90.40994	103.1499035	115.7603494	176	18.0667212	10	51	66.252951	77.6399533	210	20.912836	0	2	3.6428888	5	14	1.816708	2.1557208	
Goomba	4	9.47054%	5	14	16.0409924	19	20	3.2698361	47	107.390679	121.2565197	134.9995233	202	19.9468635	9	49.9991234	64.88985	75.9986155	206	20.872104	0	3	4.4857379	6	15	1.9113692	1.8161119	
Goomba	0	22.42582%	1	1	1	1	1	0	11	50	57.2853844	64	101	10.382769	12	46.9985878	61.2372631	71.8271212	213	20.1148132	0	1	1.9253976	3	9	1.2946313	2.985605	
Daisy	1	25.26666%	2	3	6.799352	9	20	4.7493483	60	74	81.3843634	88	106	8.6346253	6	44.9998944	59.4681339	69.9999758	199	20.4624102	0	1	2.4293436	3	11	1.4679184	2.7680445	
Daisy	2	32.4157%	4	7.8838077	11.5048342	15	20	4.7288221	63	88	96.0546636	104.2380191	132	11.4076445	6	44.4992777	59.1923969	69.9998928	205	20.6312445	0	2	2.9823067	4	12	1.6564561	2.5003927	
Daisy	3	19.80272%	6	12	14.6813283	18	20	3.7394401	67	100.998909	110.4501664	120	151	12.984559	6	42.1566943	57.0130477	67.9955349	192	20.4206377	0	2	3.6834566	5	13	1.7861277	2.1715269	
Daisy	4	14.30762%	7	14	16.0267913	19	20	3.1243424	74	114.9995631	124.8012122	135.997646	173	14.6231092	4	40	54.7285153	65.8442285	200	20.286663	0	3	4.3750938	5.9999462	13	1.8274319	1.8777085	
Daisy	0	8.2073%	1	1	1	1	1	0	60	65	66.5988742	68	79	2.1621788	9	47.9977252	62.4953907	73.5768243	200	20.6797984	0	1	2.1297479	3	9	1.3374154	2.8950398	
Dry Bones	1	26.01116%	1	1	5.6606765	8.9998114	20	5.1480595	30	74.9998723	86.1323524	96.9959428	148	15.7253328	5	46.1063428	60.9674017	71.9981411	203	20.4616567	0	2	2.7204569	4	12	1.5577722	2.6177341	
Dry Bones	2	29.47482%	3	7	11.0939141	15	20	4.9270916	33	89.0906513	101.6504562	113.9990054	172	17.6530184	6	44.1086734	58.9891881	69.9970709	206	20.4324987	0	2	3.29247	4	12	1.719921	2.3534549	
Dry Bones	3	22.0521%	4	10.8542288	13.7458501	17	20	4.2696123	38	102.434211	115.8256556	128.9959511	194	19.1963279	6	42.9994926	57.5285628	68.5005742	204	20.4451194	0	3	3.9081348	5	14	1.8287784	2.0771183	
Dry Bones	4	14.5611%	5	13.5257571	15.7649038	18.9986313	20	3.3879177	55	121.5603517	135.8148615	149.9994489	213	20.6566543	3	40.9941294	55.3496274	66.3833023	196	20.4522827	0	3	4.704786	6	14	1.8678663	1.7548564	
Dry Bones	0	7.90082%	1	1	1	1	1	0	30	60	67.3341881	75	115	10.7993218	12	52.9981608	67.2449999	77.9909705	209	20.1916578	0	1	2.3468121	3	10	1.4142637	2.7560911	
Donkey Kong	1	20.19692%	1	3	5.4086648	6.9999287	20	3.8077195	10	67.5779368	84.0597774	100.9912309	198	24.3995173	0	51.9992827	67.938757	80.8708037	217	22.6611215	0	2	3.0327743	4	13	1.6570202	2.4223505	
Donkey Kong	2	33.12314%	3	9	12.0040876	15	20	4.0209714	17	81.9267803	98.2719338	114.9599742	213	24.4232312	3	53.9995766	69.6737115	81.9987325	216	22.0730088	0	2	3.481996	5	13	1.8078287	2.2161921	
Donkey Kong	3	21.83828%	4	13	15.2044112	18	20	3.3219978	25	93.9994664	111.0172303	127.4991949	226	24.5355944	6	53	68.651968	80.9685503	217	21.8006296	0	3	4.0436225	5	14	1.9054454	1.9778435	
Donkey Kong	4	11.07322%	6	15	16.8679752	19	20	2.6166509	35	108.5904248	126.0998969	142.9976583	251	25.3585308	5	51.6253323	66.8810572	78.9907331	204	21.6560738	0	3	4.7196895	6	14	1.9620086	1.7250122	
Donkey Kong	0	13.76844%	1	1	1	1	1	0	0	50	62.5839529	80	180	21.2430222	2	35.9998984	50.4595248	60.9999096	191	20.3298763	0	1	2.2219598	3	11	1.4126536	2.8948668	
Hammer Bro	1	28.16644%	2	2	7.0894994	10	20	5.0778056	18	61	70.978206	80.9975571	124	13.7828563	12	53.2687781	68.3789737	79.7899832	222	21.0391262	0	1	2.3395197	3	11	1.4526375	2.7689733	
