Character	AllyCount	Frequency	Min Turn Gained	1st Quartile Turn Gained	Avg Turn Gained	3rd Quartile Turn Gained	Max Turn Gained	Turn Gained SD	Min Distance	1st Quartile Distance	Distance Avg	3rd Quartile Distance	Max Distance	Distance SD	Min Coins	1st Quartile Coins	Coin Avg	3rd Quartile Coins	Max Coins	Coin SD	Min Stars	1st Quartile Stars	Star Avg	3rd Quartile Stars	Max Stars	Stars SD	Average Place
Boo	0	20.88%	1	1	1	1	1	0	38	69	78.5498084	88	125	13.2764018	6	29	46.197318	59.4375	156	22.4842932	0	1	2.183908	3	8	1.4643561	2.9894636	
Boo	1	29.46%	1	1	4.7436805	7	20	5.2943703	51	87	98.0149355	109.8571429	146	15.985093	7	39	55.293279	68.0833333	158	23.0013327	0	2	3.1670061	4	10	1.798943	2.5145961	
Boo	2	27.26%	2	6	10.7837294	15	20	5.0984217	59	102	113.9823918	126.1875	165	16.986542	6	40	56.3066764	69.3125	157	21.8525004	0	3	3.943507	5	10	1.8582666	2.1489362	
Boo	3	17.64%	4	11	14.0919643	17	20	4.0110926	72	120	130.4546485	143	190	18.7436667	6	39	56.4818594	70	157	23.4239303	0	3	4.675737	6	11	2.0754643	1.8877551	
Boo	4	4.76%	6	14	16.3738602	19	20	3.1308909	80	128	140.7016807	153	189	18.8072732	10	37	50.0840336	62	111	19.7843754	0	4	4.9453782	6	10	2.0065962	1.7605042	
Bowser	0	38.92%	1	1	1	1	1	0	24	78	91.1402878	104	150	19.3226872	0	30	42.1613566	51	127	17.1201145	0	1	2.4470709	3	10	1.6190427	2.9943474	
Bowser	1	31.64%	2	5	9.4332024	14	20	5.2488772	39	90	105.3211125	120.2040816	172	22.3175122	6	34	46.6554994	57.2857143	114	17.2814006	0	2	3.0878635	4	10	1.8476737	2.6333755	
Bowser	2	19.14%	3	10	13.3763587	17	20	4.5005659	50	105.65625	120.2685475	136	185	22.7828783	6	36.078125	48.5820272	59.328125	138	17.8901446	0	2	3.6959248	5	12	1.9412785	2.3573668	
Bowser	3	8.52%	6	13	15.5067961	18	20	3.3946635	66	122	138.6666667	156	193	23.4074276	10	35	47.1197183	56	108	16.4648505	0	3	4.3920188	6	10	1.8997979	1.9976526	
Bowser	4	1.78%	8	15	16.8166667	19	20	2.8106444	82	126	144.6404494	165	224	26.880613	11	33	44.494382	55	93	17.0782229	1	3	4.5280899	6	11	1.9948805	2.1011236	
Bowser Jr	0	17.94%	1	1	1	1	1	0	35	59	68.3110368	77	103	12.9424686	18	41.7222222	55.0167224	65	138	19.2496579	0	1	2.477146	3	7	1.4560761	2.7904125	
Bowser Jr	1	34.3%	2	2	6.7036315	10	20	5.3583643	36	71	82.2425656	92.8828125	129	15.3994641	14	39	52.7393586	63.7070312	149	19.5356069	0	2	2.9930029	4	11	1.6402226	2.5574344	
Bowser Jr	2	28.16%	3	8	11.8090452	16	20	4.8026778	39	84.6666667	96.2088068	107.9166667	153	16.811932	14	39	52.7826705	63.5	135	19.697346	0	3	3.7819602	5	11	1.8332592	2.2230114	
Bowser Jr	3	15.38%	5	12	14.4397959	18	20	3.8385063	59	101	113.756827	126	170	18.867877	12	38	51.7828349	62.8333333	125	19.3446845	0	3	4.6306892	6	12	1.905135	1.8881664	
Bowser Jr	4	4.22%	7	14	16.1560284	19	20	3.0289002	78	110	123.8483412	138	173	19.2616244	9	32	44.7867299	55	108	18.9978052	1	4	5.1516588	7	10	1.88929	1.6729858	
Daisy	0	24.36%	1	1	1	1	1	0	60	65	66.6330049	68	73	2.0676079	18	41.8	57.4885057	70.32	175	21.0350076	0	1.64	2.500821	3	7	1.4032858	2.7635468	
Daisy	1	39.84%	4	6	9.9801692	13	20	4.5409446	62	72.1604938	78.7058233	85	98	7.6523224	12	39.7530864	53.8965863	65.4567901	140	20.3224594	0	2	2.8463855	4	8	1.5566598	2.6300201	
Daisy	2	22.1%	5	10	13.4972067	17	20	4.2958656	65	82.7555556	90.1520362	98	123	10.704017	15	37	52.3782805	64.375	143	21.1145096	0	2	3.5502262	5	10	1.7482926	2.280543	
Daisy	3	10.72%	7	13	15.4291971	18	20	3.4306085	72	94.75	103.9589552	112	147	13.064214	9	36	52.6175373	65	151	22.4796174	0	3	4.391791	6	10	1.875671	1.9570896	
Daisy	4	2.98%	9	15	17.0055866	19	20	2.7186449	77	108	115.4563758	124	154	14.9003325	9	31	44.7114094	55	123	19.8498712	0	3	4.5771812	6	8	1.7917829	1.8657718	
Diddy Kong	0	54.16%	1	1	1	1	1	0	14	56	67.2677253	77	126	15.3055403	6	31.494709	44.6971935	54.2777778	148	19.0524784	0	1	2.3050222	3	8	1.4241082	2.9250369	
Diddy Kong	1	28.76%	2	8	11.7469459	16	20	4.7352798	28	70.0138889	82.3191933	94	135	16.8990394	4	35.5416667	49.5292072	61.0416667	135	19.1898913	0	2	3.0229485	4	9	1.5614984	2.5716273	
Diddy Kong	2	12.64%	5	12.2222222	15.0187354	18	20	3.7553553	45	82	95.0443038	107	149	18.2244602	15	37	51.7072785	63	128	19.8453214	0	3	3.7737342	5	10	1.7559321	2.2389241	
Diddy Kong	3	3.72%	7	15	16.4369369	19	20	2.9718023	49	95	109.5322581	122	171	20.6186973	15	37	50.5645161	59	122	19.5401057	0	3	4.4193548	6	9	1.7919928	2.016129	
Diddy Kong	4	0.72%	9	16	17.2093023	20	20	2.9926898	88	103	118.5	130	160	19.6277864	14	37	47.6388889	56	99	20.4629106	2	4	5.2222222	6	10	2.0964403	1.7777778	
Donkey Kong	0	54.1%	1	1	1	1	1	0	0	50	61.8040665	80	140	20.875444	3	36.5330688	53.3338262	66.3928571	159	23.1193284	0	2	2.9075786	4	10	1.6507316	2.6214418	
Donkey Kong	1	24.28%	2	5	9.3660131	13	20	5.167122	20	64.76	81.931631	97	155	23.1349334	10	45	63.6663921	79	177	25.1643345	0	2	3.4654036	5	9	1.788681	2.324547	
Donkey Kong	2	14.88%	4	10	13.5855689	17	20	4.343095	33	81	97.9704301	113.8333333	172	24.4289993	7	49	66.8387097	80.1666667	178	25.917068	0	3	4.3763441	6	11	2.0255836	1.9677419	
Donkey Kong	3	5.54%	6	14	15.7952522	18	20	3.3961369	35	97	117.2527076	138	190	27.8286603	21	52	70.5920578	86	173	26.4721707	0	4	5.3032491	7	11	2.0679147	1.6028881	
Donkey Kong	4	1.2%	8	16	17.1315789	19	20	2.6869181	66	102	123.9333333	144	184	26.0933367	24	49	62.6833333	76	146	23.2604755	2	4	5.7	7	9	1.7823206	1.4	
Dry Bones	0	25.08%	1	1	1	1	1	0	40	65	70.2232855	75	105	10.5562018	14	46	62.0988836	74.48	164	22.5028749	0	2	2.6929825	4	9	1.51041	2.6483254	
Dry Bones	1	38.3%	3	5	9.6729845	13.1125	20	4.8883532	41	71.1080247	81.8684073	91.9783951	124	13.7728465	12	41.2345679	57.8558747	69.9845679	175	22.9440029	0	2	3.0903394	4	10	1.5936184	2.5284595	
Dry Bones	2	25.12%	4	11	13.8640087	17	20	4.0446132	53	83	94.156051	105	139	15.6409101	15	40	55.6871019	67.54	147	21.5032961	0	2	3.7595541	5	12	1.7866689	2.2452229	
Dry Bones	3	9.52%	7	14	15.9304348	19	20	3.2214545	61	97	108.5462185	121	165	17.2459947	13	38	54.355042	68	151	21.7122607	0	3	4.539916	6	10	1.7729537	1.8865546	
Dry Bones	4	1.98%	9	15	16.8139535	19	20	2.7016143	77	103	118.7676768	132	168	19.3081488	14	32	49.7474747	66	121	22.6637001	0	4	5.0909091	7	10	2.0354977	1.7272727	
Goomba	0	32.44%	1	1	1	1	1	0	24	51.3673469	58.3612824	65	94	10.303959	14	40	52.9149199	62	143	18.046731	0	1	2.2651048	3	8	1.3685757	2.8951911	
Goomba	1	29.86%	1	1	7.1832445	12	20	5.9345047	31	64	74.0542532	83.8928571	115	14.1085782	20	44	57.9665104	68.5102041	147	18.6939665	0	2	2.8345613	4	9	1.5489634	2.6336236	
Goomba	2	22.12%	3	7.6111111	11.6938992	16	20	4.9553112	51	80	91.7676311	103	130	15.9768504	21	46	59.465642	69	174	18.5807751	0	3	3.7802893	5	10	1.7449515	2.1862568	
