Character	AllyCount	Frequency	Min Turn Gained	1st Quartile Turn Gained	Avg Turn Gained	3rd Quartile Turn Gained	Max Turn Gained	Turn Gained SD	Min Distance	1st Quartile Distance	Distance Avg	3rd Quartile Distance	Max Distance	Distance SD	Min Coins	1st Quartile Coins	Coin Avg	3rd Quartile Coins	Max Coins	Coin SD	Min Stars	1st Quartile Stars	Star Avg	3rd Quartile Stars	Max Stars	Stars SD	Average Place
Boo	0	72.7958%	1	1	1	1	1	0	17	70.9639934	79.7599092	89	132	13.2834155	7	56.9940286	71.0368126	81.9997604	215	20.1129919	0	4	5.7871526	7	16	2.1522679	2.6563868	
Boo	1	18.7386%	3	7	11.233089	15.9637616	20	4.97474	24	81.1550119	91.8026533	102	155	15.0947601	10	61	74.6596331	85.564686	199	19.34322	0	4	5.6369846	7	15	2.2210732	2.6834235	
Boo	2	6.786%	5	12	14.8915139	18	20	3.6102196	35	93.2498856	104.3599469	115.4034353	161	16.1653125	13	60	73.0624521	83.9418787	190	19.0909473	0	4	5.7993516	7	16	2.2661412	2.6188918	
Boo	3	1.457%	7	15	16.7838771	19	20	2.6725015	57	105	115.9290323	127	180	16.7795358	18	58	71.0006863	82	186	18.8481014	0	4	5.7757035	7	16	2.223957	2.6090597	
Boo	4	0.2226%	11	17	17.7762803	19.25	20	2.0756782	76	116	128.0062893	140	178	17.4032806	24	54.91	66.8625337	77	155	17.6513598	0	4	5.4761905	7	13	2.1413692	2.7816712	
Bowser	0	50.6966%	1	1	1	1	1	0	1	77.9773512	91.6595709	104.9358724	176	19.6313132	0	47.0973517	60.7908025	71.9985222	190	19.3762254	0	3	4.2842952	6	15	2.1080442	3.2383829	
Bowser	1	28.891%	2	4	8.6322769	13	20	5.565983	15	94.5105204	109.384708	124.2400615	193	21.9439003	6	57.5125567	71.6851199	84.1352884	212	20.3431276	0	4	5.3157938	7	16	2.2154084	2.8446852	
Bowser	2	15.1648%	4	10	13.5177343	17	20	4.2415336	27	107.9416725	123.5265747	138.9618126	216	22.9546468	6	58.070554	72.1491085	84.5226527	189	19.9323371	0	4	5.8137925	7	16	2.2382431	2.6278487	
Bowser	3	4.4406%	6	14	15.983764	19	20	3.1861301	38	121.0461837	137.1891636	152.9355654	232	23.2821117	6	55.9025892	69.0464352	81	177	19.3531541	0	4	5.8140792	7	17	2.1978494	2.6341035	
Bowser	4	0.807%	8	16	17.3313507	19	20	2.4255959	74	135.1580579	151.1990087	167.4411157	238	23.8659785	16	54.5268595	66.9018587	77.7768595	149	17.835967	0	4	5.6733581	7	15	2.1730287	2.6820322	
Bowser Jr	0	18.5406%	1	1	1	1	1	0	26	58.9395012	67.441798	76	131	12.9817149	8	73.6628212	87.7534708	100.3748363	198	20.8644937	0	4	5.1104279	6.9969978	14	2.11239	2.8283443	
Bowser Jr	1	50.7374%	2	5	9.3197912	12.9977005	20	4.8506726	26	69.9960755	80.500337	90.5596542	151	15.1412475	11	66.9921498	80.560076	92.8922132	203	19.920828	0	4	5.9196648	7	16	2.1625595	2.5374418	
Bowser Jr	2	23.4818%	4	11	14.2796563	17.9930418	20	3.844765	34	81	92.4332377	103	168	16.4070217	13	66.9742425	79.6429149	90.9891274	197	18.8835003	0	5	6.8918907	8	16	2.1700658	2.1840149	
Bowser Jr	3	6.3358%	6	14.9801347	16.5099859	19	20	2.8432947	47	92.8948752	104.7540011	116	183	17.2282295	16	63	75.6802614	86.1728976	182	18.3382334	0	5.9990461	7.0880394	8.9948394	16	2.2122275	2.1102623	
