Character	AllyCount	Frequency	Min Turn Gained	1st Quartile Turn Gained	Avg Turn Gained	3rd Quartile Turn Gained	Max Turn Gained	Turn Gained SD	Min Distance	1st Quartile Distance	Distance Avg	3rd Quartile Distance	Max Distance	Distance SD	Min Coins	1st Quartile Coins	Coin Avg	3rd Quartile Coins	Max Coins	Coin SD	Min Stars	1st Quartile Stars	Star Avg	3rd Quartile Stars	Max Stars	Stars SD	Average Place
Boo	4	4.926%	5	14	15.9719508	19	20	3.3540199	79	128.3229167	142.1230207	155	200	19.3103983	5	33.734375	47.5131953	58.3524306	144	19.5210134	0	3	4.8099878	6	12	2.0188992	1.8408445	
Boo	0	21.72%	1	1	1	1	1	0	29	69.9795575	78.6425414	88	129	13.3319302	1	28	42.6717311	53.9107468	154	20.4733729	0	1	2.0687845	3	9	1.4442882	3.1205341	
Boo	1	29.054%	1	1	4.804931	7	20	5.3261861	43	87.7596166	98.3702072	109.4673913	147	15.8316743	1	36.8082632	51.2979968	62.9125679	155	20.6849347	0	2	3.0328354	4	11	1.7549571	2.6061816	
Boo	2	27.572%	2	6.5014722	10.9011904	15	20	5.0848155	48	102.3111672	114.0573045	126	173	17.313816	3	38	52.5506311	64	181	20.3605346	0	2	3.8129262	5	11	1.892408	2.224213	
Boo	3	16.728%	4	11	14.1772421	18	20	4.1186216	56	118	130.6162123	143.7030075	203	18.8965824	1	38	52.8491153	64.5420408	154	21.0025151	0	3	4.5374223	6	12	2.0230406	1.9374701	
Bowser	4	1.944%	6	15	16.764268	19	20	2.8641442	80	131	148.7582305	166	219	25.2871205	6	34.5625	48.2530864	59.0625	130	19.1346147	0	3	4.8600823	6	13	2.1093977	1.8878601	
Bowser	0	39.124%	1	1	1	1	1	0	15	77.1652936	91.0029138	104	161	19.6152268	3	32	47.1385339	58.8556204	154	20.8273419	0	1	2.6259074	4	11	1.7084021	2.8599325	
Bowser	1	30.868%	2	5	9.4139562	13.2831446	20	5.2256593	33	90.9335556	105.5152909	120	185	21.4938068	0	36.8676324	51.8101594	64.0465324	182	21.197388	0	2	3.3089283	5	12	1.8841844	2.516198	
Bowser	2	19.736%	3	10	13.3383098	17	20	4.3808673	37	105.1902174	120.8695784	136.1188119	208	22.9573748	6	38	53.0981962	64.8637218	167	21.0717063	0	2.4891304	3.9700041	5	12	2.0216482	2.2195987	
Bowser	3	8.328%	4	13	15.5613318	19	20	3.5123469	48	121.173913	137.8743996	154.8164251	221	24.238386	6	38	53.3150817	65.1272727	170	21.1287657	0	3	4.6426513	6	12	2.1046279	1.9538905	
Bowser Jr	4	4.238%	5	14	16.2718133	19	20	3.2028509	65	109.775	122.821142	136	193	18.8243064	8	34.955	49.0670127	59.925	148	20.4471312	0	4	5.0972157	6	12	1.9762599	1.714488	
Bowser Jr	0	18.272%	1	1	1	1	1	0	29	59	68.1471103	76	118	12.7856772	12	41.4708847	56.1579466	67.3514212	180	20.4500884	0	1	2.5016419	3	9	1.4498315	2.7820709	
Bowser Jr	1	34.8%	2	2	6.6674824	10	20	5.3668334	31	71.0415563	81.9922989	92.4388327	147	15.3782967	7	39	53.8850575	65	174	20.5204917	0	2	3.0463793	4	11	1.6347444	2.5406897	
Bowser Jr	2	27.774%	3	8	11.8952012	16	20	4.7840659	41	85	96.6599698	108.0747913	166	16.7157979	9	39	53.6570174	64.8328049	196	20.434975	0	3	3.8397782	5	11	1.8325232	2.1833369	
Bowser Jr	3	14.916%	4	12	14.6742195	18	20	3.9002061	44	100	112.8129525	125	187	18.4327107	6	38	52.4399303	63.7903727	164	20.3036667	0	3	4.6259051	6	11	1.9263134	1.8597479	
Daisy	4	2.52%	8	15	16.8761062	19	20	2.6919035	79	105	114.7904762	124.9	155	14.1283427	9	31	42.4547619	51.96	122	16.8239819	0	3	4.5285714	6	10	1.8877154	1.9714286	
Daisy	0	23.978%	1	1	1	1	1	0	60	65	66.6057219	68	75	2.0544601	7	40	52.8555342	63	157	18.4069932	0	1	2.3542414	3	8	1.3732346	2.882142	
Daisy	1	39.982%	4	6	10.0443819	13.1059619	20	4.591824	60	72	78.4401481	85	101	7.6312065	6	37	49.6480916	59.0193921	152	17.7267051	0	2	2.7268771	4	10	1.5112793	2.7164724	
Daisy	2	22.656%	5	10	13.5174251	17	20	4.2475398	63	83	90.4794315	98	122	10.5450222	6	35.4325164	48.0761829	57.9455557	141	17.8347208	0	2	3.3475459	4	11	1.6640705	2.4256709	
Daisy	3	10.864%	7	13	15.4345487	18	20	3.4509268	69	95	104.3302651	113	148	13.3014742	9	34	46.4988954	56.3647959	140	17.4589672	0	3	4.1111929	5	10	1.7717115	2.0797128	
Diddy Kong	4	0.722%	9	17	17.7580645	19	20	2.1805576	70	103	117.4238227	131	172	18.9818513	13	34	47.5844875	58	157	19.6582768	0	4	5.099723	6	12	1.9933476	1.7645429	
Diddy Kong	0	53.854%	1	1	1	1	1	0	14	56	67.097263	77	133	15.6542615	3	30.4183084	43.360976	52.9778232	163	18.2350406	0	1	2.245887	3	9	1.3892962	2.9693987	
Diddy Kong	1	29.224%	2	8	11.8697179	16	20	4.749698	20	70.8308107	82.219135	93.5548282	148	16.8193863	4	35	48.4540788	58.9397943	200	18.9674289	0	2	2.9890501	4	10	1.5758114	2.6004654	
Diddy Kong	2	12.228%	5	12	14.9149037	18	20	3.6491751	33	83	95.0682041	107	158	18.062691	2	36.8571429	50.1653582	60.8706897	170	19.0181112	0	3	3.7322538	5	12	1.7305723	2.2610402	
Diddy Kong	3	3.972%	6	15	16.719216	19	20	2.7804144	53	95	107.978852	121	181	18.9241757	8	37	50.6973817	61.3333333	124	19.0391435	0	3	4.5317221	6	11	1.8656407	1.9254783	
Donkey Kong	4	1.318%	7	15	16.7865707	19	20	2.8436495	53	110.6875	129.168437	147	214	26.5707263	9	43.6875	57.8163885	69.5625	139	18.7526339	0	4	5.3732929	7	12	2.0398793	1.6676783	
Donkey Kong	0	53.092%	1	1	1	1	1	0	0	50	62.5450162	80	150	20.7119739	0	33	46.1025767	56.3433866	150	18.4876432	0	2	2.7196188	4	11	1.5989916	2.7580803	
Donkey Kong	1	24.918%	2	5	9.285026	13	20	5.2003093	20	65.968315	81.8885143	97.7874551	160	23.2192137	7	42.6588174	56.6270166	68.2581169	162	20.058298	0	2	3.2896701	4	12	1.7635668	2.4664901	
Donkey Kong	2	14.73%	3	10	13.5452478	17	20	4.4527762	26	79.5710784	97.5432451	114.807224	195	24.7276255	8	46	60.2902919	72.5739796	172	20.4170547	0	3	4.0400543	5	12	1.9225035	2.1283096	
Donkey Kong	3	5.942%	5	13	15.6082645	18.9529086	20	3.4763646	36	98.2688889	116.8047795	135.0244444	214	26.2455893	11	48	61.4833389	72.51	153	19.7218791	0	4	4.9919219	6	12	2.0764427	1.7758331	
Dry Bones	4	2.182%	7	15	16.9348631	19	20	2.6850834	74	108	120.0687443	132	178	18.2829839	11	32.09375	45.9257562	56	128	19.0970071	0	4	4.9816682	6	11	1.9342144	1.7626031	
Dry Bones	0	25.214%	1	1	1	1	1	0	30	64.3760449	70.1384152	75.3974359	105	10.7611988	15	44	57.813437	68.474867	185	19.7441379	0	1.2216452	2.5392242	3	8	1.4613921	2.7655271	
Dry Bones	1	37.956%	3	5	9.528976	13	20	4.9157827	32	71.9112618	81.6102329	91	133	13.807107	9	39.4898509	53.4168511	64.0672897	184	19.6828518	0	2	3.0046896	4	10	1.5951995	2.5692381	
Dry Bones	2	24.74%	4	10	13.7375509	17	20	4.1079156	40	83.6651243	94.7421989	105.9923257	151	15.8281313	5	38	52.1257074	63	169	19.388738	0	2	3.6535974	5	11	1.748603	2.2677445	
Dry Bones	3	9.908%	5	13.8767857	15.8370554	19	20	3.3005125	57	97.4444444	109.1691562	121	168	17.181523	8	37	51.0327008	61.4935065	179	19.2496753	0	3	4.4588212	6	11	1.8654855	1.9232943	
Goomba	4	3.002%	5	14	16.1714574	19	20	3.2313474	63	106.994898	119.7068621	133	180	18.7000771	14	46	62.3957362	74.5306122	160	21.9197393	0	4	5.538974	7	13	1.962841	1.5163225	
Goomba	0	32.05%	1	1	1	1	1	0	22	51	58.2435569	65	96	10.278956	15	43	59.480624	71.5075188	177	22.15833	0	1	2.3771607	3	9	1.3970872	2.7997504	
