Character	AllyCount	Frequency	Min Turn Gained	1st Quartile Turn Gained	Avg Turn Gained	3rd Quartile Turn Gained	Max Turn Gained	Turn Gained SD	Min Distance	1st Quartile Distance	Distance Avg	3rd Quartile Distance	Max Distance	Distance SD	Min Coins	1st Quartile Coins	Coin Avg	3rd Quartile Coins	Max Coins	Coin SD	Min Stars	1st Quartile Stars	Star Avg	3rd Quartile Stars	Max Stars	Stars SD	Average Place
Boo	0	21.518%	1	1	1	1	1	0	22	70	79.1370945	88	122	13.0599111	0	28	42.8493354	54.0061414	151	20.767325	0	1	2.0977786	3	9	1.453596	3.0873687	
Boo	1	28.874%	1	1	4.8308657	7	20	5.3512072	32	87.6241611	98.3897624	109.8016484	151	16.0159489	0	36.1303239	51.1350003	63	167	20.7432944	0	2	2.9987532	4	10	1.7382977	2.6154326	
Boo	2	27.798%	2	6.5495018	10.8900177	15	20	5.0854652	53	102.1855856	114.0899345	126	172	17.4193579	0	38	52.0821642	63.4048537	173	20.3542944	0	2	3.7648752	5	11	1.8841856	2.2614577	
Boo	3	17.12%	4	11	14.1472719	18	20	4.1018384	63	118	130.3766355	143	204	19.0443461	1	38	52.3058411	64	159	20.1986666	0	3	4.5049065	6	13	1.9956083	1.9448598	
Boo	4	4.69%	5	14	15.9221073	19	20	3.2909067	77	129.3201581	142.891258	156.0592885	206	19.5415393	6	34	47.2643923	57.1778656	151	19.1238147	0	3	4.7820896	6	12	2.0392364	1.8976546	
Bowser	0	39.244%	1	1	1	1	1	0	23	77.3018868	91.0336867	104	170	19.6009766	1	31.0632879	45.5102436	56.2534435	174	19.7911265	0	1	2.5566711	4	11	1.6841409	2.8972582	
Bowser	1	31.188%	2	5	9.4412404	13.8627663	20	5.2605672	19	91	105.7842119	120.3419689	187	21.5264524	3	35.8973238	50.6238297	62	178	20.7922836	0	2	3.2396435	4	12	1.8759368	2.5566885	
Bowser	2	19.414%	3	10	13.3235254	17	20	4.3889741	46	105.159585	120.8615432	136.1150899	208	22.6650737	3	37.0963349	51.7225713	62.9489512	162	20.3909404	0	2	3.8898733	5	12	2.0224167	2.251571	
Bowser	3	8.188%	4	13	15.5353555	18	20	3.4698085	53	120.9617769	137.3014167	153.5733471	228	24.432384	6	38	52.2652662	63.8770661	200	20.4440801	0	3	4.5417684	6	14	2.1006872	1.9975574	
Bowser	4	1.966%	6	15	16.7730612	19	20	2.9104893	75	132	147.9806714	163	223	24.4452725	1	33.1875	46.6805697	57	123	18.7781853	0	3	4.8046796	6	12	2.1964779	1.9450661	
Bowser Jr	0	18.46%	1	1	1	1	1	0	29	59	68.0730228	76.1177177	115	12.8106841	13	41	55.2615385	66	194	20.0511174	0	1	2.4884074	3	9	1.4744579	2.8017335	
Bowser Jr	1	34.396%	2	2	6.6883983	10	20	5.3770865	31	71.3014553	81.9716828	92.0166776	142	15.1177708	9	39	53.5563438	64.4640744	187	20.315197	0	2	3.0291313	4	11	1.6417127	2.5533202	
Bowser Jr	2	27.852%	3	8	11.8830392	16	20	4.7734459	46	85	96.6159701	108	162	16.6000555	4	39	53.347695	64.8310522	199	20.2313924	0	2.3901373	3.8075542	5	12	1.8391877	2.2024271	
Bowser Jr	3	15.08%	4	12	14.67147	18	20	3.8971311	57	100	112.5277188	125	184	18.5414769	3	38	52.3062334	63.3662791	179	19.9968827	0	3	4.5885942	6	12	1.955195	1.8842175	
Bowser Jr	4	4.212%	5	14	16.2451447	19	20	3.1757485	62	110.765	123.6054131	136.3	189	19.1242637	9	34	48.2198481	58.525	154	19.7548269	0	4	5.0778727	6	13	2.0105643	1.7435897	
Daisy	0	23.474%	1	1	1	1	1	0	60	65	66.5513334	68	75	2.0619469	6	41	55.8263611	66.8880646	196	20.6738532	0	1	2.4257476	3	8	1.4028276	2.8140922	
Daisy	1	40.472%	4	6	10.0219272	13	20	4.587619	61	72	78.5399288	85	100	7.6423072	6	38	52.2198557	63.210643	161	19.7784263	0	2	2.8135501	4	10	1.5467532	2.6491401	
Daisy	2	22.834%	5	10	13.5131747	17	20	4.2659782	64	83	90.5075764	98	125	10.5521291	3	36.6170173	50.9783656	61.8131211	167	20.2503073	0	2	3.4763073	5	12	1.730605	2.3564859	
Daisy	3	10.708%	7	13	15.4456884	18	20	3.4712348	68	94.9961111	104.1914456	113	156	13.4501582	3	35	49.2357116	59.5049261	164	20.1819078	0	3	4.1850953	5	10	1.8123374	2.0502428	
Daisy	4	2.512%	8	15	16.7802129	19	20	2.7643693	77	106	115.8113057	125	159	13.7798396	8	31.96	44.7515924	54.9	138	18.7998276	0	3	4.75	6	13	1.9269088	1.8423567	
Diddy Kong	0	53.706%	1	1	1	1	1	0	7	56	67.0934346	77	119	15.5662765	5	31	44.9783264	55.4503252	167	19.3851736	0	1	2.2668603	3	9	1.3940796	2.9420549	
Diddy Kong	1	29.456%	2	8	11.9138981	16	20	4.7523697	22	70.7235316	82.3265209	93.4191835	161	16.7113372	5	35.09	50.0089625	61.0976137	158	20.3359863	0	2	3.0216594	4	11	1.6069954	2.5706817	
Diddy Kong	2	12.518%	5	12	15.012353	18	20	3.6183389	33	82.2061632	94.9237897	107	165	18.1844003	7	37	51.92363	63	152	20.2497251	0	2.9923469	3.7776003	5	12	1.7998784	2.2190446	
Diddy Kong	3	3.744%	6	15	16.6166667	19	20	2.854707	54	94.6790123	108.9348291	122.5246914	176	20.2540759	8	38	51.8958333	62.5246914	177	19.4852932	0	3	4.582265	6	12	1.8829718	1.8979701	
