Character	AllyCount	Frequency	Min Turn Gained	1st Quartile Turn Gained	Avg Turn Gained	3rd Quartile Turn Gained	Max Turn Gained	Turn Gained SD	Min Distance	1st Quartile Distance	Distance Avg	3rd Quartile Distance	Max Distance	Distance SD	Min Coins	1st Quartile Coins	Coin Avg	3rd Quartile Coins	Max Coins	Coin SD	Min Stars	1st Quartile Stars	Star Avg	3rd Quartile Stars	Max Stars	Stars SD	Average Place
Diddy Kong	4	0.002%	19	19	19.5	20	20	0.5	106	106	111.5	117	117	5.5	69	69	81	93	93	12	5	5	6.5	8	8	1.5	2	
Diddy Kong	3	0.03%	13	18	18.375	20	20	1.5958932	88	102	109.6666667	117	137	11.8949102	45	56	68.5	79	99	14.2238063	1	4	5.2666667	6	11	2.0805982	2.7666667	
Diddy Kong	2	0.39%	11	16	17.4383886	19	20	2.0675203	60	87	97.0102564	106	145	14.2780052	34	58	69.4512821	78	149	16.1423614	1	4	5.1307692	6	11	1.8785775	2.874359	
Diddy Kong	1	1.58%	7	13	14.7577423	17	20	2.9405961	49	75	85.5759494	95.2142857	136	15.2159536	29	53	64.3373418	74	123	15.7600118	0	3	4.2474684	5	11	1.6447538	3.2063291	
Diddy Kong	0	97.998%	1	1	1	1	1	0	7	56	69.8547113	78.4062379	133	15.6206233	18	51.0113442	63.3087206	72.1202113	195	17.5354478	0	4	5.0295924	6	13	1.6570433	3.0101125	
Daisy	4	0.49%	13	17	18.0346939	20	20	1.8252258	84	110	116.677551	125	141	10.4447089	38	72	84.4367347	95	159	18.9859529	3	7	8.2183673	10	15	2.326263	1.7918367	
Daisy	3	4.541%	10	14	16.3710992	19	20	2.7788049	74	94.958	103.2087646	111.61	133	11.1435163	35	76	89.1085664	99	195	19.1688075	1	7	8.2664611	10	16	2.1997568	1.7084343	
Daisy	2	24.973%	7	12	14.467171	18	20	3.6882528	68	84	91.6859408	99.089307	121	10.3957949	31	76.1512979	89.2691707	99.034251	208	19.0989313	0	6	7.649101	9	16	2.122109	1.8827934	
Daisy	1	34.793%	4	6	10.3905119	14.0929121	20	4.8609577	62	71	77.8992039	84	102	7.9855723	25	76	90.0171011	101.8273128	222	20.7729	0	6	6.9991665	8	15	1.9990439	2.0957664	
Daisy	0	35.203%	1	1	1	1	1	0	62	65.9089636	66.7981422	68	75	1.8472135	23	81.3486103	96.4224072	109.9848713	226	22.3352988	0	6	6.8787603	8	14	1.9281954	2.1033151	
Goomba	4	0.395%	12	17	17.9392405	20	20	1.897728	75	100	110.8455696	121	161	14.5300718	42	77	89.4506329	99	160	19.8789875	3	7	8.6	10	16	2.2973843	1.6481013	
Goomba	3	3.033%	9	15	16.8593932	19	20	2.599941	54	88	98.3138806	108	148	14.8348996	32	75.4768145	89.2410155	100.1129032	190	19.5466827	1	6.2600806	8.0098912	9.4788306	15	2.2137435	1.7893175	
Goomba	2	15.255%	6	12	14.7840283	18	20	3.6505813	37	75.9963333	85.8941986	95.8258242	141	14.3773449	25	76.1727208	90.5278269	102	197	20.5757634	0	6	7.3722714	9	16	2.1595924	1.9777778	
Goomba	1	40.308%	3	6	10.5214355	14.6178201	20	4.9207078	18	64	73.2286643	82.526582	119	13.3069086	26	74.9944271	89.353379	101.1198388	226	21.0313602	0	5	6.4707006	8	15	2.0546904	2.2911581	
Goomba	0	41.009%	1	1	1	1	1	0	17	51.1285121	58.5104002	65.9041837	96	10.4305679	22	65	78.3972543	88.9703263	211	19.3736767	0	4	5.3302446	7	14	1.8905047	2.7396425	
Dry Bones	4	0.552%	12	17	17.8152174	20	20	2.0408652	81	111	124.8333333	139	183	18.4926869	32	61.75	74.7445652	85	166	18.7772499	1	6	7.5072464	9	15	2.2690302	2.0217391	
Dry Bones	3	3.596%	8	14	16.3481196	19	20	2.9974803	58	95.9473684	109.8887653	123.8642659	170	18.742455	20	65	78.0314238	88.8448753	181	19.2826688	0	6	7.5116796	9	17	2.404026	1.9791435	
Dry Bones	2	13.925%	6	11	14.0943396	18	20	4.0793338	40	83.2607686	96.4188151	108.8408675	157	17.770913	23	65	78.822693	90	184	20.0295997	0	5.4702601	7.0952244	9	17	2.2732182	2.1076481	
Dry Bones	1	35.676%	3	5	9.5418333	14	20	5.3357237	33	71	81.7107579	90.9233503	137	14.9363698	24	70	83.9034365	95.1039821	196	19.9847335	0	5	6.5170703	8	16	2.1977996	2.3092555	
Dry Bones	0	46.251%	1	1	1	1	1	0	30	65	71.5118592	80	110	10.5979049	31	77.8951336	91.7422758	102.9819641	222	20.2579237	0	4	5.7719833	7	14	2.1467196	2.5505827	
Boo	4	0.261%	11	16	17.8084291	20	20	2.1975443	83	116	128.9885057	143	173	18.9337386	28	57	68.2375479	77	137	17.980329	1	4	5.3678161	7	12	2.1573093	2.8505747	
Boo	3	1.527%	8	15	16.840604	19	20	2.6889005	63	104.3214286	115.7491814	127	169	16.6728398	20	58.2755102	70.0039293	80	161	17.5760668	0	4	5.7570399	7	14	2.2192912	2.6457105	
Boo	2	7.169%	6	12	14.9449592	18	20	3.5575911	49	93	104.0206444	115	160	16.0946988	21	58.6926407	71.1796624	82	155	18.0677674	0	4	5.5914353	7	14	2.2443281	2.6982843	
Boo	1	18.945%	3	7	11.2105225	15.2072531	20	4.941988	34	81.4273601	91.7443125	102	144	15.0280277	14	60.9199372	73.3391396	83.9044588	191	18.3799379	0	4	5.5357614	7	15	2.1899025	2.7363948	
Boo	0	72.098%	1	1	1	1	1	0	24	70.7540082	79.6884796	89	128	13.3143024	16	56	69.3772504	79.9767803	195	19.1314615	0	4	5.6856917	7	15	2.1424241	2.7056645	
Koopa	4	0.725%	11	16	17.8331034	19	20	1.9563532	73	104	116.4606897	128	180	17.8354985	27	62	75.3048276	87	165	20.3867311	1	6	7.3489655	9	14	2.3141876	2.0096552	
Koopa	3	5.829%	8	15	16.6565456	19	20	2.7607223	50	90	102.202093	113.8759921	180	17.3891605	20	65	79.3055413	90.732094	182	20.6048146	0	6	7.1767027	9	15	2.2733886	2.0818322	
Koopa	2	23.72%	6	12	14.4997027	18	20	3.7018896	38	78.861014	90.6570405	101.8807075	163	16.8010718	19	67.6841041	81.7359612	93.8273023	214	20.7718813	0	5	6.78086	8	16	2.2512776	2.2074199	
Koopa	1	42.724%	4	6	10.2007452	14	20	4.7138367	32	67	78.1488391	88.312963	146	15.5786032	15	70	85.1042271	97.8452685	205	21.9109005	0	5	6.1397809	8	15	2.2168678	2.431865	
Koopa	0	27.002%	1	1	1	1	1	0	29	59	68.7366862	78	130	13.9426272	15	73.5360403	89.4771498	103.2375695	224	23.20558	0	4	5.6618028	7	15	2.2202746	2.5845123	
Bowser	4	0.82%	8	16	17.3182927	19	20	2.4389936	78	134	151.1036585	168	219	24.0974695	21	56.8333333	69.0036585	80.6666667	150	18.7805358	0	4	5.8341463	7	15	2.3094303	2.5939024	
Bowser	3	4.391%	6	14	15.8625983	19	20	3.2073372	55	122.0585938	137.4884992	152.5685764	221	22.9987136	18	57	70.5445229	82.3528646	169	20.2979573	0	4	5.9635618	7	15	2.2678814	2.5800501	
Bowser	2	15.401%	4	10	13.5121289	17	20	4.2638228	43	107.9522346	123.3246542	138.7158965	220	22.8738856	10	59	73.2981625	85.8121827	230	20.6468553	0	4	5.8985131	7	16	2.2861121	2.5867151	
