Character	AllyCount	Frequency	Min Turn Gained	1st Quartile Turn Gained	Avg Turn Gained	3rd Quartile Turn Gained	Max Turn Gained	Turn Gained SD	Min Distance	1st Quartile Distance	Distance Avg	3rd Quartile Distance	Max Distance	Distance SD	Min Coins	1st Quartile Coins	Coin Avg	3rd Quartile Coins	Max Coins	Coin SD	Min Stars	1st Quartile Stars	Star Avg	3rd Quartile Stars	Max Stars	Stars SD	Average Place
Boo	0	72.2028%	1	1	1	1	1	0	20	70.9918903	79.7807481	89	132	13.2319758	14	56	69.4771671	79.9944787	207	19.1157028	0	4	5.6878293	7	17	2.139584	2.7046984	
Boo	1	19.0322%	3	7	11.1969335	15	20	4.9480855	31	81.4805742	91.8349744	102	150	15.0476796	14	60.6226197	73.2298841	83.9443216	193	18.3761573	0	4	5.520129	7	16	2.1891842	2.7377812	
Boo	2	7.03%	5	12	14.9181517	18	20	3.593705	43	93	104.1903272	115.5930969	162	16.3178795	14	59	71.5365292	81.9649708	205	18.1176577	0	4	5.6538549	7	15	2.2353901	2.6806828	
Boo	3	1.4854%	8	15	16.7610375	19	20	2.6769941	56	105	116.1967147	127.9363636	172	16.7246755	12	58	69.7579103	79.983804	176	17.3096554	0	4	5.6852026	7	15	2.1896732	2.6606975	
Boo	4	0.2496%	10	17	17.90625	20	20	2.0377116	74	116.18	127.7764423	139	178	17.1896153	14	54	66.9270833	77	144	17.8208761	0	4	5.6290064	7	13	2.1855495	2.6826923	
Daisy	0	35.2426%	1	1	1	1	1	0	62	65.3877348	66.7885287	68	75	1.8416416	24	81.3644671	96.363123	109.9760986	237	22.1328695	0	5.9991702	6.8738969	8	15	1.9342311	2.1100203	
Daisy	1	34.9722%	4	6	10.3972488	14.2186476	20	4.8519216	62	71	77.9704051	84	104	7.9915388	18	76	90.1145253	101.9644303	217	20.6670716	0	6	7.0029681	8	15	2.0067931	2.0884474	
Daisy	2	24.8386%	7	12	14.4709386	18	20	3.6920997	67	84	91.6863189	99.0259114	123	10.3900441	29	76	89.3357919	99.7266213	212	19.3385774	0	6	7.6602063	9	16	2.125795	1.8778756	
Daisy	3	4.4452%	10	14	16.3860429	19	20	2.7722923	71	95	103.117565	111	135	11.1083029	33	76	89.0634392	99.2015333	199	19.6149111	0	7	8.2727886	10	17	2.2195385	1.7259516	
Daisy	4	0.5014%	11	17	18.1451935	20	20	1.7635621	85	109.9483333	116.266055	124	145	10.0884707	24	73	84.6952533	94.484375	181	18.4034818	1	7	8.2485042	10	16	2.2270576	1.7570802	
Diddy Kong	0	98.0572%	1	1	1	1	1	0	0	56	69.8400505	77.7004648	140	15.649695	14	51.0541377	63.2692898	72.1423648	207	17.5396757	0	4	5.0211938	6	15	1.6613907	3.0129394	
Diddy Kong	1	1.5156%	7	12	14.6067531	17	20	2.9575926	49	74.7429654	85.875033	96	154	15.427816	27	53	64.8555028	75.1052632	154	16.3336919	0	3	4.19583	5	11	1.6472899	3.2442597	
Diddy Kong	2	0.3814%	9	16	17.2106742	19	20	2.2568245	55	86	97.6853697	108.6697531	153	15.2618333	33	58	67.9187205	77	141	15.2978881	0	4	5.1237546	6	13	1.8406347	2.8746723	
Diddy Kong	3	0.0434%	13	17	18.3799127	20	20	1.5803758	76	100	110.2626728	120	147	14.283184	38	59	68.3410138	77	125	13.8545381	1	4	5.5576037	7	11	1.8634614	2.6820276	
Diddy Kong	4	0.0024%	15	18	18.4166667	20	20	1.7539638	106	110	121.3333333	137	142	12.3513382	43	56	65.75	76	105	16.8033975	1	4	5.4166667	7	12	2.9849158	2.8333333	
Donkey Kong	0	90.9444%	1	1	1	1	1	0	0	50	64.778568	80	170	20.4818213	6	46	58.7778005	68.7629489	186	17.838255	0	4	5.5257586	7	17	1.9869787	2.6931224	
Donkey Kong	1	7.567%	6	13	15.2955298	18	20	3.3454154	60	77.385835	90.9532972	103	178	18.7789113	24	57	70.9209991	82.8829825	186	19.3691541	0	5	6.3694463	8	16	1.964411	2.3894278	
Donkey Kong	2	1.3664%	9	16	17.5285503	19	20	2.1715578	66	89	103.4596019	116.1386555	184	19.2765862	24	59.2818878	73.4238876	85.2578125	163	19.6501844	1	5	6.5554742	8	15	2.0981122	2.2980094	
Donkey Kong	3	0.117%	13	18	18.5597381	20	20	1.4723694	74	104	117.8495726	131	176	18.6459942	31	62	75.8564103	87	166	20.1490149	2	6	7.1692308	9	16	2.1768974	2.0547009	
Donkey Kong	4	0.0052%	17	19	19.3076923	20	20	0.9101661	98	114	127.4615385	139	155	14.5264501	39	58	71.6923077	83	127	20.3956429	2	7	7.8461538	9	12	2.3153718	1.9615385	
Hammer Bro	0	57.129%	1	1	1	1	1	0	18	49	55.9625549	62	92	9.4921188	26	70	83.6182114	93.9920183	222	19.2878099	0	4	5.0767386	6	14	2.0587648	2.8008227	
Hammer Bro	1	30.479%	4	7	11.3074852	15	20	4.806439	18	60	69.0688671	78	118	12.9108892	16	73.9895404	88.2810853	99.9929319	212	20.5709739	0	5	6.2965714	8	16	2.0383575	2.3642508	
Hammer Bro	2	9.9366%	7	12.9690802	15.1808909	18	20	3.4969196	27	70.3933458	80.0821005	89.9883999	131	14.0712559	25	74	87.8836222	99	214	20.2807316	0	6	7.1219129	8.487515	16	2.0988713	2.0729223	
Hammer Bro	3	2.1718%	10	15.2053674	17.0860145	19	20	2.5048161	42	82	92.1218344	102.0537383	146	14.6414614	27	73	86.4339258	97.6832208	189	19.6303517	1	6	7.6353255	9	16	2.2054001	1.9097523	
Hammer Bro	4	0.2836%	11	17	18.077574	20	20	1.8408978	61	95	105.0719323	115	150	14.6795739	30	72	84.7397743	96	174	18.9621213	1	6	8.0860367	10	15	2.3083071	1.825811	
Bowser Jr	0	18.451%	1	1	1	1	1	0	26	58.8389116	67.3900602	76	126	12.9313839	6	75	90.5758712	103.9162155	211	22.4587621	0	4	5.1923365	7	14	2.1393723	2.7698011	
Bowser Jr	1	50.844%	2	5	9.3181228	12.9960075	20	4.8443039	31	70	80.5454488	90.7523354	150	15.1387743	7	67.9996535	82.893663	95.4075552	225	21.5512343	0	4.9131736	6.0313233	7.2948922	18	2.2039808	2.4769452	
Bowser Jr	2	23.4132%	4	11	14.2622635	17.824497	20	3.8501606	36	81	92.5076623	103	170	16.407238	11	67.9897016	81.7683529	93.4046538	208	20.4325248	0	5.3339232	7.0208515	8	17	2.2126655	2.1192746	
Bowser Jr	3	6.3658%	7	14.9861702	16.5008091	19	20	2.861336	47	92.5955822	104.8466493	116.4358297	181	17.4228122	12	64	77.8606617	89	203	19.9399197	0	6	7.2055044	9	16	2.2609659	2.0585629	
Bowser Jr	4	0.926%	10	16	17.7053996	19	20	2.1247368	65	105	117.7274298	129.5384615	187	18.1227755	22	62.8941176	76.6315335	88	197	20.1461045	1	6	7.575162	9	17	2.3065942	1.9354212	
Dry Bones	0	46.0704%	1	1	1	1	1	0	30	65	71.4873758	80	115	10.6232152	30	77.6812948	91.7818686	102.9981879	232	20.3678045	0	4	5.7660754	7	15	2.1332035	2.5546381	
Dry Bones	1	35.6984%	3	5	9.5397741	14	20	5.3351513	32	71	81.6973758	90.7085278	143	14.9218958	21	70	84.0170708	95.2730848	220	20.0304556	0	5	6.5279732	8	16	2.2002369	2.3003496	
Dry Bones	2	14.0408%	6	11	14.0923582	18	20	4.0792393	34	83	96.1961284	108.6968578	161	17.6859189	17	65	78.8451228	89.997219	229	19.7853478	0	5.9593928	7.0942966	9	17	2.254661	2.1171016	
Dry Bones	3	3.6602%	8	14	16.340063	19	20	2.9710167	52	96.7598127	110.5032512	124	173	18.8354106	21	65.478821	78.7454784	89.9303802	195	19.4962689	0	6	7.4911207	9	19	2.3684423	1.9608218	
Dry Bones	4	0.5302%	10	16	17.6359864	19	20	2.1665583	70	111.3269231	125.6574877	139.8269231	178	19.1615558	24	63	75.6454168	86.9467456	165	19.07887	1	6	7.5918521	9	17	2.3893376	1.9649189	
Goomba	0	40.8378%	1	1	1	1	1	0	10	51	58.5140874	65.9848593	104	10.4562836	22	65	78.6392509	89.0607357	217	19.478225	0	4	5.3461254	7	13	1.8880699	2.7385315	
Goomba	1	40.1848%	3	6	10.5150586	14.2015208	20	4.9035426	15	63.9987758	73.2432611	82.177667	124	13.2357715	22	74.9843949	89.3387848	101.2170926	243	20.9841141	0	5	6.471865	8	16	2.0572062	2.2901993	
Goomba	2	15.4098%	6	12	14.7770717	18	20	3.662198	29	75.5589535	85.6814365	95.6277979	142	14.4262631	28	76.1430315	90.3435995	101.9490172	230	20.3103098	0	6	7.3609391	9	17	2.1331013	1.9771444	
Goomba	3	3.1246%	8	15	16.8077699	19	20	2.6449232	48	87.9933333	98.0405812	108.2433593	154	15.1196814	33	76.142708	89.6923766	100.8923611	224	19.5861221	0	7	8.0348845	9.228151	16	2.1785791	1.7721308	
Goomba	4	0.443%	11	17	17.986456	20	20	1.9096516	61	100.4586777	111.0952596	121	164	15.0200303	34	74.9421488	88.1322799	99	188	19.1835643	1	7	8.4437923	10	16	2.2673213	1.6812641	
Bowser	0	50.5966%	1	1	1	1	1	0	13	77.9900523	91.5925655	104.8854944	187	19.6693364	1	47.9877021	61.9046023	73.5358673	193	20.2424517	0	3	4.3518537	6	16	2.143035	3.2018752	
Bowser	1	28.996%	2	4	8.6427412	13	20	5.5666832	19	94.3032589	109.3822941	124.37772	204	21.9871048	7	58	72.8264519	85.8521982	196	20.9975116	0	4	5.4048007	7	18	2.2659789	2.7983377	
Bowser	2	15.1914%	4	10	13.534855	17	20	4.2337626	32	107.828971	123.2930869	138.9445106	217	22.8487233	6	59	73.3697092	85.9719431	209	20.7119627	0	4	5.9033006	7	16	2.293707	2.5842385	
Bowser	3	4.431%	6	14	15.9820552	19	20	3.1700138	56	120.9193837	136.9403295	152.9851496	230	23.4621339	10	56.4686957	70.2684721	81.9910851	185	19.9788685	0	4	5.8965471	7	16	2.2561222	2.5922817	
Bowser	4	0.785%	8	16	17.2998726	19	20	2.4549988	55	134.6643991	151.0983439	166.8588435	234	23.8736272	18	55	68.1363057	79.0045351	162	19.046561	0	4	5.8323567	7	15	2.2070928	2.6196178	
Koopa	0	26.765%	1	1	1	1	1	0	28	59	68.8133458	77.9761788	138	13.8901566	7	73.4048738	89.3991108	103.0390654	232	23.2214386	0	4	5.648145	7	15	2.220505	2.595935	
Koopa	1	42.7756%	4	6	10.1706151	14	20	4.7048789	31	67	78.2433443	88.5448605	162	15.5805076	9	70	85.0864091	97.970717	225	21.8818069	0	5	6.135783	8	16	2.2152239	2.4322791	
Koopa	2	23.9326%	6	12	14.5354078	18	20	3.6886564	35	78.4898397	90.5305065	101.9493732	167	16.9450905	16	67	81.4998538	93.2641896	221	20.8833379	0	5	6.7563825	8	17	2.2411879	2.2180624	
Koopa	3	5.7944%	8	15	16.6977386	19	20	2.6982098	48	89.816743	101.9447397	113.6623006	170	17.3593901	14	65.444825	79.141585	90.1973333	195	20.1485519	0	6	7.1772056	9	17	2.2642939	2.0724493	
Koopa	4	0.7324%	10	17	17.9808848	20	20	1.9092364	62	102.6720648	115.0737302	127	182	17.5743726	19	62	75.4808848	86	196	20.1819425	1	6	7.4153468	9	17	2.3133347	2.0240306	
Luigi	0	44.851%	1	1	1	1	1	0	29	64	71.5009922	79	120	11.1384319	25	77.9776494	91.8308666	102.9983742	226	20.3015193	0	4	5.4508573	7	15	2.1483852	2.6750886	
Luigi	1	36.181%	3	6	10.2359064	14	20	5.0180787	28	71.9844737	81.438722	90.9984775	137	14.0045243	17	68.670444	82.5293275	93.9878712	222	20.2812799	0	5	6.2112932	8	16	2.1507174	2.4206407	
Luigi	2	14.6588%	5	11.0839182	14.4507275	18	20	3.8271375	37	82.9786733	93.7089393	104	156	15.7073988	12	64.999372	78.546907	89.955226	218	19.9382045	0	5	6.9181925	8	16	2.2266194	2.1752258	
Luigi	3	3.776%	7	15	16.5646988	19	20	2.8129297	43	94.6844436	105.9867055	117	170	16.5546342	15	63.0194028	76.739036	87.7518382	190	19.5771416	0	6	7.2215572	9	17	2.3216262	2.0638771	
Luigi	4	0.5332%	10	17	17.8537134	20	20	2.0652293	64	107.147929	119.3450863	130.9365079	181	17.3799226	24	59.3254438	72.6459115	83.1794872	163	19.184047	1	6	7.3229557	9	20	2.3397584	2.0603901	
Mario	0	22.6732%	1	1	1	1	1	0	41	65	70.1144876	75	101	7.3358177	8	70.9642635	86.8646596	100.9563731	214	23.2610925	0	4.9599865	5.9202054	7	14	2.008398	2.5043223	
Mario	1	45.729%	3	5	9.5992256	13	20	4.7326524	44	76	83.4974218	91	125	10.7023516	12	72.9852333	87.1954208	99.3490082	221	21.3296769	0	5	6.8317829	8	16	2.1573985	2.1626933	
Mario	2	25.1004%	6	11	14.317693	17.7907967	20	3.7544534	53	87	95.5073704	103.9852939	144	12.0037678	17	71	84.9806378	96.5952693	220	20.4405848	0	6	7.352098	9	17	2.2584237	1.9909802	
Mario	3	5.7298%	8	15	16.6205867	19	20	2.6955679	65	98.5273778	107.1093581	115.9564926	158	12.4837797	18	70	83.5791476	94.6240385	206	20.2301971	0	6	7.8488254	9	16	2.3142748	1.8465217	
Mario	4	0.7676%	10	17	17.8507035	19.1390244	20	1.9718877	82	111	119.4192288	128	159	12.6224122	24	67	80.2128713	91	209	19.9051364	1	6	7.974987	10	17	2.3758161	1.8441897	
Monty Mole	0	34.3214%	1	1	1	1	1	0	23	60	65.8442954	72	99	8.9411583	15	66.4488781	80.4511588	91.9743442	227	20.4169202	0	4	5.4428374	7	14	1.9613754	2.7047498	
Monty Mole	1	41.9192%	3	6	10.1553109	14	20	4.8902234	32	71	79.7175709	88	127	12.1016006	17	72	86.0091557	97.4024422	225	20.3294928	0	5	6.5466517	8	15	2.1059469	2.2933358	
Monty Mole	2	19.0932%	6	11.9832608	14.5532968	18	20	3.7378554	43	82.9684941	92.0903463	101	143	13.3335873	16	71.9757737	85.3749293	96.0864525	213	19.8238739	0	6	7.2521212	9	17	2.1892734	2.0468125	
Monty Mole	3	4.1%	8	15	16.7165574	19	20	2.701092	48	94.7704651	104.2666829	113.9705306	155	13.8238413	25	71.1137531	84.4959512	94.9978604	204	19.3589264	0	6	7.8223902	9	17	2.2360279	1.8780976	
