Character	AllyCount	Frequency	Min Turn Gained	1st Quartile Turn Gained	Avg Turn Gained	3rd Quartile Turn Gained	Max Turn Gained	Turn Gained SD	Min Distance	1st Quartile Distance	Distance Avg	3rd Quartile Distance	Max Distance	Distance SD	Min Coins	1st Quartile Coins	Coin Avg	3rd Quartile Coins	Max Coins	Coin SD	Min Stars	1st Quartile Stars	Star Avg	3rd Quartile Stars	Max Stars	Stars SD	Average Place
Bowser	1	31.24332%	2	5	9.3460642	13.2138674	20	5.2245433	14	90.9998781	105.8360392	120.2848351	201	21.3814471	0	36.9983757	51.785133	63.4417776	216	20.8016627	0	2	3.2190721	4	14	1.8779159	2.5355679	
Bowser	2	19.77956%	3	10	13.3586795	17	20	4.3559828	20	104.9955602	120.6579499	135.9996496	229	22.73144	0	38	53.1111501	64.9986163	228	20.7204251	0	2	3.8797496	5	15	2.0103828	2.2355533	
Bowser	3	8.45936%	4	13	15.5701444	18.1905692	20	3.4638462	35	119.9998722	136.8937934	153.125256	260	24.2468055	0	38.7129021	53.3378081	64.9946124	226	20.6364309	0	3	4.5319173	6	15	2.1077193	1.9684681	
Bowser	4	1.91296%	5	15	16.7834386	19	20	2.8418528	53	130.9914625	148.0084058	164.9185658	242	24.6858158	0	34	48.5256148	59.81692	182	19.8463499	0	3	4.7659648	6	16	2.126858	1.9068355	
Bowser	0	38.6048%	1	1	1	1	1	0	10	76.9995537	90.7952312	103.9833605	181	19.6850561	0	32	46.7925175	57.9961926	208	20.1982766	0	1	2.5343548	4	13	1.679836	2.8815614	
Bowser Jr	1	34.50418%	2	2	6.6459872	10	20	5.3737332	26	71	82.0436521	92	167	15.2867867	3	39.9991662	54.6563448	65.9965876	226	20.5154783	0	2	2.9652118	4	12	1.6406384	2.5605953	
Bowser Jr	2	28.07536%	3	8	11.9929153	16	20	4.7528406	29	84.9987717	96.5131332	107.9776653	180	16.7357339	0	39.7082663	54.2952083	65.6983354	218	20.5067585	0	2	3.7254169	5	14	1.8219637	2.2138559	
Bowser Jr	3	15.05912%	4	12	14.7641481	18	20	3.8331446	39	99.9965751	112.3674637	124.9876696	199	18.3597512	0	38.675301	53.20026	64.5959569	217	20.4771969	0	3	4.5360021	6	14	1.9446714	1.8869376	
Bowser Jr	4	4.0633%	5	14	16.3008909	19	20	3.1171872	47	109.9955866	123.0182758	135.9862877	202	18.9496571	0	34	48.0375606	58.8486459	184	19.5820829	0	4	4.9650776	6	16	1.9588829	1.7566018	
Bowser Jr	0	18.29804%	1	1	1	1	1	0	23	59	68.0018625	76	144	12.820715	6	42	56.6102752	67.6455674	216	20.403949	0	1	2.3991673	3	12	1.453616	2.8170952	
Boo	1	28.85694%	1	1	4.5672459	6	20	5.1157319	27	87.9989916	98.7602248	109.9983793	158	15.833519	0	38	53.1992138	64.9965857	223	20.9909117	0	2	3.0428777	4	13	1.7599426	2.5610519	
Boo	2	28.6948%	2	6	10.7403706	15	20	5.1167251	29	102.9998521	114.3771213	126.1174465	185	17.2295423	0	38.9997888	53.7933277	65.4241893	209	20.7204521	0	2	3.8110341	5	15	1.9175673	2.2102534	
Boo	3	17.95532%	4	11	14.0793493	17.998108	20	4.1540519	48	117.9958506	131.1718042	143.9991645	218	19.0601595	0	38.9996869	53.7706385	65.2659225	246	20.6025025	0	3	4.5314436	6	15	2.0194103	1.9160516	
Boo	4	5.02408%	5	14	15.954591	19	20	3.3405342	52	129.329046	142.8535931	156.372899	216	19.7399215	0	34.6773847	48.5726063	59.5131115	196	19.656902	0	3	4.8212728	6	15	2.039723	1.8395368	
Boo	0	19.46886%	1	1	1	1	1	0	19	69.9991019	78.8381241	88	134	13.246611	0	30	44.9957614	56.122278	209	20.4974519	0	1	2.121398	3	11	1.4763182	3.0527673	
Daisy	1	40.10882%	4	6	10.0290005	13	20	4.5934828	59	72	78.340397	84.5443166	103	7.5821701	3	39.1212142	54.0030711	64.998989	220	20.3587987	0	2	2.7097885	4	12	1.5236795	2.6751971	
Daisy	2	22.7548%	5	10	13.3940564	17	20	4.3628963	61	83	90.5600647	97.9999122	127	10.6795749	0	37.517506	52.0585142	62.9985736	218	20.3208585	0	2	3.3689736	4	12	1.7033789	2.3760051	
Daisy	3	10.95816%	6	13	15.3723927	18	20	3.5278147	64	94.9662695	104.4610628	113.9975935	162	13.6693437	3	35.99933	50.5273495	61.5335389	203	20.2433896	0	3	4.1763836	5	13	1.832757	2.0280357	
Daisy	4	2.63346%	8	15	16.7656608	19	20	2.7985989	72	105.0297625	115.8483364	126	166	14.5656145	1	32	46.1580658	56.5571953	186	19.3834624	0	3	4.6653376	6	13	1.8764938	1.8635863	
Daisy	0	23.54476%	1	1	1	1	1	0	60	65	66.6027906	68	77	2.0911133	4	42.9969078	57.8081569	69.1959893	240	20.962115	0	1	2.3263537	3	10	1.3813173	2.8346324	
Diddy Kong	1	29.74248%	2	6	10.8238009	15	20	5.2694278	14	70.999234	83.0421801	94.6327271	157	17.0887771	0	37.9996676	52.9473258	64.2546461	245	20.7885278	0	2	3.1268179	4	13	1.6337636	2.4812322	
Diddy Kong	2	14.16342%	4	11	14.1686386	18	20	4.1468127	19	83.996628	97.0065422	109.708457	180	18.5927294	1	40.2526026	55.3051269	66.9920109	221	20.7213648	0	3	3.9835986	5	13	1.8252872	2.1056383	
Diddy Kong	3	5.14298%	5	14	16.0026548	19	20	3.2665758	32	98.1314615	112.2004091	125.9879077	205	20.1202492	5	41.3835891	56.2358127	67.8705809	205	20.694951	0	3.9871869	4.8744463	6	15	1.9445274	1.7673761	
Diddy Kong	4	0.99678%	6	15.9136293	17.1226729	19	20	2.6284819	33	109.2199177	123.5979454	137.7600543	204	20.7833304	4	38.3035663	52.5496699	63.580629	186	19.7433099	0	4	5.3887317	7	14	1.9679851	1.6199763	
Diddy Kong	0	49.95434%	1	1	1	1	1	0	0	56	66.7186683	77	133	15.5871852	0	33	47.1697566	57.7507238	222	19.8676829	0	1	2.2428958	3	11	1.4002451	2.9217241	
Donkey Kong	1	25.4994%	2	5	8.9200344	12.7055629	20	5.0649762	20	65.9458284	81.8560343	97.8029016	188	23.304859	0	44.9982714	61.1640525	73.9993604	235	22.8436527	0	2	3.3723295	4.5706872	16	1.789932	2.3668267	
Donkey Kong	2	15.88344%	3	10	13.5541223	17	20	4.1992014	26	79.9967046	96.7961487	112.9920714	218	23.980488	0	48.6807765	64.4278935	76.9996101	230	22.4918531	0	3	4.1643183	5	15	1.9409857	2.0336426	
Donkey Kong	3	6.38528%	4	13.9965523	15.8193344	18.9994855	20	3.3078005	34	95.9845616	113.3725663	129.9969528	225	25.1014382	2	49.6994917	65.3470983	77.9954484	224	22.2119428	0	4	5.0605392	6	15	2.055669	1.7140329	
Donkey Kong	4	1.41078%	6	15	16.9551951	19	20	2.7088972	39	106.9620784	124.7503083	141.9043776	235	25.5983431	5	45.9971589	61.1789365	73.0907321	203	21.5347969	0	4	5.5624973	7	16	2.0650311	1.5798636	
Donkey Kong	0	50.8211%	1	1	1	1	1	0	0	50	63.1143246	80	170	20.8701897	0	34.9984556	49.6859879	60.9987343	214	20.8117594	0	2	2.7079422	4	13	1.5757195	2.6877754	
Dry Bones	1	37.92008%	3	5	9.695392	13.4142268	20	4.9296929	30	71.0353444	81.1774221	90.6560212	144	13.7334815	0	40.9976833	55.2304811	66.0835694	232	20.3867024	0	2	2.9651504	4	13	1.6117818	2.5522393	
Dry Bones	2	24.4744%	4	10.3949231	13.7682213	17	20	4.1416988	33	83	94.5671943	105.4637759	161	15.7148392	2	39	53.503768	64.4971809	226	20.1665704	0	2	3.6369104	5	14	1.7734186	2.2510558	
Dry Bones	3	9.5472%	5	13.975903	15.8238101	19	20	3.3179977	38	96.9960656	108.8502765	120.9912783	180	17.3252671	0	37.618389	52.0116202	62.9956143	201	20.2159597	0	3	4.4275306	6	14	1.8862185	1.9322503	
Dry Bones	4	2.0353%	6	15	16.9737394	19	20	2.7140846	55	106.9988053	119.5575689	132	194	18.2118521	3	33	46.9021766	57.1833129	177	19.2958669	0	3.9755186	4.8483958	6	14	1.911245	1.7993711	
Dry Bones	0	26.02302%	1	1	1	1	1	0	25	64.9938949	70.2342503	78.7823273	120	10.8660702	8	45	59.9230328	70.9996111	221	20.5893047	0	1	2.502044	3	11	1.4685152	2.7398726	
Goomba	1	30.23944%	1	1.7819127	7.4350975	12	20	5.9581845	19	64	74.3448688	84	131	14.1320076	4	46.3268578	61.5397441	72.9986558	233	20.9918191	0	2	2.8907605	4	11	1.5814187	2.5517106	
