Character	AllyCount	Frequency	Min Turn Gained	1st Quartile Turn Gained	Avg Turn Gained	3rd Quartile Turn Gained	Max Turn Gained	Turn Gained SD	Min Distance	1st Quartile Distance	Distance Avg	3rd Quartile Distance	Max Distance	Distance SD	Min Coins	1st Quartile Coins	Coin Avg	3rd Quartile Coins	Max Coins	Coin SD	Min Stars	1st Quartile Stars	Star Avg	3rd Quartile Stars	Max Stars	Stars SD	Average Place
Boo	4	6.228%	5	15	16.566474	19	20	2.9929665	67	120.9707031	135.2408478	149.015625	211	20.7012217	9	37	50.8802184	62	153	19.3514824	0	3	4.2157996	5	12	1.8455959	2.0439949	
Boo	3	12.58%	4	13	15.2239473	18	20	3.6654602	56	105	117.8346582	130.7352941	182	18.8112119	9	38	51.4863275	62	159	19.4123333	0	2	3.5990461	5	10	1.7778354	2.3351351	
Boo	2	24.358%	3	10	13.2248992	17	20	4.4317992	41	92	104.516627	116.5436755	168	17.5479529	1	38	51.6445521	62.3484619	172	19.6146937	0	2	3.0390016	4	10	1.6893205	2.6150751	
Boo	1	30.336%	2	6	10.030557	14	20	4.9167284	29	81.4691189	91.991693	102.3888143	151	15.5200653	6	37.9134199	52.0180643	63.1688889	170	20.1254423	0	1	2.5479299	3.4288288	9	1.5297497	2.8426951	
Boo	0	26.498%	1	1	1	1	1	0	31	68.0158531	77.358895	86	122	13.2745825	2	32	45.8403653	56.1503121	156	19.5994523	0	1	2.0923843	3	8	1.3632586	3.1111782	
Bowser	4	6.374%	6	15	16.8277377	19	20	2.8021479	69	133.9005682	151.2459994	168.5729167	234	25.5087251	11	42	57.0674616	68.8921569	160	20.8383027	0	3	4.7113273	6	13	1.9216225	1.8321305	
Bowser	3	13.68%	4	13	15.4480902	18	20	3.4394524	58	118.052521	134.0763158	150	221	23.502576	11	43.8840852	59.0403509	71.0263158	171	21.6593134	0	3	4.1548246	5	12	1.8912325	2.0709064	
Bowser	2	25.196%	2	9.9243839	12.9215912	16.4637549	20	4.3364517	44	104.9705175	120.6006509	135.9754838	203	22.7667129	9	44.3622283	59.8067154	71.8007812	190	21.7381631	0	2	3.6189871	5	12	1.8452846	2.3233847	
Bowser	1	26.452%	1	4	8.2701738	12	20	5.244232	22	92.3278001	106.7610011	120.9658444	186	21.2078377	4	42	58.1338273	70.7638889	185	21.8280454	0	2	3.1038863	4	12	1.7308993	2.5693331	
Bowser	0	28.298%	1	1	1	1	1	0	12	78.3989575	91.725705	104.3761745	160	19.3735016	4	37	52.3783306	64.1959732	172	21.549575	0	1	2.4134568	3	11	1.5313825	2.9298184	
Bowser Jr	4	8.798%	6	15	16.8010912	19	20	2.7611171	59	106.109809	119.8001819	133	187	19.1141113	8	39	52.4621505	63.0217014	149	19.211742	0	3	4.3878154	6	11	1.8056507	1.9149807	
Bowser Jr	3	17.826%	5	13	15.4971454	18	20	3.3849334	49	92.7763736	104.7922136	116.1985453	163	17.4762784	9	41	55.0574442	65.0799851	164	19.104602	0	2	3.725345	5	12	1.752101	2.2010546	
Bowser Jr	2	32.85%	4	9.9625959	13.0027911	16.5174356	20	4.1991435	33	81.7448352	93.0417656	104	162	16.3514732	10	44	57.8893151	68.7544466	168	19.5678312	0	2	3.1638356	4	10	1.6328462	2.4501674	
Bowser Jr	1	31.388%	2	4	8.1018688	11	20	4.5941886	29	70	80.5050338	90.7019929	148	14.9410018	18	45.8167727	59.7553205	69.972332	163	19.6969399	0	2	2.7191283	4	10	1.5387174	2.6710845	
Bowser Jr	0	9.138%	1	1	1	1	1	0	32	59	68.3449332	77	121	12.8055339	24	48.864	62.5425695	73	160	19.5593499	0	1	2.3880499	3	9	1.4394458	2.8163712	
Daisy	4	14.184%	7	14	16.0853074	19	20	3.1114699	78	114.7354497	124.641991	135.8709677	168	14.7828139	9	41	56.0188945	67.5886076	171	20.8258412	0	3	4.4702482	6	12	1.8152361	1.8630852	
Daisy	3	19.398%	6	12	14.7197308	18	20	3.7177298	69	101	110.278173	120	144	13.0750508	12	43	58.7044025	70.3743177	171	21.6966534	0	3	3.8391587	5	11	1.8002958	2.115682	
Daisy	2	32.542%	4	8	11.5336943	15	20	4.7212927	65	88	95.966259	104.0173333	126	11.5782589	14	45.3205882	60.9717903	72.7342391	178	21.6023648	0	2	3.1468871	4	11	1.669977	2.4322414	
Daisy	1	25.672%	2	3	6.8876422	9	20	4.737866	61	74	81.2968993	88	102	8.5931531	12	46	61.6527734	73.336573	184	21.5500631	0	1.976941	2.6240262	4	9	1.5030754	2.6802742	
Daisy	0	8.204%	1	1	1	1	1	0	60	65	66.3968796	68	75	2.2243653	18	49	64.4826914	76.3440083	174	21.987177	0	1	2.2749878	3	9	1.3741549	2.8169186	
Diddy Kong	4	3.976%	7	15	16.8420523	19	20	2.7591447	66	113.9567901	130.0905433	145.2777778	197	22.6746708	11	40	53.6076459	64.8395062	134	18.7041453	0	3	4.6031187	6	11	1.8524361	1.806338	
