Character	AllyCount	Frequency	Min Turn Gained	1st Quartile Turn Gained	Avg Turn Gained	3rd Quartile Turn Gained	Max Turn Gained	Turn Gained SD	Min Distance	1st Quartile Distance	Distance Avg	3rd Quartile Distance	Max Distance	Distance SD	Min Coins	1st Quartile Coins	Coin Avg	3rd Quartile Coins	Max Coins	Coin SD	Min Stars	1st Quartile Stars	Star Avg	3rd Quartile Stars	Max Stars	Stars SD	Average Place
Boo	0	66.228%	1	1	1	1	1	0	24	70	78.7785227	87.9964133	127	13.1552648	3	21	30.3840068	36.5012534	116	14.1580362	0	1	1.8231262	3	9	1.3067469	2.9218457	
Boo	1	21.138%	2	4	9.3194362	14	20	5.5938842	30	85	95.7751916	107	148	15.9533745	3	24	34.164727	41.5755692	128	15.2170228	0	1	2.3926578	3	10	1.4733405	2.5332576	
Boo	2	9.502%	4	10	13.3248377	17	20	4.4214681	49	99	111.0010524	123	181	17.6539325	3	24.9607988	35.2946748	42.0272134	113	14.9633908	0	2	2.7387918	4	9	1.5700068	2.3047779	
Boo	3	2.358%	5	13	15.4074074	18	20	3.519157	67	112	124.2849873	136.74	193	18.4370705	3	24.85	35.9720102	44	109	15.6152335	0	2	2.9414758	4	9	1.6269992	2.1865988	
Boo	4	0.774%	7	15	16.4677003	19	20	3.1844041	84	123	137.0930233	151	203	20.723269	6	24	34.9896641	44	105	16.0109748	0	2	2.9302326	4	9	1.6051566	2.0878553	
Bowser	0	50.402%	1	1	1	1	1	0	12	77	90.7378279	103.9980829	163	19.8601124	0	19.9787944	29.1147177	35	121	14.3984595	0	1	1.8359589	3	9	1.3646616	2.9267886	
Bowser	1	28.686%	3	7	10.8160006	14.8719793	20	4.7584731	25	91	106.0915429	121	193	21.6479678	1	24	34.6172349	41.9579348	118	15.1998255	0	1	2.1533152	3	9	1.4661074	2.6967162	
Bowser	2	14.574%	4	10	13.2867253	17	20	4.2023511	50	106.609375	121.9258954	137.1979853	207	22.7521837	3	24.2114158	34.8180321	41.9839286	120	14.7880627	0	1	2.4595856	3	9	1.4895385	2.4727597	
Bowser	3	4.846%	5	12	14.8993373	18	20	3.7221624	51	120	137.2014032	154.0902778	220	24.4159319	3	24	33.4395378	40	108	14.5239338	0	2	2.6330995	4	10	1.52606	2.3635988	
Bowser	4	1.492%	6	14	16.2426273	19	20	3.1000053	78	137	155.5040214	173.8888889	232	26.5655265	6	21.1111111	31.2815013	36.8888889	101	14.3120567	0	2	2.766756	4	8	1.565982	2.2908847	
Bowser Jr	0	47.916%	1	1	1	1	1	0	23	57	65.6554804	73.9882075	119	12.7541241	6	33	41.4286251	47	126	13.9429679	0	1	2.0469989	3	10	1.3455035	2.4805493	
Bowser Jr	1	36.886%	2	6	10.4747331	14.7571946	20	5.0669577	28	69	79.655479	90	142	15.250947	7	29	38.7033021	45	126	14.7705039	0	1	2.4503063	3	9	1.4498653	2.3618175	
Bowser Jr	2	11.134%	3	11	14.0718516	18	20	4.2375938	42	82	93.2685468	104.9892857	156	16.9912409	6	27	36.3463266	42.5434443	117	14.9930484	0	2	2.8167774	4	11	1.5508339	2.1614873	
Bowser Jr	3	3.3%	5	13	15.3169291	18	20	3.6032232	60	93.9714286	107.530303	119.9	172	19.0506977	6	24	33.9612121	41	115	14.6293503	0	2	2.9357576	4	9	1.5305357	2.1012121	
Bowser Jr	4	0.764%	7	15	16.5052356	19	20	2.8114805	72	109	124.2068063	140	180	21.1333749	6	22	31.7696335	38	100	14.8436642	0	2	3.0314136	4	8	1.6623511	2.0628272	
Daisy	0	47.726%	1	1	1	1	1	0	61	66	67.0926958	68	76	2.0750185	3	27	36.4491891	43	126	15.0862918	0	1	2.1044295	3	8	1.33573	2.5303608	
Daisy	1	38.66%	4	4	9.7049011	14	20	5.1427155	61	73.9213759	80.3318676	87	100	7.960599	3	27	37.7286084	44.9762115	131	15.2328882	0	1	2.4789964	3	9	1.4479408	2.406984	
Daisy	2	10.192%	6	11.2822066	14.521522	18	20	3.8746443	65	86	92.3477237	99	120	9.4775186	3	25.0535714	35.8273155	43	125	15.4035845	0	2	2.9244505	4	10	1.5311979	2.1736656	
Daisy	3	2.898%	8	14	16.2133255	19	20	3.0265855	72	95	102.8461008	110.625	135	10.7752202	5	21	30.9378882	38	118	14.9638259	0	2	2.9848171	4	8	1.5371332	2.1566598	
Daisy	4	0.524%	11	16	17.3587786	19	20	2.2768959	87	107	115.2633588	122	149	11.9874025	6	20	28.6145038	36	81	12.3773471	0	2	3.0114504	4	7	1.6098049	2.2328244	
Diddy Kong	0	51.984%	1	1	1	1	1	0	14	56	66.7606956	77	126	15.2618263	3	22	30.6298476	35.3287613	120	13.7966921	0	1	2.2520776	3	9	1.2527039	2.538281	
