Character	AllyCount	Frequency	Min Turn Gained	1st Quartile Turn Gained	Avg Turn Gained	3rd Quartile Turn Gained	Max Turn Gained	Turn Gained SD	Min Distance	1st Quartile Distance	Distance Avg	3rd Quartile Distance	Max Distance	Distance SD	Min Coins	1st Quartile Coins	Coin Avg	3rd Quartile Coins	Max Coins	Coin SD	Min Stars	1st Quartile Stars	Star Avg	3rd Quartile Stars	Max Stars	Stars SD	Average Place
Boo	0	72.166%	1	1	1	1	1	0	29	70.9396561	79.7425935	89	127	13.3251743	13	56	69.4982956	80	189	19.1145533	0	4	5.6851426	7	14	2.1320219	2.6996924	
Boo	1	19.02%	3	7	11.1448588	15.3232759	20	4.9759641	37	81.5113636	92.0518402	102.28125	147	15.1473361	19	61	73.3039958	84	182	18.2541646	0	4	5.5263933	7	14	2.2005371	2.7440589	
Boo	2	7.066%	6	12	14.9491718	18	20	3.6569672	53	93	103.70818	115	165	16.374389	24	59	71.6326068	82	160	18.1139201	0	4	5.6493065	7	15	2.2275385	2.6931786	
Boo	3	1.518%	8	15	16.7345538	19	20	2.7762511	66	104.2777778	116.6811594	129	168	17.4688445	24	57.4166667	69.0645586	79	142	17.4138889	0	4	5.6666667	7	12	2.1883229	2.7101449	
Boo	4	0.23%	12	16	17.7043478	19	20	1.9911714	86	117	128.9565217	141	168	16.1435901	37	54	67.3913043	77	122	16.5910901	1	4	5.6347826	7	10	2.1642568	2.6434783	
Bowser	0	50.312%	1	1	1	1	1	0	17	77.9109821	91.5888456	104.8653258	172	19.6903304	9	47.8851981	61.6529257	72.9883729	180	20.1416619	0	3	4.3551439	6	13	2.1361395	3.2050008	
Bowser	1	29.182%	2	4	8.6137095	13	20	5.5405364	35	94.4968396	109.3288328	124.5217704	196	22.0275749	6	58	72.8282503	85.7844077	181	20.9280297	0	4	5.4070317	7	15	2.2479689	2.7883627	
Bowser	2	15.314%	4	10	13.5386716	17	20	4.2254785	42	108	123.630926	138.925679	200	22.9912822	10	59	73.2568891	86	194	20.7777775	0	4	5.9213791	7	16	2.278869	2.5742458	
Bowser	3	4.37%	7	14	15.9919106	19	20	3.1687777	55	120.1883117	136.824714	152.512987	212	23.337479	15	56.4393939	70.7290618	83	174	20.4155637	0	4	5.9496568	7	14	2.2494812	2.5697941	
Bowser	4	0.822%	9	16	17.3649635	19	20	2.4171203	83	134	149.9975669	167	211	23.107229	15	53	66.5328467	77	135	19.3326814	0	4	5.5863747	7	16	2.3176482	2.6861314	
Bowser Jr	0	18.62%	1	1	1	1	1	0	26	58.8301887	67.4940924	76	123	12.9388016	21	75	90.4330827	103.2446809	202	22.8521419	0	4	5.2384533	7	13	2.1421712	2.7540279	
Bowser Jr	1	50.548%	2	5	9.3101008	12.9534963	20	4.8434807	32	70	80.5499327	90.7739315	148	15.2399025	13	68	82.9526786	95.8963462	194	21.685158	0	4.8166418	6.0186358	7.2439797	15	2.2080968	2.4742027	
Bowser Jr	2	23.528%	4	11	14.2413726	17.9476651	20	3.8869004	41	81	92.4854641	103	160	16.2622081	16	68	81.717188	93.7746048	209	20.5966017	0	5	7.00034	8.3751961	15	2.224978	2.1345631	
Bowser Jr	3	6.352%	7	14	16.3945783	19	20	2.9111718	54	93	105.1542821	117	173	17.4157056	12	64	77.6451511	89	163	20.3967348	0	6	7.2166247	9	15	2.2899794	2.0535264	
Bowser Jr	4	0.952%	11	16	17.6197479	19	20	2.1233864	71	106	119.2689076	132	178	19.1584273	25	62	75.8298319	86	200	20.0897783	2	6	7.552521	9	14	2.3575763	2.0021008	
Daisy	0	35.49%	1	1	1	1	1	0	62	65.764656	66.7860806	68	75	1.8267904	28	81	96.2969287	110	214	22.4283845	0	5.9988954	6.842998	8	14	1.9198448	2.1185123	
Daisy	1	34.93%	4	6	10.3820803	14.4304956	20	4.8659515	62	71	78.0428858	84	102	8.0944357	24	76	90.1517893	101.9184936	222	20.6741582	0	6	7.0010879	8	14	1.9730938	2.0815345	
Daisy	2	24.602%	7	12	14.4519946	18	20	3.6994546	68	84	91.6445004	99	119	10.3546666	35	76.155437	89.2588407	99.0185539	208	19.4170172	0	6	7.6297862	9	15	2.1272816	1.8895212	
Daisy	3	4.492%	10	14	16.4278827	19	20	2.7383051	77	95	103.3223508	111.4049587	131	10.9791882	42	76	89.1402493	98.8512397	214	19.5399085	1	7	8.3103295	10	15	2.2411099	1.6950134	
Daisy	4	0.486%	14	17	18.1440329	20	20	1.7164885	89	108	115.3415638	123	141	10.2893629	46	73	83.7613169	93	141	16.5514731	2	7	8.18107	10	15	2.1849023	1.8065844	
Diddy Kong	0	98.02%	1	1	1	1	1	0	7	56	69.7910426	78.9146908	133	15.7137817	13	51	63.2187105	72	175	17.5531272	0	4	5.0175678	6	15	1.6686915	3.0178739	
Diddy Kong	1	1.554%	7	12.15625	14.6252525	17	20	2.975314	49	75.9722222	86.1415701	96	132	14.914101	28	53	64.8648649	75.5	131	16.7303088	0	3	4.1969112	5	13	1.7482746	3.2586873	
Diddy Kong	2	0.386%	11	16	17.4507042	19	20	2.1805073	60	85	95.5751295	107	129	14.3741926	34	56	67.4248705	77	143	15.1632158	0	4	4.9533679	6	10	1.7728235	2.9481865	
Diddy Kong	3	0.04%	15	17	18.05	19	20	1.3955286	76	104	109.1	121	135	16.640012	34	55	65.95	76	110	16.2556913	2	4	5.2	7	8	1.6309506	2.95	
