Character	AllyCount	Frequency	Min Turn Gained	1st Quartile Turn Gained	Avg Turn Gained	3rd Quartile Turn Gained	Max Turn Gained	Turn Gained SD	Min Distance	1st Quartile Distance	Distance Avg	3rd Quartile Distance	Max Distance	Distance SD	Min Coins	1st Quartile Coins	Coin Avg	3rd Quartile Coins	Max Coins	Coin SD	Min Stars	1st Quartile Stars	Star Avg	3rd Quartile Stars	Max Stars	Stars SD	Average Place
Bowser	4	6.147%	6	15	16.8534244	19	20	2.7446781	72	133.0484694	150.4324061	167.2730612	246	25.0054384	11	39.1377551	53.6525134	64.4642857	174	19.7167009	0	3	4.4595738	6	13	1.8863385	1.9347649	
Bowser	3	13.761%	4	13	15.4648383	18	20	3.4309427	43	118	134.5049778	150.5622483	221	23.5264609	9	41.1305511	55.2535426	66	167	19.6884727	0	3	3.9525471	5	11	1.8625077	2.1474457	
Bowser	2	25.597%	2	9.9941447	12.9578508	16.7962987	20	4.334749	41	104.9721608	120.5432277	135.9245043	216	22.8545028	9	42	56.3061296	67.011552	166	19.9835139	0	2	3.4750166	5	12	1.8031117	2.3700043	
Bowser	1	26.37%	1	4	8.2527583	12	20	5.1950252	29	92	106.667463	121	186	21.3433983	3	40.7657775	55.0056504	66	172	20.4071063	0	2	2.9452408	4	12	1.6960429	2.6324991	
Bowser	0	28.125%	1	1	1	1	1	0	14	78.1145754	91.6003556	104	168	19.3263307	4	35	49.0473956	59.3848092	180	19.7882549	0	1	2.2838756	3	10	1.5135481	2.9873422	
Boo	4	7.767%	5	14	16.2381872	19	20	3.1811809	67	123.1670201	137.7240891	152	207	20.873847	9	38	52.004635	62	157	19.5331697	0	3	4.2903309	5.4180485	12	1.8494343	1.966525	
Boo	3	14.292%	4	12	14.8112788	18	20	3.8575392	51	106.8023271	119.8524349	132.8000478	191	18.9928467	3	39	53.3572628	64.2266178	165	19.8362556	0	2	3.6711447	5	12	1.8078796	2.2481108	
Boo	2	25.175%	3	9	12.5760257	16.6080517	20	4.6213794	36	94	106.0393644	118	168	17.5433457	5	39	53.5678252	64.564865	165	20.0187201	0	2	3.0783714	4	11	1.6976457	2.5390268	
Boo	1	28.982%	2	5	9.1140837	13	20	5.0370635	29	82	92.7830723	103.7198934	151	15.682822	5	39	53.5115589	64.8201484	170	20.5993837	0	1	2.5344007	3.1286622	11	1.5453399	2.8112967	
Boo	0	23.784%	1	1	1	1	1	0	22	68.4040766	77.3282459	86.2521991	125	13.3503849	0	32.896176	47.0226202	57.8458541	173	20.366285	0	1	2.0533132	3	9	1.362988	3.0863185	
Bowser Jr	4	9.379%	6	15	16.7021004	19	20	2.8303427	58	107.0800941	120.5623201	133.2114662	204	19.1197268	12	39.0213476	53.5522977	64.1256303	180	20.12867	0	3	4.2644205	5.0571429	12	1.8320644	1.9314426	
Bowser Jr	3	18.209%	5	13	15.3846237	18	20	3.4477802	45	93.7821669	105.4719095	117.2181259	175	17.5796625	6	42	56.3105607	66.9416523	186	20.3402341	0	2	3.6163436	5	12	1.7725238	2.2102806	
Bowser Jr	2	32.662%	4	9	12.8802158	16	20	4.2438738	38	81.9284351	93.1454902	104	159	16.4178442	12	44	58.7575164	69.9409628	195	20.5692201	0	2	3.0425265	4	10	1.6643702	2.4746188	
Bowser Jr	1	31.045%	2	4	7.9742264	11	20	4.6063797	29	70	80.7428894	91	140	15.0437594	11	45.9694837	60.4835239	71.6122068	188	20.5778316	0	1	2.5914962	4	10	1.5232493	2.6857787	
