Character	AllyCount	Frequency	Min Turn Gained	1st Quartile Turn Gained	Avg Turn Gained	3rd Quartile Turn Gained	Max Turn Gained	Turn Gained SD	Min Distance	1st Quartile Distance	Distance Avg	3rd Quartile Distance	Max Distance	Distance SD	Min Coins	1st Quartile Coins	Coin Avg	3rd Quartile Coins	Max Coins	Coin SD	Min Stars	1st Quartile Stars	Star Avg	3rd Quartile Stars	Max Stars	Stars SD	Average Place
Boo	0	21.3474%	1	1	1	1	1	0	24	70	79.1085753	88	130	13.2469982	0	28.9674165	44.1953118	55.9712965	190	21.2391918	0	1	2.137197	3	10	1.4757023	3.070135	
Boo	1	29.0812%	1	1	4.8179132	7	20	5.3408525	31	87.9238767	98.4008432	109.5436291	157	15.8250913	0	37.0037958	53.0482649	65.5738854	196	21.8403655	0	2	3.0873554	4	11	1.7661919	2.5667579	
Boo	2	27.8886%	2	6.8631914	10.919268	15	20	5.06955	41	102.2775228	114.0112161	125.9969925	180	17.1670429	0	38.5616326	53.989623	66.0028872	221	21.6189845	0	2.6855821	3.8808976	5	13	1.9187619	2.1984395	
Boo	3	17.0252%	4	11	14.1781228	18	20	4.0952547	60	117.9344319	130.6801682	143.5625175	209	18.8357249	0	39	54.3166013	66.4365563	203	21.4175949	0	3	4.6281982	6	15	2.0199021	1.8927237	
Boo	4	4.6576%	5	14	15.9748306	19	20	3.3078781	68	129	142.428504	155.839497	216	19.5196447	2	34.916011	49.4443061	60.8465473	161	20.5767678	0	3.8260919	4.9398403	6	14	2.0480185	1.8029887	
Bowser	0	39.1898%	1	1	1	1	1	0	11	76.9974357	90.8062302	103.9682627	176	19.6576273	0	30.9973071	44.2244257	54.9172138	180	18.8394481	0	1	2.4995228	3.977579	11	1.6584439	2.9436129	
Bowser	1	31.1598%	2	5	9.4498226	13.9891853	20	5.2536678	10	90.9913805	105.8430285	120.4294854	202	21.4170001	2	35	49.0648335	59.9825415	189	19.3673552	0	2	3.1766571	4	13	1.8592349	2.5993877	
Bowser	2	19.4572%	3	10	13.3617894	17	20	4.3908663	34	104.9773547	120.680581	136.0264595	211	22.8620944	0	36.6283145	50.3289271	61.0339468	176	19.3097344	0	2	3.8188537	5	14	1.9787449	2.2988919	
Bowser	3	8.2862%	4	13	15.5681435	18.5722071	20	3.489786	46	120.2174208	137.1351404	153.9175513	233	24.3671177	2	37	50.6251116	61.3641536	170	19.2829243	0	3	4.4635901	6	13	2.0705312	2.0233641	
Bowser	4	1.907%	5	15	16.7825615	19	20	2.8499589	62	131.4345466	148.2133193	165.2529322	236	24.7071534	3	33	46.0976403	56.2808846	149	18.6303993	0	3	4.6892501	6	14	2.0867964	1.9581542	
Bowser Jr	0	18.3096%	1	1	1	1	1	0	26	59	68.0073841	76	130	12.8334389	9	40	52.7331345	62.411481	199	17.8525328	0	1	2.3952244	3	10	1.4442116	2.873651	
Bowser Jr	1	34.3386%	2	2	6.6693075	10	20	5.368947	29	71	82.0187311	92.0071216	150	15.2771845	3	38	50.801413	60.9599708	171	17.9406317	0	2	2.9431369	4	11	1.6122602	2.618377	
Bowser Jr	2	28.033%	3	8	11.942697	16	20	4.7821446	36	84.9977912	96.55155	107.9854946	170	16.7394731	3	37.976287	50.5893269	60.8550352	173	18.1275911	0	2	3.687554	5	12	1.7939456	2.270203	
Bowser Jr	3	15.2306%	4	12	14.7377891	18	20	3.859545	42	99.9761652	112.5475556	124.9914252	191	18.4764868	2	36.9516733	49.6625084	59.9680053	169	18.2477652	0	3	4.4724699	6	13	1.9047291	1.935971	
Bowser Jr	4	4.0882%	5	14	16.2730848	19	20	3.1308022	53	110	123.1952938	136	205	19.1839463	3	32.2861884	44.8866983	54.7558256	147	17.5609634	0	4	4.9182036	6	13	1.9098517	1.7917421	
Daisy	0	23.5052%	1	1	1	1	1	0	60	65	66.5821946	68	77	2.0733809	3	43.2913572	60.4747545	73.9705221	211	23.3259454	0	2	2.5645729	3	10	1.4275599	2.7117319	
Daisy	1	40.1416%	4	6	10.0278267	13	20	4.5799661	59	72	78.4630508	84.9821625	101	7.5998784	3	39.9997305	56.6687576	69.5401412	202	22.7402295	0	2	2.9513622	4	11	1.5643889	2.5579698	
Daisy	2	22.8032%	5	10	13.4877975	17	20	4.2569005	62	83	90.5618773	97.9999864	128	10.5338993	0	38	54.8655978	67.831737	200	22.751418	0	2	3.6034679	5	12	1.7266174	2.264954	
Daisy	3	10.929%	6	13	15.4358524	18	20	3.4703142	67	94.6171985	104.1502974	113.0378183	158	13.4778317	3	37	53.5180529	66.3591403	185	22.6220347	0	3	4.4071919	6	12	1.854693	1.9350718	
Daisy	4	2.621%	8	15	16.7794224	19	20	2.7716044	74	105	115.245021	125.058528	160	14.2736386	5	33	48.9669592	60.9040179	175	21.6457601	0	4	4.898512	6	13	1.8853644	1.7774895	
Diddy Kong	0	53.992%	1	1	1	1	1	0	7	56	67.0287339	77	133	15.5688052	0	31	44.7083531	54.994772	190	19.2751291	0	1	2.2760668	3	10	1.3960852	2.9444621	
Diddy Kong	1	29.1142%	2	8	11.8465789	16	20	4.7499601	14	70.9566015	82.3440933	93.5650886	153	16.7792178	2	35.3350182	49.8331467	60.9485418	175	19.9901007	0	2	3.0339422	4	12	1.6016254	2.5650439	
Diddy Kong	2	12.431%	4	12	15.0106548	18	20	3.6489038	31	82.3171002	94.9422251	107	167	18.0036668	4	37.1543499	51.5648299	62.5673893	179	19.8618426	0	2.9576471	3.7804199	5	13	1.7890035	2.2284611	
Diddy Kong	3	3.8164%	6	15	16.6462311	19	20	2.8544614	42	95	108.397495	121.2195652	182	19.2758564	7	37.913974	51.7444188	62.6987256	166	19.7468341	0	3	4.5652447	6	13	1.8745543	1.9002725	
Diddy Kong	4	0.6464%	8	16	17.5622748	19.8707483	20	2.3263372	53	104.7716263	118.7512376	132.2474048	198	19.9601862	8	35	48.7274134	59.2474048	148	19.4186298	0	4	5.0399134	6	12	1.9209188	1.7639233	
Donkey Kong	0	53.0252%	1	1	1	1	1	0	0	50	62.5455067	80	170	20.6301357	0	32.9977879	45.6870205	55.948889	169	18.1187129	0	2	2.7100699	4	11	1.5716767	2.7624073	
Donkey Kong	1	25.0806%	2	5	9.3026814	13	20	5.1877026	20	65.9788493	81.8402989	97.0520869	189	23.0170676	3	42	56.3142828	67.9783782	187	19.9671352	0	2	3.2681276	4	13	1.7511657	2.4766872	
Donkey Kong	2	14.7386%	3	10	13.5534068	17	20	4.3939679	26	80.6637811	97.6770521	114.0048602	199	24.478109	0	46	59.8287083	71.4980507	176	19.7102781	0	3	4.0378733	5	13	1.9035305	2.1345989	
Donkey Kong	3	5.8272%	4	13	15.7013807	19	20	3.4498538	34	97.3830871	116.0300316	133.9242979	230	26.2605191	4	47	60.8543383	72.0228629	162	19.432625	0	3.979012	4.9476936	6	14	2.0115868	1.7800316	
Donkey Kong	4	1.3284%	6	15	16.8417448	19	20	2.8282695	51	110	128.2442036	146	220	26.2505586	7	44	57.0537489	68.3443497	142	18.860132	0	4	5.4394761	7	14	2.0278908	1.6364047	
Dry Bones	0	25.1846%	1	1	1	1	1	0	30	64.9689662	70.1750276	75.9196029	120	10.7708363	9	43	56.7592656	66.9760533	187	18.8256233	0	1	2.5143381	3	11	1.4570636	2.7825417	
Dry Bones	1	37.8602%	3	5	9.5099218	13	20	4.8955483	30	71.6606219	81.5403458	90.9999355	142	13.8278056	3	39	52.5246512	62.9870786	195	18.7779951	0	2	2.9722241	4	11	1.5906413	2.5933196	
Dry Bones	2	24.969%	4	10	13.7102059	17	20	4.1301216	35	83.9764745	94.9874244	106	160	15.7502765	0	38	51.2060235	61.4290742	177	18.6169337	0	2	3.6260964	5	12	1.750884	2.2914654	
Dry Bones	3	9.823%	5	13.8411585	15.808947	19	20	3.2973288	46	97	109.0136618	120.9385163	185	17.2839122	5	36.9741742	50.0985442	60.134033	197	18.7485801	0	3	4.4014456	6	13	1.8615726	1.9700092	
Dry Bones	4	2.1632%	7	15	17.003342	19	20	2.7084449	54	107	119.4943602	131.7567908	189	18.1483645	0	33	45.2112611	54.8305085	156	17.7112364	0	4	4.8119453	6	12	1.8883768	1.8289571	
Goomba	0	32.3498%	1	1	1	1	1	0	15	51	58.2968426	65.0993622	100	10.4717596	10	41	55.0377251	64.9878256	187	19.2389941	0	1	2.2732876	3	9	1.3762963	2.8870349	
Goomba	1	30.0632%	1	1.9925333	7.4080845	12	20	5.9347429	20	64.0631114	74.4218646	84	124	14.1582624	11	45.1448582	60.0197185	71.1455951	198	20.3690931	0	2	2.9645547	4	11	1.5859851	2.5481519	
Goomba	2	22.5142%	2	8	11.9693085	16	20	5.0030352	27	79	90.3790497	101.9689782	153	16.3216056	8	46.9951272	61.2461913	72.5720521	201	20.3395	0	3	3.7954802	5	13	1.7827985	2.1723179	
Goomba	3	11.9948%	4	12	14.5926039	18	20	4.0175606	39	95.2439091	107.9541301	120.4026545	181	18.2901916	13	47.3952644	61.8934705	72.9968843	192	20.2517258	0	3	4.7748858	6	13	1.9164082	1.7880748	
Goomba	4	3.078%	5	14	16.2323798	19	20	3.2045145	53	108	120.6766732	133.9905914	186	18.8587464	10	44.4783539	58.3266407	69.2576262	172	19.6707647	0	4	5.3927875	7	13	1.931891	1.5925276	
