Character	AllyCount	Frequency	Min Turn Gained	1st Quartile Turn Gained	Avg Turn Gained	3rd Quartile Turn Gained	Max Turn Gained	Turn Gained SD	Min Distance	1st Quartile Distance	Distance Avg	3rd Quartile Distance	Max Distance	Distance SD	Min Coins	1st Quartile Coins	Coin Avg	3rd Quartile Coins	Max Coins	Coin SD	Min Stars	1st Quartile Stars	Star Avg	3rd Quartile Stars	Max Stars	Stars SD	Average Place
Daisy	1	39.71398%	4	4	9.120126	13	20	5.1821542	60	74	81.247402	88	105	8.2706974	0	27	37.9133519	44.9997445	151	15.4501156	0	1	2.4152301	3	11	1.4272476	2.3528208	
Daisy	2	11.15594%	6	11	14.3513707	18	20	3.9247595	64	87.0111663	93.4169115	100	126	9.411188	0	25.9948839	36.5003612	43.9985263	140	15.4985891	0	2	2.8812113	4	11	1.5341973	2.1085377	
Daisy	3	3.30846%	8	14	16.0991172	19	20	3.1271843	69	96	103.9575512	111.7984096	144	10.9250167	0	21.6211657	32.3101987	39	136	15.1789478	0	2	2.9628528	4	12	1.5697913	2.0558931	
Daisy	4	0.56998%	10	16	17.3511	19	20	2.325513	77	108	117.1739008	125.891759	155	11.4805342	0	20	30.030387	36.3850319	122	14.9518986	0	2	3.0483175	4	11	1.5585744	2.0038247	
Daisy	0	45.25164%	1	1	1	1	1	0	60	66	67.0243779	68	78	2.0923758	0	25.6158342	35.5800033	41.9996233	147	15.0849767	0	1	2.0345548	3	11	1.3200821	2.4734692	
Boo	1	20.45416%	2	5.9993151	10.2915305	14.9997139	20	5.3164005	22	83.9960683	94.3581795	104.9975544	160	15.4352205	0	23	33.5463857	40.9728693	140	15.1404928	0	1	2.3033329	3	12	1.4538855	2.5236255	
Boo	2	8.23002%	3	11	14.0532985	17.9947938	20	4.1364559	35	95.9997064	107.8474779	119.4986155	181	17.003833	0	24	34.4364485	41.5945599	145	15.167691	0	1.99342	2.6336364	4	11	1.5286809	2.2924391	
Boo	3	1.88736%	4	13.9992994	15.8357457	19	20	3.3323666	49	107.4949535	120.0262907	132.7909514	191	18.2747588	1	24.4608281	35.5843294	43	138	15.5484464	0	2	2.8687479	4	12	1.5641935	2.1414886	
Boo	4	0.55008%	6	15	16.7140052	19	20	2.866772	62	120.8730932	134.2682882	147.7969653	207	19.7494425	0	24	35.384635	43.9198305	142	16.5693406	0	2	2.8923429	4	11	1.562195	2.113838	
Boo	0	68.87838%	1	1	1	1	1	0	12	70	79.0975833	88	132	13.1525959	0	21	30.1719654	36	140	14.1842732	0	1	1.7402381	2.4668537	10	1.2728017	2.8931758	
