Character	AllyCount	Frequency	Min Turn Gained	1st Quartile Turn Gained	Avg Turn Gained	3rd Quartile Turn Gained	Max Turn Gained	Turn Gained SD	Min Distance	1st Quartile Distance	Distance Avg	3rd Quartile Distance	Max Distance	Distance SD	Min Coins	1st Quartile Coins	Coin Avg	3rd Quartile Coins	Max Coins	Coin SD	Min Stars	1st Quartile Stars	Star Avg	3rd Quartile Stars	Max Stars	Stars SD	Average Place
Boo	4	0.2424%	11	17	17.9051155	20	20	2.0209481	69	115	126.7887789	139	177	17.9948179	13	53	63.9183168	73.8	123	14.8024091	0	4	5.2607261	7	12	2.0265585	2.8853135	
Boo	3	1.5426%	8	15	16.8028011	19	20	2.6633929	62	104	116.0794762	128	179	16.7860612	18	57	67.8804616	77.9656808	146	16.1180085	0	4	5.5026579	7	14	2.1069608	2.745365	
Boo	2	7.2974%	6	12	14.9713292	18	20	3.5726245	43	93	104.2881574	115.393814	161	16.146215	13	58	69.4930249	79.9418509	157	16.407706	0	4	5.5119906	7	16	2.1494094	2.7502672	
Boo	1	19.7332%	3	7	11.1958037	15.1277979	20	4.9334043	25	81.4860265	91.9052257	102.0402281	152	15.137484	13	59.0988027	70.8825127	80.9985879	171	16.6310632	0	4	5.3506274	7	15	2.1280703	2.8255934	
Boo	0	71.1844%	1	1	1	1	1	0	19	70.926917	79.7110181	89	132	13.2448212	12	54.1236785	66.0785003	75.9988003	184	16.7034489	0	4	5.4508235	7	15	2.0608994	2.8260771	
Bowser	4	0.7916%	8	16	17.3567458	19	20	2.4323217	71	134.69161	151.1465387	167.5102041	235	24.3897681	12	54	65.4580596	76.1632653	142	17.0972646	0	4	5.5699848	7	15	2.1045269	2.7458312	
Bowser	3	4.4122%	6	14	15.9988854	19	20	3.1839523	51	120.5648474	136.6838312	152.7727307	231	23.5994787	12	54.9246032	67.0791442	78	171	17.8900006	0	4	5.6667875	7	14	2.1403706	2.6941208	
Bowser	2	14.8726%	4	10	13.4912435	17	20	4.2512374	36	107.9600181	123.6700375	139	217	22.9081434	6	57.1222098	70.2369189	82	160	18.646242	0	4	5.6447696	7	15	2.1770788	2.7077848	
Bowser	1	29.0898%	2	4	8.6698179	13	20	5.5916934	22	94.518085	109.4433238	124.3776227	191	21.9378456	6	56.4559328	69.9155099	81.9988742	175	19.1883442	0	4	5.1837964	7	17	2.1675317	2.9058845	
Bowser	0	50.8338%	1	1	1	1	1	0	5	77.9855533	91.6057859	104.9074126	175	19.6561908	0	46.1726184	58.859916	69.9982032	178	18.0345601	0	3	4.1637336	5	14	2.0639292	3.2927619	
Bowser Jr	4	0.9368%	10	16	17.719684	19.6449704	20	2.1323094	64	105	117.6737831	129.4792899	190	18.0737384	21	64	77.9058497	88.7869822	189	20.4306406	0	6	7.7312126	9	17	2.2977822	1.9135354	
Bowser Jr	3	6.4276%	6	14.9702918	16.4933735	19	20	2.8717441	50	92.7173738	104.7552119	116	192	17.197139	11	65.8409187	80.0176116	91.7257412	210	21.1902868	0	6	7.3659531	9	17	2.2898107	2.0055386	
Bowser Jr	2	23.5704%	4	11	14.2504946	17.7564929	20	3.8601665	34	81	92.4958253	103.0098026	168	16.4416894	14	69	83.9817228	96.1871235	223	21.6744371	0	6	7.1637308	9	18	2.2267566	2.0609663	
Bowser Jr	1	50.9896%	2	5	9.3012973	12.988288	20	4.8366788	26	70	80.5786239	90.9803835	165	15.1896026	7	69.6674721	85.0659311	97.9990781	230	22.6365252	0	5	6.1417701	8	16	2.2247972	2.4190737	
Bowser Jr	0	18.0756%	1	1	1	1	1	0	26	58.726678	67.3367412	76	128	12.9047795	11	76.9905564	93.2121202	106.9713411	239	23.895098	0	4	5.2854234	7	15	2.1578003	2.7209498	
Daisy	4	0.517%	12	17	18.1218569	20	20	1.8027075	84	109	116.5508704	125	143	10.2025059	30	72	84.6096712	94	184	18.4075205	2	7	8.2375242	10	17	2.2997906	1.7794971	
Daisy	3	4.5124%	10	14	16.3857717	19	20	2.7761248	73	95	103.1690896	111.1796255	134	11.0629588	25	75.9957414	88.7686375	98.9442551	207	19.3189493	0	7	8.2565819	10	17	2.2227045	1.7246255	
Daisy	2	24.7972%	7	12	14.4550904	18	20	3.6935696	67	84	91.6422661	99	122	10.4007605	24	76	88.8127611	98.9518597	212	18.8824214	0	6	7.6248205	9	16	2.1075191	1.8918426	
Daisy	1	34.9266%	4	6	10.3902572	14.301343	20	4.8515143	62	71	77.988347	84	103	7.9950428	21	76	89.7093963	101.0147733	233	20.3708056	0	6	6.9816701	8	15	1.9844504	2.1000727	
