Character	AllyCount	Frequency	Min Turn Gained	1st Quartile Turn Gained	Avg Turn Gained	3rd Quartile Turn Gained	Max Turn Gained	Turn Gained SD	Min Distance	1st Quartile Distance	Distance Avg	3rd Quartile Distance	Max Distance	Distance SD	Min Coins	1st Quartile Coins	Coin Avg	3rd Quartile Coins	Max Coins	Coin SD	Min Stars	1st Quartile Stars	Star Avg	3rd Quartile Stars	Max Stars	Stars SD	Average Place
Boo	0	27.12%	1	1	1	1	1	0	27	68.75	77.2367257	86	116	13.1605978	6	34.4166667	50.4786136	63.3333333	161	22.5060526	0	1	2.2603245	3	8	1.4061353	2.9579646	
Boo	1	30.68%	2	6	10.1303513	14	20	4.9052237	32	81	91.666884	102.3877551	135	15.296649	12	40	55.5638853	68	170	22.4056946	0	1.4081633	2.63103	4	8	1.5807601	2.8044329	
Boo	2	23.38%	3	9.34	13.0668246	17	20	4.4502291	48	92.19	104.9315654	116.65	157	17.2745783	9	40	56.3413174	68.79	162	22.9282142	0	2	3.0940975	4	9	1.7093436	2.5551754	
Boo	3	12.34%	5	13	15.2678002	18	20	3.528616	62	105	117.7666126	130	167	18.5296815	11	39	54.5526742	67	127	21.2527637	0	2.125	3.7504052	5	9	1.8199161	2.2301459	
Boo	4	6.48%	7	15	16.5401235	19	20	2.9619388	85	121	135.2530864	150	188	19.6185261	12	38	52.845679	65	131	20.4104703	0	3	4.2438272	5	9	1.7618537	2.0123457	
Bowser	0	28.92%	1	1	1	1	1	0	36	77.2083333	91.2510373	105	151	19.8695586	9	33.2083333	44.7863071	53.9722222	123	16.3477292	0	1	2.246888	3	9	1.4901384	3.0656985	
Bowser	1	26.02%	1	4	8.0835678	11.6204986	20	5.1502517	32	93.1180556	107.311299	122.1041667	178	21.193137	12	38.8541667	50.3335895	60	113	16.5883196	0	2	2.848578	4	8	1.6282408	2.765565	
Bowser	2	25.14%	2	9.3863636	12.8659565	16	20	4.3121397	45	106	120.6634845	135.86	184	22.1792196	12	40	51.699284	61	130	16.3772726	0	2	3.3802705	4.79	10	1.7749765	2.4781225	
Bowser	3	13.52%	5	13	15.311245	18	20	3.4897316	70	117	133.0177515	149	223	23.3767632	13	39	49.7662722	59.5	116	15.69594	0	3	3.9319527	5	11	1.7878907	2.1642012	
Bowser	4	6.4%	8	15	16.6625	19	20	2.8237553	86	132	150.64375	169	216	25.1439224	16	37	49.328125	59	117	17.1741582	0	3	4.228125	5	10	1.8237555	1.965625	
Bowser Jr	0	9.28%	1	1	1	1	1	0	35	60	68.9784483	77	108	13.0674464	27	47	60.9137931	71	126	18.206819	0	1	2.5107759	4	7	1.4202554	2.7198276	
Bowser Jr	1	30.66%	2	4	8.0485009	11	20	4.5790463	32	71	81.0984997	91	132	15.1771906	19	45	58.8049576	69.4132653	184	19.3574992	0	2	2.6477495	4	8	1.5332337	2.6718852	
Bowser Jr	2	33.48%	4	9.67	12.9317349	16	20	4.1669699	48	82	93.3548387	104.046875	144	16.2647824	11	43.421875	56.9814815	68	135	18.7175833	0	2	3.135006	4	10	1.7097459	2.4832736	
Bowser Jr	3	17.76%	6	13	15.5831452	18.2291667	20	3.3675143	57	92	105.3130631	117.0555556	172	18.029723	19	43	56.0810811	66	143	19.3483408	0	2	3.652027	5	9	1.8094709	2.2421171	
Bowser Jr	4	8.82%	7	15	16.9047619	19	20	2.6726124	56	105	119.4761905	133	187	18.9629069	11	39	52.5419501	63	151	20.2507789	0	3	4.3197279	6	10	1.7637817	1.9387755	
Daisy	0	8.68%	1	1	1	1	1	0	61	65	66.4723502	68	73	2.2185686	18	49	63.1036866	73	148	20.1309271	0	1	2.3387097	3	8	1.3822523	2.8525346	
Daisy	1	24.72%	2	3	6.7798949	9	20	4.6916715	63	74.18	81.170712	88	104	8.5970088	20	45	61.3381877	73.86	172	22.0929311	0	1	2.5962783	4	8	1.5087509	2.6885113	
