Character	AllyCount	Frequency	Min Turn Gained	1st Quartile Turn Gained	Avg Turn Gained	3rd Quartile Turn Gained	Max Turn Gained	Turn Gained SD	Min Distance	1st Quartile Distance	Distance Avg	3rd Quartile Distance	Max Distance	Distance SD	Min Coins	1st Quartile Coins	Coin Avg	3rd Quartile Coins	Max Coins	Coin SD	Min Stars	1st Quartile Stars	Star Avg	3rd Quartile Stars	Max Stars	Stars SD	Average Place
Boo	0	21%	1	1	1	1	1	0	34	70	78.7447619	88	121	12.9060191	6	27.78125	42.1190476	52.375	157	20.4206739	0	1	2.0228571	3	7	1.401853	3.1285714	
Boo	1	28.56%	1	1	4.7053165	7	20	5.2261027	53	88	99.1659664	111	146	16.2752425	5	37	52.1785714	65	160	20.9969229	0	2	3.0735294	4	11	1.7579908	2.5763305	
Boo	2	28.78%	2	7	10.8378271	15	20	4.9663687	63	103	114.7289785	127	164	17.3468139	6	37.0416667	51.9951355	63.6805556	150	20.4617809	0	2	3.7859625	5	10	1.8774246	2.2626824	
Boo	3	17.22%	4	11	14.3758079	18	20	4.0310483	81	116.9722222	130.0441347	142	186	18.5365359	9	38	53.7142857	66	152	21.4882329	0	3	4.6376307	6	12	1.9698484	1.9082462	
Boo	4	4.44%	6	14	16.3578947	19	20	3.1929169	86	126	138.9954955	153	197	19.1312437	12	34	47.1126126	57	115	17.8580722	0	3	4.7252252	6	10	1.9798976	1.8468468	
Bowser	0	39.64%	1	1	1	1	1	0	26	78	90.8940464	103.6296296	157	19.3607443	6	33.1851852	48.7613522	61.037037	178	21.985296	0	1	2.70333	4	9	1.7351879	2.7981837	
Bowser	1	30.5%	2	5	9.4294235	14	20	5.3518813	34	90	104.6367213	119	168	21.0849763	5	37.6683673	54.2354098	67.0255102	169	23.2397129	0	2	3.3259016	5	10	1.8474665	2.4662295	
Bowser	2	19.5%	3	10	13.277294	17	20	4.389081	47	106	121.5405128	136.5625	189	22.3060334	7	39	54.7938462	68.671875	152	22.4073148	0	3	4.0523077	5	11	2.0072515	2.1487179	
Bowser	3	8.34%	5	13	15.5	19	20	3.4500014	72	122	138.6235012	156	230	25.1315908	8	39	54.6522782	66	141	22.2737805	0	3	4.6714628	6	11	2.1557966	1.9448441	
Bowser	4	2.02%	8	16	16.8984375	19	20	2.5975946	101	129	147.0990099	164	221	23.4413128	18	38	53.2574257	63	118	22.3892891	1	4	5.0990099	6	12	2.0705619	1.8613861	
Bowser Jr	0	17.44%	1	1	1	1	1	0	34	59	68.4162844	77	112	12.9786296	12	41	55.3577982	66	154	20.0458296	0	1	2.4713303	3	7	1.4000669	2.8383028	
Bowser Jr	1	35.94%	2	2	6.8682171	10.8454106	20	5.429122	38	71.0078125	81.7723984	93	143	15.4836678	12	39.2734375	53.9087368	65.0546875	146	20.4023119	0	2	3.0567613	4	10	1.6408479	2.5281024	
Bowser Jr	2	28.32%	3	8	11.9382239	16	20	4.799413	49	85	96.269774	107.8611111	156	16.9057487	6	39	53.5240113	64.4166667	146	20.5832536	0	2	3.7768362	5	10	1.8237061	2.1935028	
Bowser Jr	3	14.7%	5	12	14.7289617	18	20	3.9150519	60	101	112.3741497	123.8611111	173	17.8482686	15	38	51.5238095	62	141	20.2548166	0	3	4.5510204	6	12	1.8479026	1.862585	
Bowser Jr	4	3.6%	6	14	16.2284483	19	20	3.1859689	71	111	122.4388889	135	168	19.7124224	16	33	47.2444444	56	113	19.3475873	1	4	5.0666667	6	11	1.896195	1.7666667	
Daisy	0	24.72%	1	1	1	1	1	0	61	65	66.5978964	68	74	2.1409013	12	41	54.5817152	64.18	127	18.7472705	0	1	2.4126214	3	8	1.3834327	2.8341424	
Daisy	1	39.98%	4	6	10.174017	13.775	20	4.6214	62	72	78.1870935	84	96	7.6532542	13	36.9814815	49.7338669	59.5526316	153	17.9988941	0	2	2.7188594	4	10	1.5212352	2.7353677	
Daisy	2	22.84%	5	10.1054688	13.6696884	17	20	4.1874241	66	83	90.3029772	97.84	122	10.4734327	6	36	49.6243433	59.92	128	18.5674291	0	2	3.3957968	4	10	1.6663718	2.3712785	
Daisy	3	9.9%	7	13	15.3980738	18	20	3.4523302	71	94	103.8505051	113	149	13.6275818	9	34	47.8646465	59	112	19.4559295	0	3	4.1737374	5	10	1.8318499	2.040404	
Daisy	4	2.56%	9	15	16.8333333	19	20	2.5263568	88	105	115.890625	125	151	12.8167581	12	29	42.859375	54	100	18.8322091	1	3	4.859375	6	10	1.7841944	1.859375	
Diddy Kong	0	54.4%	1	1	1	1	1	0	7	56	67.1330882	77	112	15.4740749	5	33	48.7058824	61	145	21.6123323	0	1	2.3683824	3	8	1.4004832	2.8349265	
Diddy Kong	1	29.06%	2	8	12.0609649	16	20	4.7862433	35	71	82.5870613	94	142	16.8117842	9	37	54.0399174	67.4791667	141	22.8455674	0	2	3.1438403	4	9	1.5968261	2.4748796	
Diddy Kong	2	12.04%	5	13	15.0519952	18	20	3.6342393	47	83	95.5913621	108	166	18.1914639	10	40	58.2840532	72.25	159	24.0378448	0	3	4.1229236	5	11	1.8394458	2.0299003	
Diddy Kong	3	3.9%	7	15	16.5111111	19	20	2.9771144	54	96	109.0923077	123	161	20.5104524	21	41	58.1230769	71	166	23.5608374	1	3	4.7435897	6	10	2.016826	1.7897436	
Diddy Kong	4	0.6%	8	16	17.255814	19	20	2.6067267	76	99	116.6666667	135	160	20.3327869	20	35	54.0666667	62	131	23.3208538	1	4	5.3333333	7	10	2.1186998	1.4666667	
Donkey Kong	0	53.74%	1	1	1	1	1	0	10	50	62.7577224	80	130	20.6289754	0	35	49.8969111	61	141	21.2642513	0	2	2.800521	4	10	1.6318243	2.704131	
Donkey Kong	1	25%	2	5	9.2360571	13	20	5.1222459	20	66.6	82.3096	97.04	173	23.0228962	0	45	62.0616	76	151	23.5826081	0	2	3.4704	5	11	1.7909561	2.3576	
