Character	AllyCount	Frequency	Min Turn Gained	1st Quartile Turn Gained	Avg Turn Gained	3rd Quartile Turn Gained	Max Turn Gained	Turn Gained SD	Min Distance	1st Quartile Distance	Distance Avg	3rd Quartile Distance	Max Distance	Distance SD	Min Coins	1st Quartile Coins	Coin Avg	3rd Quartile Coins	Max Coins	Coin SD	Min Stars	1st Quartile Stars	Star Avg	3rd Quartile Stars	Max Stars	Stars SD	Average Place
Boo	0	19.483%	1	1	1	1	1	0	27	70	78.8492532	88	130	13.2411496	0	30	45.001663	56.1714787	203	20.539714	0	1	2.1233486	3	10	1.4790287	3.049592	
Boo	1	28.8954%	1	1	4.5783748	6	20	5.1332185	29	88	98.767174	109.9979564	154	15.7984434	0	38.3115321	53.2789856	64.9902877	202	20.9977631	0	2	3.0441593	4	12	1.7588676	2.5604491	
Boo	2	28.5798%	2	6	10.7399732	15	20	5.1186305	38	102.9579873	114.2986095	126	181	17.2017862	1	39	53.829425	65.542156	206	20.743033	0	2	3.8182073	5	15	1.9166667	2.2061316	
Boo	3	18.0008%	4	11	14.0733016	17.9995121	20	4.1527442	54	117.9994226	131.1674259	144	212	19.0594208	3	39	53.7478668	65.2720506	213	20.6535009	0	3	4.5295431	6	15	2.0203853	1.917537	
Boo	4	5.041%	5	14	15.9501465	19	20	3.3479548	66	129.7129441	142.8065463	156.2571055	213	19.6797235	0	34	48.2558619	59	170	19.6577086	0	3	4.8207499	6	14	2.0570339	1.8444753	
Bowser	0	38.5826%	1	1	1	1	1	0	14	76.9872114	90.7783457	103.9923977	172	19.6399622	0	32	46.6763515	57.9514211	193	20.1780912	0	1	2.5371489	4	12	1.6792043	2.8812263	
Bowser	1	31.2888%	2	5	9.3488458	13.2178289	20	5.2277193	19	91.2061338	105.9142249	120.5586133	195	21.4425274	0	36.9921968	51.7904745	63.4089025	183	20.8175721	0	2	3.211654	4	14	1.8738257	2.5369078	
Bowser	2	19.7908%	3	10	13.3640262	17	20	4.3572482	32	104.9880123	120.6535562	135.9904944	207	22.7038667	3	38.1504917	53.0751561	64.7918307	259	20.6900419	0	2	3.8807021	5	15	2.0136835	2.2329264	
Bowser	3	8.4194%	4	13	15.5697924	18	20	3.4522652	40	120.1085197	136.8632444	153.5482704	227	24.2062297	3	38.5925557	53.3162458	64.9455007	181	20.7052387	0	3	4.5098226	6	13	2.0977841	1.9701641	
Bowser	4	1.9184%	5	15	16.8125782	19	20	2.8391097	66	131.0927133	147.8319433	164.9230083	237	24.8109178	3	34.4095622	48.7014178	60.0375774	151	19.7612439	0	3	4.7592786	6	13	2.1237559	1.9039825	
Bowser Jr	0	18.2776%	1	1	1	1	1	0	29	59	67.9727864	76	126	12.789312	9	42	56.7085175	67.8830045	205	20.3782188	0	1	2.395982	3	11	1.4481761	2.8206876	
Bowser Jr	1	34.5212%	2	2	6.6397071	10	20	5.3772314	26	71.0726803	82.0690474	92.0854345	147	15.284964	6	39.9950093	54.6596526	65.9602844	199	20.519336	0	2	2.9622087	4	11	1.6353185	2.5596387	
Bowser Jr	2	28.0372%	3	8	11.9743396	16	20	4.7555832	35	84.9938501	96.5008417	107.983713	170	16.7742916	6	39.711823	54.2281112	65.6245237	193	20.4455813	0	2	3.7338393	5	12	1.8208403	2.2109126	
Bowser Jr	3	15.0728%	4	12	14.7445105	18	20	3.8380794	44	99.9395409	112.4661377	124.9743437	195	18.3956232	4	38.4895126	53.125272	64.4686315	201	20.45023	0	3	4.5350963	6	13	1.9437931	1.8907436	
Bowser Jr	4	4.0912%	5	14	16.3096905	19	20	3.1238824	52	109.9416667	122.8776887	135.969697	202	18.9548431	5	34	47.9370845	58.5505142	175	19.587564	0	4	4.9376711	6	13	1.9460299	1.7675499	
Daisy	0	23.56%	1	1	1	1	1	0	60	65	66.6060526	68	75	2.0868801	6	42.9964778	57.7917742	69.0372786	215	20.9137333	0	1	2.3295161	3	9	1.3821877	2.8321222	
Daisy	1	40.0382%	4	6	10.0256855	13	20	4.5926895	60	72	78.3247249	84.4042016	101	7.5716602	3	39.3337037	54.0037264	64.9926631	210	20.352855	0	2	2.7067051	4	10	1.5214632	2.6767787	
Daisy	2	22.6864%	5	10	13.3800526	17	20	4.3683187	62	83	90.6122611	98	126	10.6829293	3	37.9700135	52.1236424	62.9880225	213	20.331339	0	2	3.365664	4	13	1.7064816	2.380554	
