Character	AllyCount	Frequency	Min Turn Gained	1st Quartile Turn Gained	Avg Turn Gained	3rd Quartile Turn Gained	Max Turn Gained	Turn Gained SD	Min Distance	1st Quartile Distance	Distance Avg	3rd Quartile Distance	Max Distance	Distance SD	Min Coins	1st Quartile Coins	Coin Avg	3rd Quartile Coins	Max Coins	Coin SD	Min Stars	1st Quartile Stars	Star Avg	3rd Quartile Stars	Max Stars	Stars SD	Average Place
Boo	0	73.8%	1	1	1	1	1	0	31	70.4412955	79.3539295	88.42625	119	13.1005882	22	57.4723347	72.3905149	84.01625	191	21.2105605	0	4	5.8804878	7	14	2.1465479	2.6116531	
Boo	1	18.18%	3	7	11.1755725	16	20	5.0171932	45	82	92.2717272	102.4107143	142	14.9446313	29	61	75.1848185	87	157	20.0464518	0	4	5.650165	7	13	2.2399396	2.7205721	
Boo	2	6.56%	6	12	15.0473815	18	20	3.6286817	55	92	103.0823171	114	146	16.1780091	34	62	73.4603659	83	141	18.3946808	1	5	6.0121951	8	13	2.2154882	2.4664634	
Boo	3	1.22%	10	14	16.2465753	19	20	2.8754074	77	105	117.442623	126	160	16.1727605	25	66	73.7377049	85	131	18.373093	2	5	6.2622951	7	12	2.187158	2.2131148	
Boo	4	0.24%	13	16	17.6666667	20	20	2.2484563	107	127	134.6666667	138	177	16.3367343	29	55	70	94	118	26.2106848	2	3	5.5	8	9	2.5	2.4166667	
Bowser	0	49.78%	1	1	1	1	1	0	23	78	91.2113299	104.6475694	154	19.5592951	10	46	58.2808357	69	148	17.7392694	0	3	4.1329851	5	12	2.0682394	3.3085577	
Bowser	1	30.1%	2	4	8.6730386	13	20	5.4869079	39	95.1377551	109.5169435	123.0765306	187	21.1857129	19	57	70.5368771	83.0510204	151	19.470093	0	4	5.2644518	7	12	2.1285511	2.8750831	
Bowser	2	14.6%	4	10	13.5069583	17	20	4.2481959	49	109	123.3630137	137	195	22.0936612	25	57	70.5041096	82	147	18.9138091	0	4	5.7	7	13	2.224798	2.7013699	
Bowser	3	4.62%	7	14	15.7210145	19	20	3.2086376	74	123	138.6796537	155	198	23.7714856	22	51	65.030303	77	131	18.9063296	0	4	5.6969697	7	12	2.2203193	2.7186147	
Bowser	4	0.9%	11	17	17.6	20	20	2.388863	93	145	158.4888889	174	207	24.0606846	45	53	63.5111111	69	99	13.0343516	2	4	5.6222222	7	12	2.1425726	2.7333333	
Bowser Jr	0	19.12%	1	1	1	1	1	0	34	58	66.9958159	75.9375	111	12.6079433	18	75.75	90.5763598	103	197	22.5204562	0	4	5.1192469	7	11	2.1278208	2.8263598	
Bowser Jr	1	50.22%	2	5	9.3214639	13	20	4.8274401	32	69.955	80.3337316	90.465	140	15.2500509	23	67.685	81.9442453	93.8830769	178	20.9416724	0	4.505	5.9757069	7	13	2.1454033	2.5065711	
Bowser Jr	2	22.7%	4	11	14.2765819	17.1530612	20	3.8070496	47	81	92.2881057	104	160	16.437327	37	69	81.8185022	92.38	167	19.5099119	1	6	7.0299559	8	15	2.1725118	2.1453744	
Bowser Jr	3	6.98%	8	14	16.6231156	19	20	3.0056343	53	93	104.286533	116	142	16.4464353	25	64	77.0773639	89	134	18.0231395	0	6	7.1948424	9	13	2.177477	2.1575931	
Bowser Jr	4	0.98%	12	16	17.4897959	19	20	2.1582537	79	110	118.4693878	132	146	15.8669237	36	62	78.1632653	92	135	21.1624879	3	7	8.244898	10	13	2.1336049	1.7142857	
Daisy	0	34.42%	1	1	1	1	1	0	63	65	66.6920395	68	74	1.8629357	33	82.1054688	98.2231261	111.8828125	214	23.3733848	1	6	6.9517722	8	13	1.9575681	2.0668216	
Daisy	1	35.54%	4	6	10.368405	14.3771626	20	4.8617033	62	71.6484375	78.2155318	84	100	8.0491754	33	77	91.7917839	104.1054688	198	21.7211436	1	6	7.1029826	9	14	2.0827229	2.0450197	
Daisy	2	24.98%	7	12	14.5419441	18	20	3.7436904	68	84	91.4483587	99	117	10.5556939	47	76.19	90.4795837	101	185	20.4929586	2	6	7.7598078	9	14	2.1087227	1.8206565	
Daisy	3	4.56%	11	14	16.2766798	19	20	2.8078324	81	97	104.127193	112	128	10.8581991	46	75	91.5570175	102	179	22.9937309	3	7	8.5833333	10	14	2.2705366	1.5833333	
Daisy	4	0.5%	13	17	17.76	19	20	2.0838426	100	115	119.84	126	136	9.3495668	35	69	79.84	88	124	19.6625126	4	6	8.08	9	12	2.0769208	1.76	
Diddy Kong	0	98.16%	1	1	1	1	1	0	14	56	69.7561125	80.6536351	119	15.6119343	24	51	63.2950285	72	183	17.8902112	0	4	5.0450285	6	12	1.7036473	3.0124287	
Diddy Kong	1	1.28%	8	12	14.2826087	16	20	2.5508996	49	78	88.4375	95	122	13.4755276	27	53	67.015625	78	142	19.0677183	1	3	4.140625	5	9	1.7308523	3.09375	
Diddy Kong	2	0.5%	12	16	17.3571429	19	20	2.1911231	70	86	99.52	112	130	15.6872432	40	53	67.68	76	115	16.4115082	1	3	4.6	6	8	1.6733201	3.28	
Diddy Kong	3	0.04%	17	17	18.3333333	20	20	1.2472191	101	101	105.5	110	110	4.5	55	55	55.5	56	56	0.5	5	5	5.5	6	6	0.5	3	
Diddy Kong	4	0.02%	20	20	20	20	20	0	118	118	118	118	118	0	65	65	65	65	65	0	5	5	5	5	5	0	2	
Donkey Kong	0	91.88%	1	1	1	1	1	0	0	50	64.7322595	80	160	20.460101	14	49	62.5322159	74	164	19.631364	0	4	5.7699173	7	15	2.0760363	2.5694384	
Donkey Kong	1	6.86%	7	13	15.1059113	18	20	3.2026951	60	77	91.1107872	104	156	18.795337	27	60	73.7580175	87	168	21.6053197	1	5	6.4110787	8	14	1.9535703	2.3090379	
Donkey Kong	2	1.14%	12	16	17.4603175	19	20	2.0301333	68	89	100.9649123	113	141	16.1950446	36	57	71.6491228	82	134	20.8044287	2	5	6.2982456	8	11	2.2630899	2.5087719	
Donkey Kong	3	0.12%	16	18	18.6666667	20	20	1.3743685	96	98	108.5	117	126	10.4203327	77	77	90.5	101	118	14.7167705	3	5	6.1666667	8	8	1.771691	2.1666667	
Donkey Kong	4	0%	0	NaN	0	NaN	-∞	0	0	NaN	0	NaN	-∞	0	0	NaN	0	NaN	-∞	0	0	NaN	0	NaN	-∞	0	0	
Dry Bones	0	44.98%	1	1	1	1	1	0	40	65	71.5629169	80	105	10.8135364	42	79.464876	95.1427301	107.7334711	190	21.9449895	0	4	5.8781681	7	13	2.1869716	2.4984438	
Dry Bones	1	36.86%	3	5	9.651036	14	20	5.4012733	37	70	81.3423766	91	127	15.5498422	32	71	85.4986435	97	211	21.0392335	0	5	6.5051546	8	15	2.1362567	2.2864894	
Dry Bones	2	13.88%	6	11	14.0605727	17	20	3.9288368	55	84	95.9971182	108	148	17.3207574	27	66	80.0677233	93	176	21.3831459	1	6	7.167147	9	15	2.3481586	2.0634006	
Dry Bones	3	3.82%	9	15	16.364486	19	20	2.9573053	67	97	111.3298429	125	150	18.69572	34	65	80.4554974	94	162	21.0336768	2	6	7.4450262	9	14	2.3280362	1.9371728	
Dry Bones	4	0.46%	11	16	17.5652174	19	20	2.481691	73	105	117.6956522	130	166	19.4051423	51	60	72.8695652	83	106	15.9409354	3	6	7.5652174	9	13	2.4105941	2.173913	
Goomba	0	40.84%	1	1	1	1	1	0	23	52	58.7629775	66	90	10.3855471	26	64	76.5920666	87.06	173	18.4098139	0	4	5.3873653	7	12	1.8947055	2.7262488	
Goomba	1	40.44%	3	6	10.5114943	15	20	4.9739385	32	63.935	73.0959446	82.665	112	13.7167796	28	74.105	88.1394659	99.99	181	19.501714	0	5	6.379822	8	13	2.096615	2.3536103	
Goomba	2	15.42%	6	11.9375	14.607906	18	20	3.7229224	39	76	85.9922179	96	126	14.8856407	45	76	88.846952	100.6111111	167	18.9603293	2	6	7.2645914	9	12	2.0594357	2.0466926	
Goomba	3	2.74%	9	15	16.6545455	19	20	2.7801342	63	88	99.5109489	110	145	15.8786993	49	71	85.9051095	96	143	19.6468393	2	6	7.7591241	9	14	2.271774	1.8832117	
Goomba	4	0.56%	13	16	17.2857143	19	20	1.7291026	88	106	112.4642857	121	139	11.8245572	52	79	88.7142857	94	145	19.3959811	4	6	8.3571429	10	13	2.4815647	1.6428571	
Hammer Bro	0	57.36%	1	1	1	1	1	0	24	49.54	55.9501395	62.3694581	88	9.5203641	35	70	83.6816597	94.5816092	181	19.4633758	0	4	5.1321478	6.5172414	11	2.0667822	2.7988145	
Hammer Bro	1	30.5%	4	7	11.3161351	15	20	4.7839301	33	60	69.1436066	78	104	12.4239206	37	73.8010204	88.2236066	99.0255102	182	20.8179108	0	5	6.2859016	8	13	2.0165458	2.3665574	
Hammer Bro	2	9.58%	7	13	15.1878089	18	20	3.469469	29	71	79.9958246	90	122	13.6430786	43	74	88.5741127	102	150	19.0694325	1	6	7.1795407	9	13	2.0811107	2.0417537	
Hammer Bro	3	2.2%	11	16	17.25	19	20	2.414151	61	79	92.0090909	102	125	15.323479	43	72	85.7909091	95	148	18.7728505	2	6	7.7181818	9	15	2.2079683	1.8272727	
Hammer Bro	4	0.36%	14	16	17.4444444	19	20	1.9212907	80	98	110	120	128	13.4122664	46	78	88.7222222	110	119	21.3145896	1	7	8.2777778	10	12	2.4901039	1.8333333	
Koopa	0	28.26%	1	1	1	1	1	0	35	58	68.5279547	78	115	13.819024	29	73	90.0077849	104	196	24.0457354	0	4	5.6178344	7	14	2.2660344	2.6171267	
Koopa	1	41.46%	4	6	10.1865068	14	20	4.7664795	39	67.025	78.7351664	90	132	15.789492	28	71.0225	86.6806561	99.9375	189	22.7271043	0	5	6.2054993	8	13	2.2446224	2.3873613	
Koopa	2	23.68%	6	12	14.5568032	18	20	3.7609914	48	79	90.7314189	101.5	149	16.9143957	23	68.82	83.9831081	96	185	22.6624329	0	5	6.8201014	8	14	2.2153262	2.1925676	
Koopa	3	5.72%	9	15	16.7454545	19	20	2.6380768	58	89	100.958042	112	158	17.1357697	27	62	78.2902098	91	162	21.8923712	2	6	7.2167832	9	15	2.2396299	1.9755245	
Koopa	4	0.88%	13	16	17.4772727	19	20	1.9480601	78	100	113.2954545	127	189	21.7251211	41	64	76.5909091	89	113	17.8291362	3	6	7.6818182	9	14	2.203022	1.9545455	
Luigi	0	45.12%	1	1	1	1	1	0	33	63.4421488	71.3453014	79	115	11.2233137	49	78	92.7557624	104.1239669	185	20.4587288	0	4	5.5403369	7	13	2.1594598	2.6285461	
Luigi	1	35.7%	3	6	10.2663994	14	20	5.1103801	42	72	81.3770308	91	128	13.9403945	24	68	83.2560224	96.1054688	207	21.7168434	0	5	6.177591	8	14	2.2148852	2.4140056	
Luigi	2	15.1%	5	11	14.4494265	18	20	3.8384066	43	82	93.7483444	105	149	16.3936745	30	66.0833333	80.0490066	91.5	170	21.0650581	1	6	7.0622517	8.25	14	2.1413848	2.1152318	
Luigi	3	3.42%	9	15	16.5	19	20	2.6651344	64	93	105.4912281	118	147	16.167026	36	65	76.994152	88	144	18.6068896	1	5	7.2631579	9	13	2.5559904	2.0643275	
Luigi	4	0.66%	11	16	17.5757576	19	20	2.1038248	87	108	119.6969697	133	154	15.565083	47	57	72.3636364	83	123	17.5098555	3	6	7.5757576	9	11	2.1181797	1.9393939	
Mario	0	22.72%	1	1	1	1	1	0	46	66	70.1628521	75	93	7.2389348	18	71	87.2367958	101.06	188	23.5582755	1	5	6.0140845	7	11	1.9782654	2.4709507	
Mario	1	46.12%	3	5	9.6319876	13	20	4.719697	52	76	83.6847355	91.0578512	119	10.7681512	28	73.1983471	88.4891587	101.0330579	205	22.5316606	0	5.0330579	6.9236774	8	14	2.1651829	2.114484	
Mario	2	25.2%	6	11	14.3671374	18	20	3.7199802	58	86.92	95.1206349	103.94	131	11.9546651	19	72	85.5984127	98	176	20.8218978	1	6	7.4293651	9	14	2.2280167	1.9746032	
Mario	3	5.14%	9	15	16.4731544	19	20	2.7073633	72	100	107.8326848	115	137	11.6394949	29	71	85.0856031	95	190	23.2012106	2	6	7.9883268	10	15	2.4166776	1.8715953	
Mario	4	0.82%	11	17	17.6829268	19	20	2.0652647	92	112	120.3170732	129	152	13.2083474	42	65	77.7073171	87	127	17.707989	3	6	7.5853659	9	12	2.2412498	2.0487805	
Monty Mole	0	34.16%	1	1	1	1	1	0	29	60	65.9713115	72	95	9.0854516	30	64	76.8571429	88	154	18.3290753	0	4	5.2757611	7	11	1.9760149	2.7974239	
Monty Mole	1	42.38%	3	5.9861592	10.1609964	14	20	4.9612922	34	70	78.9834828	87.8125	116	12.2679388	33	70	82.1000472	92.625	164	17.8621536	0	5	6.3133554	8	13	2.0859235	2.4129306	
Monty Mole	2	18.96%	6	11	14.4126172	18	20	3.8150209	53	83	92.9746835	102.875	137	13.5870142	34	70	82.2014768	93	194	17.8407311	1	6	7.1550633	9	14	2.2351728	2.1424051	
Monty Mole	3	3.9%	10	15	16.9644444	19	20	2.6946165	69	94	104.3692308	114	136	13.6842442	41	67	81.2102564	91	163	17.9792444	2	6	7.6615385	9	14	2.3090253	1.9282051	
Monty Mole	4	0.6%	12	18	18.0666667	19	20	1.7876117	86	109	118.4666667	129	145	13.4851358	47	64	73.3	81	100	12.1467417	4	6	8	9	14	2.0330601	1.7	
Normal Dice	0	26.88%	1	1	1	1	1	0	48	65	70.1696429	75.2222222	99	7.6572465	26	74	87.2581845	99.7777778	172	20.1774385	0	4	5.6495536	7	12	1.9899187	2.6116071	
Normal Dice	1	45.86%	3	5	9.8670678	13.6315789	20	4.8624796	45	75	82.9899695	90.927686	120	10.9994007	28	72.464876	85.8578282	97	162	19.2663029	0	5	6.5839512	8	14	2.1338844	2.2603576	
