Character	AllyCount	Frequency	Min Turn Gained	1st Quartile Turn Gained	Avg Turn Gained	3rd Quartile Turn Gained	Max Turn Gained	Turn Gained SD	Min Distance	1st Quartile Distance	Distance Avg	3rd Quartile Distance	Max Distance	Distance SD	Min Coins	1st Quartile Coins	Coin Avg	3rd Quartile Coins	Max Coins	Coin SD	Min Stars	1st Quartile Stars	Star Avg	3rd Quartile Stars	Max Stars	Stars SD	Average Place
Boo	1	19.2486%	3	7	11.2137608	15.5194059	20	4.9521529	28	81.5090311	91.8762196	102	155	15.066601	15	60	72.504286	82.9905369	190	17.8571163	0	4	5.4790167	7	16	2.1601276	2.7577486	
Boo	0	71.8882%	1	1	1	1	1	0	14	70.8643274	79.7192752	89	134	13.2706312	13	55.4642397	68.3223478	78.9093178	206	18.3572864	0	4	5.6040908	7	16	2.1063686	2.7476443	
Boo	4	0.2536%	10	16	17.7350158	19.98	20	2.153232	70	116	128.1403785	140	180	17.4812882	9	54.9	66.0835962	75	152	17.041079	0	4	5.4566246	7	13	2.1109999	2.7768139	
Boo	3	1.5322%	8	15	16.7528279	19	20	2.7276308	52	105	115.9408693	127	173	16.727342	13	57	68.9308184	79.0128446	181	17.4897413	0	4	5.5477092	7	15	2.177474	2.7200104	
Boo	2	7.0774%	5	12	14.9042784	18	20	3.5970421	38	93	104.1488965	115.3343462	165	16.2509119	13	58.9163136	70.9520445	81.1198947	180	17.7705502	0	4	5.5921949	7	15	2.1966892	2.7075762	
Bowser	1	28.9392%	2	4	8.6492263	13	20	5.5778159	16	94.3272819	109.315337	124.0104663	203	21.916564	6	57	71.1546069	83.8249901	188	20.0611512	0	4	5.2855711	7	16	2.1967907	2.8573216	
Bowser	0	50.7922%	1	1	1	1	1	0	3	77.9903561	91.5560381	104.7971017	176	19.6726452	0	47	60.282063	71.3716918	189	19.1034167	0	3	4.2454274	6	15	2.0998122	3.2546139	
Bowser	4	0.783%	8	16	17.3021711	19	20	2.4377581	73	134.8809524	151.3445722	167.0357143	236	23.9081265	19	53.7619048	66.3583653	77.2653061	166	17.9081537	0	4	5.6288633	7	14	2.1132519	2.706258	
Bowser	3	4.4232%	6	14	16.0187469	19	20	3.1670534	39	120.9875985	136.7183939	152.3977836	227	23.3756259	9	56	68.607117	80	187	18.9719277	0	4	5.784726	7	15	2.1533294	2.6346084	
Bowser	2	15.0624%	4	10	13.4869009	17	20	4.2393256	38	107.956274	123.6003426	138.9973336	213	22.8652929	7	58	71.7986908	83.9938223	190	19.8061588	0	4	5.7730641	7	18	2.227943	2.6534018	
