Character	AllyCount	Frequency	Min Turn Gained	1st Quartile Turn Gained	Avg Turn Gained	3rd Quartile Turn Gained	Max Turn Gained	Turn Gained SD	Min Distance	1st Quartile Distance	Distance Avg	3rd Quartile Distance	Max Distance	Distance SD	Min Coins	1st Quartile Coins	Coin Avg	3rd Quartile Coins	Max Coins	Coin SD	Min Stars	1st Quartile Stars	Star Avg	3rd Quartile Stars	Max Stars	Stars SD	Average Place
Boo	4	0.5098%	6	14	16.1737936	19	20	3.1135191	69	127.7736686	141.2475481	155.5991124	201	20.4677626	3	23	30.7838368	36	89	12.2604451	0	2	2.9603766	4	10	1.5672449	2.1596705	
Boo	3	1.7234%	5	12	15.1421279	18	20	3.6123934	60	112.7114158	125.7525821	139.0120536	188	19.1302423	3	24	32.6531275	39	110	12.5839237	0	2	3.0261112	4	10	1.5447795	2.1067657	
Boo	2	7.5816%	4	9	12.9646656	17	20	4.5084198	33	99.8629538	112.0763163	124.7979565	171	18.0279219	3	24	32.492772	38.9536189	109	12.6837752	0	2	2.8439116	4	10	1.5195034	2.224781	
Boo	1	17.5174%	2	3.3172186	8.768427	13	20	5.6178413	31	85.7196713	96.680432	107.9922786	157	16.185525	0	22.9252453	31.2093119	37.9760216	114	12.7366048	0	1	2.4747166	3	10	1.4580214	2.4737804	
Boo	0	72.6678%	1	1	1	1	1	0	14	70	79.1294026	88	134	13.2035063	0	21	29.0817473	35	123	12.3791423	0	1	1.8495895	3	10	1.3038592	2.8995263	
Bowser	4	1.4228%	6	14	16.2229407	19	20	3.1217993	72	136.9478659	155.0975541	173	251	26.2843662	3	21	29.4576891	35	113	12.5862879	0	2	2.7126792	4	9	1.5000101	2.3019398	
Bowser	3	4.368%	5	12	14.8051392	18	20	3.7416509	51	120.2957229	137.543544	154	228	24.6432389	0	23	31.6815018	37.8595742	114	13.0244637	0	2	2.7150641	4	10	1.5027424	2.2997711	
Bowser	2	13.5094%	4	10	13.211117	17	20	4.2259279	26	105.5422967	121.4867722	137.5639931	219	23.2068842	3	24	33.1742638	39.1433872	121	13.3438608	0	1	2.5484181	3	11	1.4828753	2.3979007	
Bowser	1	28.6762%	3	7	10.7484597	14.0700648	20	4.7194872	19	91.9744569	106.6297208	121.259961	193	21.6640918	3	24	33.6637769	40.3909578	126	13.9500636	0	1	2.3099504	3	10	1.4668379	2.5666511	
Bowser	0	52.0236%	1	1	1	1	1	0	12	76.9944415	90.8255715	103.996656	171	19.8577093	0	19.5496695	28.0926272	33.9938934	119	13.0857483	0	1	1.8878009	3	10	1.3669674	2.886613	
Bowser Jr	4	0.7044%	7	15	16.5962521	19	20	2.884285	60	107.9489489	123.3807496	138.1651652	201	21.3827005	3	21	28.9173765	34	91	11.1871306	0	2	3.129188	4	10	1.6026507	1.9991482	
Bowser Jr	3	2.4696%	4	13	15.2095778	18	20	3.6291801	48	94	107.9320538	121.2692308	181	19.7233868	0	24	31.4425008	36.9578595	111	12.0939798	0	2	3.0451085	4	10	1.5475373	2.0217849	
Bowser Jr	2	8.9898%	3	11	13.8474819	17	20	4.1977955	37	82	94.1778015	105.9544335	159	17.3618561	2	26	33.8668713	39	118	12.3834928	0	2	2.9458275	4	11	1.5181175	2.0800018	
Bowser Jr	1	34.1858%	2	6	10.4316024	14.1134951	20	5.0319323	26	69.5293825	80.272189	90.4674839	156	15.3097826	0	28.9692101	37.0891774	42.9914097	136	12.7644966	0	1.9817925	2.5572372	3	11	1.4458019	2.2777059	
Bowser Jr	0	53.6504%	1	1	1	1	1	0	20	57	65.7532991	73.9979989	129	12.7758284	2	32.996189	39.9915229	45	129	12.0265787	0	1	1.9982405	3	10	1.3106087	2.4731931	
Daisy	4	0.2922%	11	16	17.2532512	19	20	2.4408537	81	107	116.5776865	125	150	12.7731332	0	18.8958333	27.659822	33	98	13.5595104	0	2	3.3230664	4	9	1.5761555	1.9219713	
Daisy	3	1.5924%	8	13.91	15.8698928	19	20	3.240059	70	94	102.9820397	111.9632184	140	12.0803869	3	20	29.7668927	35.8393987	111	14.5682197	0	2	3.1514695	4	10	1.5179297	2.021477	
Daisy	2	5.2996%	6	11	14.2558392	18	20	3.9594941	65	85.9986467	92.6441241	100	123	10.0390552	3	24	33.7510001	40.0660911	123	15.2337947	0	2	3.112801	4	10	1.5444191	2.0398521	
Daisy	1	24.5354%	4	5.681866	10.2870717	14	20	5.2094245	60	73	79.6220563	86.1427347	102	8.0681232	0	25	35.6738998	42.0992234	128	15.4575658	0	2	2.6539694	4	10	1.4431156	2.2642549	
Daisy	0	68.2804%	1	1	1	1	1	0	60	65	66.7982964	68	76	2.0942675	0	22.7148447	32.6272752	38.9952227	139	15.1738658	0	1	2.1038893	3	9	1.3099545	2.5322552	
Diddy Kong	4	0.8746%	6	13	15.7317631	19	20	3.3159131	67	120.5655382	134.6252001	150.0097132	197	21.3373838	8	29	38.0544249	44.0194265	108	13.6650253	0	2	3.1511548	4	9	1.6048667	1.9023554	
Diddy Kong	3	2.733%	5	12	14.7238607	18	20	3.8119649	53	103.4095984	117.8786681	132.5139182	193	20.9196201	7	31	40.8551043	47.1545201	129	14.5379353	0	2	3.1888035	4	10	1.648756	1.8990853	
Diddy Kong	2	11.9566%	4	8	12.7878465	17	20	4.8231565	35	87.9207326	101.9947477	116.797515	177	20.7147884	3	29	39.2976264	46.5568174	134	14.9813478	0	2	2.7956108	4	10	1.5951894	2.0941237	
Diddy Kong	1	32.8404%	2	3	9.9907034	16	20	6.4007124	26	73.6829819	85.7939124	98	159	18.5194361	3	23	33.755003	41.7815862	135	15.2796036	0	1	2.1536583	3	11	1.4434907	2.4752195	
Diddy Kong	0	51.5954%	1	1	1	1	1	0	7	56	66.9055885	77	133	15.5638911	3	20	28.3891316	32.998662	121	12.8897172	0	1	2.2705513	3	10	1.2424159	2.5007772	
Donkey Kong	4	0.2396%	9	17	17.7687813	19	20	2.061442	85	120.68	136.4282137	150.92	216	22.9690458	3	27	35.9307179	43	111	13.9363342	0	2	2.6886477	4	10	1.5560925	2.1035058	
Donkey Kong	3	1.6646%	7	15	16.6463607	19	20	2.7719827	72	101.3109056	118.5954584	134.1057692	220	23.2613073	6	27.9645604	37.1268773	43.9922462	121	14.2866251	0	1	2.5143578	3	10	1.4704847	2.2012495	
Donkey Kong	2	9.6376%	6	13	15.203833	18	20	3.384679	60	83.2716584	99.813356	113.9916968	199	21.953532	3	28.9012738	38.4822985	45.0905833	132	14.5572805	0	1	2.2282934	3	9	1.4158967	2.3699261	
Donkey Kong	1	23.4136%	5	11	13.7781916	17	20	3.6959749	50	65.3808169	81.2214354	93.9744348	180	20.0198309	3	30	40.244721	47.7988354	144	14.7305574	0	1	1.8810947	3	9	1.3024352	2.579945	
Donkey Kong	0	65.0446%	1	1	1	1	1	0	0	50	61.456908	79.9520746	160	21.1547042	0	23.3327196	32.518103	38.993131	130	13.8987819	0	1	1.7769746	2.7516291	9	1.2341558	2.7477392	
Dry Bones	4	0.5298%	6	14.2440828	16.4609287	19	20	2.9522567	59	116.1331361	129.5300113	143.9511834	195	20.0087737	2	23	32.2918082	38	112	14.7604431	0	2	3.4911287	4.9023669	10	1.6456632	1.8233296	
