Character	AllyCount	Frequency	Min Turn Gained	1st Quartile Turn Gained	Avg Turn Gained	3rd Quartile Turn Gained	Max Turn Gained	Turn Gained SD	Min Distance	1st Quartile Distance	Distance Avg	3rd Quartile Distance	Max Distance	Distance SD	Min Coins	1st Quartile Coins	Coin Avg	3rd Quartile Coins	Max Coins	Coin SD	Min Stars	1st Quartile Stars	Star Avg	3rd Quartile Stars	Max Stars	Stars SD	Average Place
Boo	0	23.7706%	1	1	1	1	1	0	22	68.8374003	77.4348986	86.046759	127	13.2628937	2	32.6828507	47.0343954	57.9586891	178	20.4014688	0	1	2.0587532	3	10	1.3595366	3.0765652	
Boo	1	29.045%	2	5	9.1400195	13	20	5.0388202	25	81.9938996	92.7304734	103.4899357	151	15.6748662	3	38.9917237	53.4141642	64.7630789	184	20.6080671	0	1	2.5335376	3.0655665	12	1.5453636	2.8125598	
Boo	2	25.2312%	3	9	12.5771696	16.4122846	20	4.6308446	28	93.9956002	106.0708092	117.9969699	179	17.531418	3	39	53.5824059	64.7327839	179	20.2384381	0	2	3.071578	4	12	1.6949446	2.5409334	
Boo	3	14.2208%	4	12	14.8286172	18	20	3.8693214	51	107	119.8978398	132.9700367	200	19.0490028	6	39	53.2378769	63.979337	179	19.7383547	0	2	3.6791601	5	12	1.793561	2.2432915	
Boo	4	7.7324%	5	14	16.2839998	19	20	3.1442633	58	123.2399024	137.5858724	151.8678187	215	20.8180013	5	38.1433773	52.2717914	62.8562444	175	19.487666	0	3	4.3085459	5.3025872	14	1.8394115	1.9644612	
Bowser	0	27.8232%	1	1	1	1	1	0	14	77.9734496	91.4953851	104.2503655	165	19.4575322	1	35	49.2184724	59.9451011	182	19.915305	0	1	2.2794934	3	12	1.5090484	2.9884125	
Bowser	1	26.5812%	1	4	8.2752214	12	20	5.1929985	17	91.9902004	106.6492559	121.1261667	194	21.5255611	3	40.7672007	55.1347268	66.1653548	191	20.4641673	0	2	2.9474591	4	12	1.6960691	2.6338691	
Bowser	2	25.6412%	2	9.9883262	12.9405601	16.7052396	20	4.3227827	31	104.9913798	120.5605588	135.9829187	212	22.7346606	6	41.9956697	56.1437374	66.9825704	175	19.989885	0	2	3.4634494	5	12	1.8055139	2.377143	
Bowser	3	13.7212%	4	13	15.4612015	18	20	3.4424042	46	117.9751572	134.2180276	149.9890741	233	23.5286864	6	41	55.2652392	65.9615847	176	19.7741948	0	3	3.9772906	5	12	1.863403	2.1366353	
Bowser	4	6.2332%	5	15	16.8380286	19	20	2.7608616	65	133.8676093	150.8472695	167.86125	268	24.8938728	6	40	53.7781557	64.7736552	172	19.6249374	0	3	4.4705769	6	14	1.8983718	1.9248861	
