Character	AllyCount	Frequency	Min Turn Gained	1st Quartile Turn Gained	Avg Turn Gained	3rd Quartile Turn Gained	Max Turn Gained	Turn Gained SD	Min Distance	1st Quartile Distance	Distance Avg	3rd Quartile Distance	Max Distance	Distance SD	Min Coins	1st Quartile Coins	Coin Avg	3rd Quartile Coins	Max Coins	Coin SD	Min Stars	1st Quartile Stars	Star Avg	3rd Quartile Stars	Max Stars	Stars SD	Average Place
Boo	0	21.026%	1	1	1	1	1	0	29	70.172786	79.2194426	88	125	13.1379308	2	27.9709256	42.4020736	53.5027692	169	20.0811097	0	1	2.0997812	3	10	1.4818195	3.1025397	
Boo	4	4.774%	5	14	15.9671156	19	20	3.3158007	77	129.90625	142.6401341	155.1284722	200	19.3484776	8	34	47.5215752	58	144	19.4394168	0	3	4.8378718	6	12	2.0684006	1.8445748	
Boo	3	17.28%	4	11	14.1217013	18	20	4.099832	57	118	130.8886574	144	199	18.8053408	6	38	52.3789352	63.9328358	169	20.2451965	0	3	4.5383102	6	13	2.0199044	1.9438657	
Boo	2	27.4%	2	6.5470986	10.8876127	15	20	5.0699267	48	102.0476339	113.8371533	125.8577824	167	17.1541097	1	38	52.5467883	63.9809635	203	20.5705817	0	2	3.7835036	5	12	1.8935517	2.2438686	
Boo	1	29.52%	1	1	4.8325525	7	20	5.3581408	39	88	98.453523	109.7585305	153	15.8608023	3	36.2154477	50.9777778	62.4865415	157	20.5577854	0	2	3.020935	4	11	1.7540996	2.6073171	
Bowser	0	39.092%	1	1	1	1	1	0	23	77	90.8457485	104	166	19.5887812	0	31.2383325	45.6870971	56.6006861	166	20.0444792	0	1	2.5673795	4	11	1.6760537	2.8948634	
Bowser	4	2.012%	6	15	16.8545752	19	20	2.7706613	68	133	147.9701789	165	242	24.5887265	6	33	47.3707753	56.78125	160	20.1713017	0	3	4.7803181	6	12	2.1431036	1.916501	
Bowser	3	8.252%	5	13	15.5512471	18	20	3.4387391	44	119.6652893	136.6698982	153.0578512	220	24.2582067	3	38	52.6478429	64.1373967	158	20.7643527	0	3	4.5467765	6	12	2.1238023	2.0050897	
Bowser	2	19.458%	3	10	13.3785075	17	20	4.3685898	37	105.1747881	120.7371775	136.0378459	214	22.8954484	3	37.5560065	51.7826087	62.9901449	167	20.404722	0	2	3.8630897	5	13	2.0119296	2.2661116	
Bowser	1	31.186%	2	5	9.4277927	13.868169	20	5.2677091	23	91.4302975	105.884756	120.0883562	185	21.2149143	3	36	50.5518502	61.998059	188	20.3833024	0	2	3.2549221	4	12	1.882042	2.5510165	
