Character	AllyCount	Frequency	Min Turn Gained	1st Quartile Turn Gained	Avg Turn Gained	3rd Quartile Turn Gained	Max Turn Gained	Turn Gained SD	Min Distance	1st Quartile Distance	Distance Avg	3rd Quartile Distance	Max Distance	Distance SD	Min Coins	1st Quartile Coins	Coin Avg	3rd Quartile Coins	Max Coins	Coin SD	Min Stars	1st Quartile Stars	Star Avg	3rd Quartile Stars	Max Stars	Stars SD	Average Place
Boo	4	0.521%	7	15	16.6794626	19	20	2.9243403	90	121.125	135.2706334	149	191	19.7939889	3	24	34.7850288	43	99	16.1010439	0	2	2.9596929	4	9	1.5954311	2.0959693	
Boo	3	1.89%	5	13.8871528	15.8129407	19	20	3.3493307	60	107	119.873545	132	185	18.5998631	3	24.3703704	35.8560847	44	130	15.8177259	0	2	2.8624339	4	10	1.5444444	2.1656085	
Boo	2	8.107%	4	11	14.0470622	18	20	4.154985	52	96	107.812261	120	171	17.122824	3	24	34.6375971	42	127	15.0493586	0	1.984233	2.6466017	4	9	1.5326114	2.2756877	
Boo	1	20.545%	2	6	10.3513183	15	20	5.3416063	26	84	94.3220735	105	145	15.5284207	0	23	33.4332441	40.7607989	117	15.228035	0	1	2.3114626	3	9	1.4464389	2.5101971	
Boo	0	68.937%	1	1	1	1	1	0	24	70	79.1032827	88	128	13.0869182	0	21	30.195773	36	125	14.1178973	0	1	1.7393127	2.339018	9	1.2736367	2.8966593	
Donkey Kong	4	0.133%	12	17	17.8646617	19	20	1.9688627	85	118	136.1578947	153	197	23.2430253	11	29	38.593985	45	104	14.8501475	0	2	2.5263158	3	7	1.3183434	2.1353383	
Donkey Kong	3	1.208%	8	15	16.7360179	19	20	2.747455	73	100.06	117.490894	133.28	198	22.8268732	6	30	40.2557947	47.1	121	15.7843486	0	1.28	2.5	3	8	1.4059947	2.1423841	
Donkey Kong	2	7.144%	6	13	15.3055981	18	20	3.3516473	61	82	98.2477604	112.8180873	192	22.0065763	5	31	41.6507559	49	134	16.0007333	0	1	2.1886898	3	10	1.3348653	2.3418253	
Donkey Kong	1	17.708%	5	11	13.9924407	17	20	3.650085	50	64.29	80.348656	93.2488441	168	20.1896439	3	32.518913	43.3035916	51	139	15.9540471	0	1	1.8758188	3	9	1.2059244	2.5422408	
Donkey Kong	0	73.807%	1	1	1	1	1	0	0	50	63.4596989	80	160	21.3672463	0	25	35.1526955	41.9738314	141	15.2512965	0	1	1.5427263	2	9	1.2123837	2.7837468	
Diddy Kong	4	0.897%	7	15	17.0122631	19	20	2.6495125	68	106	121.4414716	135	189	21.5521761	9	27	40.4749164	50	123	18.3227501	0	2	2.7781494	4	8	1.5670989	2.0367893	
Diddy Kong	3	3.432%	6	14.8461879	16.4070224	19	20	2.8802554	50	94.2962963	108.0912005	121.9753086	174	20.1849581	6	30	41.416958	49.691358	134	16.7778257	0	2	2.7296037	4	9	1.5669846	2.0611888	
Diddy Kong	2	16.228%	4	12	14.886462	18	20	3.4840201	45	81	94.4531674	107.4599134	171	19.3006189	3	27.9726222	39.025265	47	126	16.3639543	0	1	2.3948114	3	10	1.4938755	2.2544368	
Diddy Kong	1	38.307%	2	8	11.2712694	14	20	4.268637	35	70.992042	83.1227974	95.9945198	157	18.2679093	3	24.6932784	36.0789673	44.1017297	130	16.3645301	0	1	2.0609549	3	9	1.3837104	2.4873783	
Diddy Kong	0	41.136%	1	1	1	1	1	0	7	56	67.0940539	77	126	15.8451852	2	19.9013343	28.6121888	33.9997633	115	13.571619	0	1	2.1846072	3	10	1.2537972	2.5792007	
Bowser	4	1.509%	6	14	16.0987409	19	20	3.1956614	70	135.3622449	154.9668655	173.4642857	242	26.7608799	6	23	32.0384361	38.1989796	124	14.2663244	0	2	2.6348575	4	8	1.534625	2.2750166	
