Character	AllyCount	Frequency	Min Turn Gained	1st Quartile Turn Gained	Avg Turn Gained	3rd Quartile Turn Gained	Max Turn Gained	Turn Gained SD	Min Distance	1st Quartile Distance	Distance Avg	3rd Quartile Distance	Max Distance	Distance SD	Min Coins	1st Quartile Coins	Coin Avg	3rd Quartile Coins	Max Coins	Coin SD	Min Stars	1st Quartile Stars	Star Avg	3rd Quartile Stars	Max Stars	Stars SD	Average Place
Diddy Kong	0	50.0164%	1	1	1	1	1	0	7	56	66.7162291	77	133	15.5950629	2	33	47.1815205	57.7596387	204	19.9159359	0	1	2.2481146	3	10	1.4010807	2.9179669	
Diddy Kong	1	29.6826%	2	6	10.8276635	15	20	5.2730263	16	71	83.0643205	94.3870276	154	17.0595893	0	38	52.9646055	64.1525364	200	20.7787342	0	2	3.1216538	4	13	1.6339719	2.4858941	
Diddy Kong	2	14.1846%	4	11	14.1444559	18	20	4.1495833	19	84	97.1391086	109.9044247	179	18.6739793	7	40.3409159	55.3104635	66.9442171	196	20.7449135	0	3	3.9838698	5	13	1.8239166	2.1055511	
Diddy Kong	3	5.1294%	5	14	15.9784187	19	20	3.2636214	42	98.3114459	112.2392483	126	192	20.1703568	8	41.4005309	56.3255352	67.8902609	192	20.8212739	0	4	4.8892268	6	13	1.9443088	1.7674192	
Diddy Kong	4	0.987%	7	16	17.1267767	19	20	2.6281133	53	109	123.5025329	137.8655844	199	21.0819971	11	38.9121212	52.8275583	64	153	19.741502	0	4	5.3898683	7	12	1.9623556	1.6135765	
Boo	0	19.4794%	1	1	1	1	1	0	19	69.9987505	78.8156617	88	128	13.2657741	0	30	44.9733565	56.1227962	205	20.4446194	0	1	2.1251887	3	10	1.4780361	3.0510591	
Boo	1	28.855%	1	1	4.5750131	6	20	5.1212033	30	88	98.7136787	109.9884584	155	15.84055	0	38	53.1586553	64.9649121	194	20.9601992	0	2	3.0426547	4	12	1.7618407	2.5581563	
Boo	2	28.6188%	2	6	10.7234524	15	20	5.1179294	36	102.9704489	114.4353013	126	180	17.2369132	0	39	53.7512754	65.1911516	206	20.6641769	0	2	3.8086922	5	13	1.9172941	2.2123569	
Boo	3	18.0106%	4	11	14.0911537	18	20	4.1527185	57	118	131.1929086	144	207	19.0914545	0	39	53.746205	65.3950091	198	20.5777086	0	3	4.5220925	6	14	2.0226234	1.9209466	
Boo	4	5.0362%	5	14	15.9609911	19	20	3.3285016	68	129.4707201	142.7862277	156	220	19.7281012	2	34.3770175	48.5203526	59.3320263	160	19.709094	0	3	4.8105715	6	14	2.0411208	1.8363449	
