Character	AllyCount	Frequency	Min Turn Gained	1st Quartile Turn Gained	Avg Turn Gained	3rd Quartile Turn Gained	Max Turn Gained	Turn Gained SD	Min Distance	1st Quartile Distance	Distance Avg	3rd Quartile Distance	Max Distance	Distance SD	Min Coins	1st Quartile Coins	Coin Avg	3rd Quartile Coins	Max Coins	Coin SD	Min Stars	1st Quartile Stars	Star Avg	3rd Quartile Stars	Max Stars	Stars SD	Average Place
Boo	0	72.4%	1	1	1	1	1	0	27	71.1246537	79.888674	89	119	13.1610943	24	56.1495845	70.3726519	81.1454294	179	19.8432691	0	4	5.7773481	7	13	2.1262983	2.6464088	
Boo	1	18.88%	3	7	11.2115942	15.2777778	20	4.9831756	43	81	91.8824153	103	134	15.2103871	29	61	73.7065678	83	165	18.6821575	0	4	5.5572034	7	14	2.2471524	2.7902542	
Boo	2	7.12%	7	13	15.0802752	18	20	3.5640246	57	93	103.8202247	116	149	16.1833329	27	58	72.0505618	83	177	20.2467288	0	4	5.7359551	7	13	2.3375175	2.6516854	
Boo	3	1.4%	10	15	16.95	19	20	2.5927784	75	103	114.3142857	125	164	15.0281097	34	58	71.7428571	82	138	19.6270118	1	4	5.6285714	7	11	2.0851271	2.5857143	
Boo	4	0.2%	13	17	18.2	20	20	2.2715633	96	109	129.1	150	154	19.6288054	37	55	67.8	76	118	20.0987562	3	4	5.7	7	10	2.0518285	2.9	
Bowser	0	50.38%	1	1	1	1	1	0	22	78	91.5398968	103.9584615	158	19.2026007	6	49	64.1671298	76.1533333	192	22.0248032	0	3	4.5307662	6	13	2.1861891	3.1186979	
Bowser	1	28.14%	2	4	8.5852479	12.8489583	20	5.4850285	41	94.2291667	109.1229566	124.25	177	21.797474	13	61	75.9132907	88	172	22.6783608	0	4	5.6389481	7	13	2.2794446	2.6787491	
Bowser	2	16.24%	4	10	13.6945996	17	20	4.2137742	46	107	123.1046798	139.1111111	200	23.0270269	22	60	76.2660099	90	162	22.8000665	0	4	6.1403941	8	15	2.4824495	2.4753695	
Bowser	3	4.56%	7	14	16.1412214	18	20	3.0049417	89	122	137.3991228	155	198	22.4034654	23	58	75.254386	88	142	23.0960281	0	5	6.3026316	8	12	2.3434478	2.3333333	
Bowser	4	0.68%	11	17	17.6176471	20	20	2.5554406	104	136	148.8529412	159	197	23.1124264	46	57	74.2941176	85	132	20.7612895	3	5	6.6764706	7	13	2.3354127	2.5588235	
Bowser Jr	0	18.62%	1	1	1	1	1	0	29	58	66.783029	75	114	12.8783523	36	75	89.8002148	103	180	21.7158893	0	4	5.1987111	7	11	2.0826733	2.7798067	
Bowser Jr	1	49.34%	2	5	9.2754977	13	20	4.9204077	35	70	80.5991082	91	145	15.4023529	19	68.0538194	83.1447102	96	189	21.8061376	0	4.734375	6.0113498	7	14	2.1702639	2.4807458	
Bowser Jr	2	23.94%	5	11	14.1323346	17.2857143	20	3.9114692	42	81	92.6340852	104.39	147	16.8406391	32	67	81.7101086	93.72	164	20.461109	0	5	6.9340017	8	16	2.1871093	2.1562239	
Bowser Jr	3	6.84%	8	15	16.5259259	19	20	2.7455813	56	93	104.5087719	115	151	16.6895872	26	62	77.2017544	91	151	20.5126604	2	6	7.125731	9	14	2.2682615	2.1140351	
Bowser Jr	4	1.26%	13	16	17.7460317	19	20	1.8254658	84	106	120.5555556	134	169	18.5991788	38	66	78.9365079	88	134	19.5122046	4	7	8.2063492	9	13	2.1614129	1.8095238	
Daisy	0	35.66%	1	1	1	1	1	0	63	66	66.8048233	68	73	1.84176	28	80.6445312	94.6247897	109	181	21.399257	1	5	6.7711722	8	12	1.9108919	2.1531127	
Daisy	1	34.56%	4	6	10.5013988	14.233564	20	4.8040317	64	71	77.9525463	83.625	102	7.8917777	30	75.71875	88.7314815	100.125	189	20.1881974	1	6	6.9282407	8	13	1.9674877	2.1261574	
Daisy	2	24.7%	7	12	14.8321021	18	20	3.6625659	68	83.15	90.6064777	98	116	10.1008176	42	75.15	87.4186235	97.09	183	18.2374481	1	6	7.4769231	9	14	2.0629942	1.9506073	
Daisy	3	4.58%	11	15	16.7480315	19	20	2.6456576	79	94	102.2751092	111	129	10.9611597	43	76	87.6593886	99	145	17.6275678	3	7	8.1921397	10	13	2.2695496	1.790393	
Daisy	4	0.5%	15	17	18.48	20	20	1.3891004	97	104	114.52	124	129	10.206351	58	69	78.2	86	96	10.7405773	7	7	8.76	10	13	1.8391302	1.56	
Diddy Kong	0	98.2%	1	1	1	1	1	0	14	56	69.6863544	78.0754458	126	15.6480576	22	53	66.5370672	76.7133059	161	19.825002	0	4	5.1252546	6	12	1.6706383	2.9543788	
Diddy Kong	1	1.3%	8	12	14.1555556	16	20	2.7035413	60	77	87.4615385	97	123	14.1324253	36	55	66.5846154	80	96	15.3801994	1	3	4.1076923	5	7	1.4999803	3.2769231	
Diddy Kong	2	0.42%	11	15	16.88	19	20	2.4870866	68	94	104.8095238	115	139	16.5403376	46	62	73.8571429	83	105	16.0008503	3	5	5.8095238	7	8	1.499811	2.6666667	
Diddy Kong	3	0.06%	17	18	18.5	20	20	1.118034	94	94	110.3333333	131	131	15.4128374	46	46	64.3333333	80	80	14.0079343	6	6	6.6666667	7	7	0.4714045	1	
Diddy Kong	4	0.02%	20	20	20	20	20	0	107	107	107	107	107	0	62	62	62	62	62	0	5	5	5	5	5	0	3	
Donkey Kong	0	90.9%	1	1	1	1	1	0	10	50	65.3553355	80	150	20.4495738	8	47	59.9643564	70	154	18.6992421	0	4	5.5821782	7	13	1.9966725	2.6620462	
Donkey Kong	1	7.78%	6	13	15.4043956	18	20	3.3340044	60	80	92.1696658	104	154	18.9668092	31	57	71.5475578	82	141	19.4386762	2	5	6.4832905	8	13	2.0326015	2.3650386	
Donkey Kong	2	1.16%	11	15	17.030303	19	20	2.4368988	68	86	105.2241379	123	163	22.7422159	40	65	79.6724138	97	138	19.4682659	2	5	6.1896552	8	11	2.1128253	2.4827586	
Donkey Kong	3	0.16%	15	18	18	20	20	1.5	119	123	129.5	142	143	8.7607077	68	83	88.875	104	104	12.4743487	4	6	7.625	10	12	2.4462982	1.75	
Donkey Kong	4	0%	0	NaN	0	NaN	-∞	0	0	NaN	0	NaN	-∞	0	0	NaN	0	NaN	-∞	0	0	NaN	0	NaN	-∞	0	0	
Dry Bones	0	45.18%	1	1	1	1	1	0	35	65	71.980965	80	100	10.6984955	43	77.6652893	91.8180611	103	185	20.3986197	0	4	5.7454626	7	13	2.1430309	2.5652944	
Dry Bones	1	37.16%	3	5	9.6110908	14	20	5.4309174	35	71	82.1636168	91	133	15.1530452	32	71	84.6178687	95.8518519	179	20.0776036	0	5	6.5635091	8	14	2.1784004	2.310549	
Dry Bones	2	13.78%	6	11	14.218573	18	20	4.0066218	54	83	96.1582003	108	150	17.4722569	30	65	79.3265602	91	198	20.9946266	0	6	7.1843251	9	15	2.2375573	2.0914369	
Dry Bones	3	3.48%	8	15	16.5360825	19	20	2.799344	62	96	110.3678161	124	155	18.6683794	29	67	79.9367816	92	156	19.5245652	1	6	7.6321839	9	14	2.5601497	1.8793103	
Dry Bones	4	0.4%	14	16	17.3	19	20	1.7058722	90	118	124.85	135	148	16.4993182	36	74	75.2	84	125	17.8005618	4	6	7.05	8	10	1.5644488	2.15	
Goomba	0	40.16%	1	1	1	1	1	0	22	51	58.3077689	65.1403509	94	10.3783937	23	63	74.4825697	84.4210526	186	16.9101709	0	4	5.2370518	6.2105263	13	1.8401189	2.8027888	
Goomba	1	40.24%	3	6	10.4705882	14.1666667	20	4.9349177	31	64	73.3434394	82.88	118	13.2056242	34	74	86.5079523	98	177	18.7917973	0	5	6.3583499	8	12	2.0097463	2.3558648	
